Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Gentoftekredsen;2. Munkegård;B;Radikale Venstre;Hediye Temiz;9
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Partiliste;198
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Rasmus Jarlov;120
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Britt Bager;54
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Hanne Bjørn;5
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Magnus Von Dreiager;5
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Tina Cartey Hansen;4
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Michael R. Rugaard;0
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Merete Scheelsbeck;6
Gentoftekredsen;2. Munkegård;C;Det Konservative Folkeparti;Henrik Sørensen;4
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Partiliste;63
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Ulla Kokfelt;11
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Thomas Bentsen;4
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Alberte Rasmussen;2
Gentoftekredsen;2. Munkegård;D;Nye Borgerlige;Claus Bøgh Svenningsen;5
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Partiliste;237
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Serdal Benli;15
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Vivi Nør Jacobsen;19
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Sigurd Agersnap;45
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Rasmus Henriksen;3
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Sofie F. Villadsen;37
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Niels Haxthausen;7
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Troels Stru Schmidt;16
Gentoftekredsen;2. Munkegård;F;SF - Socialistisk Folkeparti;Alexander Bruhn Skjøth;0
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Partiliste;239
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Steffen Larsen;25
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Simon Karim Helledie;6
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Peter Loft;34
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Søren Schmidt-Andersen;3
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;David Ibsen;0
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Jørgen Juhl;0
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Louise Siv Ebbesen;5
Gentoftekredsen;2. Munkegård;I;Liberal Alliance;Danny Malkowski;3
Gentoftekredsen;2. Munkegård;K;KD - Kristendemokraterne;Partiliste;6
Gentoftekredsen;2. Munkegård;K;KD - Kristendemokraterne;Elif Demir Gökce;0
Gentoftekredsen;2. Munkegård;K;KD - Kristendemokraterne;Bolette von Westphal;6
Gentoftekredsen;2. Munkegård;K;KD - Kristendemokraterne;Esben Frette Johnsen;1
Gentoftekredsen;2. Munkegård;K;KD - Kristendemokraterne;Johnnie V. Gregersen;1
Gentoftekredsen;2. Munkegård;M;Moderaterne;Partiliste;315
Gentoftekredsen;2. Munkegård;M;Moderaterne;Monika Rubin;68
Gentoftekredsen;2. Munkegård;M;Moderaterne;Lars Arne Christensen;20
Gentoftekredsen;2. Munkegård;M;Moderaterne;Rasmus Lund-Nielsen;35
Gentoftekredsen;2. Munkegård;M;Moderaterne;Ammar Ali;16
Gentoftekredsen;2. Munkegård;M;Moderaterne;Rasmus Skindbjerg Hinrichs;3
Gentoftekredsen;2. Munkegård;M;Moderaterne;Anastasia Valentin Rasmussen;10
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Partiliste;21
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Rita Rahbek Russell;1
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Michael Jensen;2
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Lars Prier;0
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Morten Messerschmidt;63
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Mikkel Dencker;0
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Cecilie Winther Kristensen;1
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Susanne Damsgaard;1
Gentoftekredsen;2. Munkegård;O;Dansk Folkeparti;Michael Pihl;0
Gentoftekredsen;2. Munkegård;Q;Frie Grønne;Partiliste;19
Gentoftekredsen;2. Munkegård;Q;Frie Grønne;Sabrina Raaschou Brammer;3
Gentoftekredsen;2. Munkegård;Q;Frie Grønne;Asham Agha Nadeem;3
Gentoftekredsen;2. Munkegård;Q;Frie Grønne;Aqeel Akhtar;1
Gentoftekredsen;2. Munkegård;Q;Frie Grønne;Nour El Zeftawy;2
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Partiliste;274
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Karen Ellemann;172
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Anders Bo Larsen;2
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Lennart Hartmann Nielsen;0
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Casper Pedersen;2
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Mathias Rinaldo;1
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Astrid Søborg;25
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Kim Valentin;27
Gentoftekredsen;2. Munkegård;V;Venstre, Danmarks Liberale Parti;Ricki Vejsmose;3
Gentoftekredsen;2. Munkegård;Æ;Danmarksdemokraterne;Partiliste;70
Gentoftekredsen;2. Munkegård;Æ;Danmarksdemokraterne;Charlotte Munch;6
Gentoftekredsen;2. Munkegård;Æ;Danmarksdemokraterne;Michael Rosenmark;0
Gentoftekredsen;2. Munkegård;Æ;Danmarksdemokraterne;Mette Qwinten;4
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Partiliste;175
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Søren Søndergaard;35
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Tobias Clausen;2
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Necla Baran;4
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Mathilde Vinther;19
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Helge Bo Jensen;1
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Stefan Rundstrøm;6
Gentoftekredsen;2. Munkegård;Ø;Enhedslisten - De Rød-Grønne;Stine Rahbek Pedersen;3
Gentoftekredsen;2. Munkegård;Å;Alternativet;Partiliste;118
Gentoftekredsen;2. Munkegård;Å;Alternativet;Thomas Anker;0
Gentoftekredsen;2. Munkegård;Å;Alternativet;Sofie Groth;49
Gentoftekredsen;2. Munkegård;Å;Alternativet;Qasam Nazir Ahmad;4
Gentoftekredsen;2. Munkegård;Å;Alternativet;Irina Bjørnø;2
Gentoftekredsen;2. Munkegård;Å;Alternativet;Jesper Callesen;1
Gentoftekredsen;2. Munkegård;Å;Alternativet;Ulla Sandbæk;9
Gentoftekredsen;2. Munkegård;Å;Alternativet;Thomas Lindqvist;7
Gentoftekredsen;2. Munkegård;Å;Alternativet;Bitten Vivi Jensen;0
Gentoftekredsen;2. Munkegård;(Uden for parti);(Uden for parti);Henrik Vendelbo Petersen;0
Gentoftekredsen;2. Munkegård;(Uden for parti);(Uden for parti);Jovan Tasevski;2
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Partiliste;340
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Sebastian Schwartz;4
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Jeppe Bruus;47
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Morten Bødskov;29
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Maria Durhuus;10
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Maria Gudme;11
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Kasper Sand Kjær;1
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Mattias Tesfaye;87
Gentoftekredsen;3. Rådhuset;A;Socialdemokratiet;Gunvor Wibroe;8
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Partiliste;145
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Sofie Carsten Nielsen;69
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Stinus Lindgreen;61
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Kashif Ahmad;6
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Christina Rittig Falkberg;34
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Brian Køster;8
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Abbas Razvi;2
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Esat Sentürk;0
Gentoftekredsen;3. Rådhuset;B;Radikale Venstre;Hediye Temiz;7
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Partiliste;279
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Rasmus Jarlov;275
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Britt Bager;74
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Hanne Bjørn;6
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Magnus Von Dreiager;4
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Tina Cartey Hansen;4
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Michael R. Rugaard;3
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Merete Scheelsbeck;7
Gentoftekredsen;3. Rådhuset;C;Det Konservative Folkeparti;Henrik Sørensen;4
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Partiliste;66
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Ulla Kokfelt;6
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Thomas Bentsen;3
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Alberte Rasmussen;2
Gentoftekredsen;3. Rådhuset;D;Nye Borgerlige;Claus Bøgh Svenningsen;8
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Partiliste;148
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Serdal Benli;4
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Vivi Nør Jacobsen;12
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Sigurd Agersnap;20
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Rasmus Henriksen;0
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Sofie F. Villadsen;34
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Niels Haxthausen;5
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Troels Stru Schmidt;3
Gentoftekredsen;3. Rådhuset;F;SF - Socialistisk Folkeparti;Alexander Bruhn Skjøth;1
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Partiliste;469
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Steffen Larsen;28
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Simon Karim Helledie;27
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Peter Loft;76
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Søren Schmidt-Andersen;2
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;David Ibsen;0
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Jørgen Juhl;0
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Louise Siv Ebbesen;22
Gentoftekredsen;3. Rådhuset;I;Liberal Alliance;Danny Malkowski;6
Gentoftekredsen;3. Rådhuset;K;KD - Kristendemokraterne;Partiliste;8
Gentoftekredsen;3. Rådhuset;K;KD - Kristendemokraterne;Elif Demir Gökce;0
Gentoftekredsen;3. Rådhuset;K;KD - Kristendemokraterne;Bolette von Westphal;2
Gentoftekredsen;3. Rådhuset;K;KD - Kristendemokraterne;Esben Frette Johnsen;0
Gentoftekredsen;3. Rådhuset;K;KD - Kristendemokraterne;Johnnie V. Gregersen;0
Gentoftekredsen;3. Rådhuset;M;Moderaterne;Partiliste;470
Gentoftekredsen;3. Rådhuset;M;Moderaterne;Monika Rubin;93
Gentoftekredsen;3. Rådhuset;M;Moderaterne;Lars Arne Christensen;30
Gentoftekredsen;3. Rådhuset;M;Moderaterne;Rasmus Lund-Nielsen;37
Gentoftekredsen;3. Rådhuset;M;Moderaterne;Ammar Ali;12
Gentoftekredsen;3. Rådhuset;M;Moderaterne;Rasmus Skindbjerg Hinrichs;3
Gentoftekredsen;3. Rådhuset;M;Moderaterne;Anastasia Valentin Rasmussen;8
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Partiliste;12
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Rita Rahbek Russell;0
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Michael Jensen;1
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Lars Prier;0
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Morten Messerschmidt;47
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Mikkel Dencker;1
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Cecilie Winther Kristensen;3
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Susanne Damsgaard;1
Gentoftekredsen;3. Rådhuset;O;Dansk Folkeparti;Michael Pihl;0
Gentoftekredsen;3. Rådhuset;Q;Frie Grønne;Partiliste;12
Gentoftekredsen;3. Rådhuset;Q;Frie Grønne;Sabrina Raaschou Brammer;0
Gentoftekredsen;3. Rådhuset;Q;Frie Grønne;Asham Agha Nadeem;5
Gentoftekredsen;3. Rådhuset;Q;Frie Grønne;Aqeel Akhtar;0
Gentoftekredsen;3. Rådhuset;Q;Frie Grønne;Nour El Zeftawy;0
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Partiliste;381
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Karen Ellemann;279
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Anders Bo Larsen;4
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Lennart Hartmann Nielsen;1
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Casper Pedersen;2
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Mathias Rinaldo;0
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Astrid Søborg;30
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Kim Valentin;39
Gentoftekredsen;3. Rådhuset;V;Venstre, Danmarks Liberale Parti;Ricki Vejsmose;2
Gentoftekredsen;3. Rådhuset;Æ;Danmarksdemokraterne;Partiliste;60
Gentoftekredsen;3. Rådhuset;Æ;Danmarksdemokraterne;Charlotte Munch;5
Gentoftekredsen;3. Rådhuset;Æ;Danmarksdemokraterne;Michael Rosenmark;0
Gentoftekredsen;3. Rådhuset;Æ;Danmarksdemokraterne;Mette Qwinten;0
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Partiliste;107
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Søren Søndergaard;17
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Tobias Clausen;2
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Necla Baran;5
Gentoftekredsen;3. Rådhuset;Ø;Enhedslisten - De Rød-Grønne;Mathilde Vinther;7
