Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Helsingørkredsen;1. Helsingør Hallen;K;KD - Kristendemokraterne;Partiliste;10
Helsingørkredsen;1. Helsingør Hallen;K;KD - Kristendemokraterne;Henrik Forsberg;0
Helsingørkredsen;1. Helsingør Hallen;K;KD - Kristendemokraterne;Stig Grenov;1
Helsingørkredsen;1. Helsingør Hallen;K;KD - Kristendemokraterne;Britta Kristensen;2
Helsingørkredsen;1. Helsingør Hallen;K;KD - Kristendemokraterne;Kurt Pedersen;0
Helsingørkredsen;1. Helsingør Hallen;K;KD - Kristendemokraterne;Eva Skade Rasmussen;1
Helsingørkredsen;1. Helsingør Hallen;M;Moderaterne;Partiliste;438
Helsingørkredsen;1. Helsingør Hallen;M;Moderaterne;Jakob Engel-Schmidt;86
Helsingørkredsen;1. Helsingør Hallen;M;Moderaterne;Carina Bloch Simonsen;34
Helsingørkredsen;1. Helsingør Hallen;M;Moderaterne;Erick Thürmer;12
Helsingørkredsen;1. Helsingør Hallen;M;Moderaterne;Kim Rasmussen;3
Helsingørkredsen;1. Helsingør Hallen;M;Moderaterne;Kim Mejnert Frydensbjerg;3
Helsingørkredsen;1. Helsingør Hallen;M;Moderaterne;Ulf Helgstrand;5
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Partiliste;129
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Gert Løfgren;9
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Christian Sødergren;2
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Pia Adelsteen;3
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Brian Lyck Jørgensen;1
Helsingørkredsen;1. Helsingør Hallen;O;Dansk Folkeparti;Birgitte Milling;1
Helsingørkredsen;1. Helsingør Hallen;Q;Frie Grønne;Partiliste;29
Helsingørkredsen;1. Helsingør Hallen;Q;Frie Grønne;Lars Oskan-Henriksen;3
Helsingørkredsen;1. Helsingør Hallen;Q;Frie Grønne;Clara Rebecca Svarc;6
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Partiliste;272
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Mette Lene Jensen;51
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Hans Andersen;28
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Jørgen Eirfeldt;0
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Thomas Elong;10
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Marianne Lynghøj;15
Helsingørkredsen;1. Helsingør Hallen;V;Venstre, Danmarks Liberale Parti;Sophie Løhde;138
Helsingørkredsen;1. Helsingør Hallen;Æ;Danmarksdemokraterne;Partiliste;195
Helsingørkredsen;1. Helsingør Hallen;Æ;Danmarksdemokraterne;Marlene Harpsøe;57
Helsingørkredsen;1. Helsingør Hallen;Æ;Danmarksdemokraterne;Lars Bregnbak;3
Helsingørkredsen;1. Helsingør Hallen;Æ;Danmarksdemokraterne;Lars Ole Skovgaard Larsen;6
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Partiliste;297
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Christoffer Emil Jexen;46
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Sinem Demir;41
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Øjvind Vilsholm;0
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Thue Lundgaard;0
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Annie Hagel;25
Helsingørkredsen;1. Helsingør Hallen;Ø;Enhedslisten - De Rød-Grønne;Emil Ulrik Andersen;10
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Partiliste;196
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Helene Liliendahl Brydensholt;53
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Allon Hein Sørensen;13
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Nanna Høyrup;7
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Maud Margrethe Pedersen;7
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Mette Skamris;17
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Mariane Lunden;1
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Sidsel Dyekjær;1
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Mette Jeppesen;2
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Nicklas Hakmann;2
Helsingørkredsen;1. Helsingør Hallen;Å;Alternativet;Morten Hvidberg Greve;6
Helsingørkredsen;1. Helsingør Hallen;(Uden for parti);(Uden for parti);Katjalivah Elleyhansen;0
Helsingørkredsen;1. Helsingør Hallen;(Uden for parti);(Uden for parti);Jayseth Lotus Arrose Simonysano;7
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Partiliste;1122
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Henrik Møller;805
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Fie Hækkerup;55
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Miki Dam Larsen;21
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Louise Mehnke;63
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Matilde Powers;25
Helsingørkredsen;2. Skolen ved Gurrevej;A;Socialdemokratiet;Rasmus Stoklund;27
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Partiliste;55
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Christian Holm Donatzky;19
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Martin Lidegaard;50
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Tine Hessner;5
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Christina Thorholm;9
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Jacob Netteberg;4
Helsingørkredsen;2. Skolen ved Gurrevej;B;Radikale Venstre;Maria Katarina Nielsen;1
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Partiliste;122
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Birgitte Bergman;79
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Mette Abildgaard;33
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Nikolaj Frederiksen;3
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Emma Juul Hansen;12
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Egil Hulgaard;1
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Christoffer Buster Reinhardt;7
Helsingørkredsen;2. Skolen ved Gurrevej;C;Det Konservative Folkeparti;Niels Martin Viuff;9
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Partiliste;159
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Mette Thiesen;105
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Per Olsen;17
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Claus Bruncke;1
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Søren Højbjerg;3
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Søren Regenberg;1
Helsingørkredsen;2. Skolen ved Gurrevej;D;Nye Borgerlige;Carsten Winther;1
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Partiliste;300
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Peter Westermann;44
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Marianne Bigum;55
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Marianne Stannum;10
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Silje Brynildsen;17
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Jens Skov;1
Helsingørkredsen;2. Skolen ved Gurrevej;F;SF - Socialistisk Folkeparti;Stefan B. Skrubbeltrang;10
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Partiliste;254
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Steffen W. Frølund;17
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Kim Bjørnstrup;11
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Lars Høyer Holmqvist;7
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Steffen Sjørslev;0
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Marianne Porsborg;0
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Robert Mørck;0
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Kira Danholm;7
Helsingørkredsen;2. Skolen ved Gurrevej;I;Liberal Alliance;Josephine Svane;9
Helsingørkredsen;2. Skolen ved Gurrevej;K;KD - Kristendemokraterne;Partiliste;13
Helsingørkredsen;2. Skolen ved Gurrevej;K;KD - Kristendemokraterne;Henrik Forsberg;0
Helsingørkredsen;2. Skolen ved Gurrevej;K;KD - Kristendemokraterne;Stig Grenov;2
Helsingørkredsen;2. Skolen ved Gurrevej;K;KD - Kristendemokraterne;Britta Kristensen;0
Helsingørkredsen;2. Skolen ved Gurrevej;K;KD - Kristendemokraterne;Kurt Pedersen;0
Helsingørkredsen;2. Skolen ved Gurrevej;K;KD - Kristendemokraterne;Eva Skade Rasmussen;2
Helsingørkredsen;2. Skolen ved Gurrevej;M;Moderaterne;Partiliste;304
Helsingørkredsen;2. Skolen ved Gurrevej;M;Moderaterne;Jakob Engel-Schmidt;49
Helsingørkredsen;2. Skolen ved Gurrevej;M;Moderaterne;Carina Bloch Simonsen;21
Helsingørkredsen;2. Skolen ved Gurrevej;M;Moderaterne;Erick Thürmer;7
Helsingørkredsen;2. Skolen ved Gurrevej;M;Moderaterne;Kim Rasmussen;3
Helsingørkredsen;2. Skolen ved Gurrevej;M;Moderaterne;Kim Mejnert Frydensbjerg;0
Helsingørkredsen;2. Skolen ved Gurrevej;M;Moderaterne;Ulf Helgstrand;3
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Partiliste;140
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Gert Løfgren;9
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Christian Sødergren;3
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Pia Adelsteen;7
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Brian Lyck Jørgensen;7
Helsingørkredsen;2. Skolen ved Gurrevej;O;Dansk Folkeparti;Birgitte Milling;5
Helsingørkredsen;2. Skolen ved Gurrevej;Q;Frie Grønne;Partiliste;76
Helsingørkredsen;2. Skolen ved Gurrevej;Q;Frie Grønne;Lars Oskan-Henriksen;10
Helsingørkredsen;2. Skolen ved Gurrevej;Q;Frie Grønne;Clara Rebecca Svarc;17
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Partiliste;209
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Mette Lene Jensen;61
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Hans Andersen;35
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Jørgen Eirfeldt;1
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Thomas Elong;15
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Marianne Lynghøj;15
Helsingørkredsen;2. Skolen ved Gurrevej;V;Venstre, Danmarks Liberale Parti;Sophie Løhde;94
Helsingørkredsen;2. Skolen ved Gurrevej;Æ;Danmarksdemokraterne;Partiliste;248
Helsingørkredsen;2. Skolen ved Gurrevej;Æ;Danmarksdemokraterne;Marlene Harpsøe;74
Helsingørkredsen;2. Skolen ved Gurrevej;Æ;Danmarksdemokraterne;Lars Bregnbak;2
Helsingørkredsen;2. Skolen ved Gurrevej;Æ;Danmarksdemokraterne;Lars Ole Skovgaard Larsen;4
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Partiliste;215
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Christoffer Emil Jexen;33
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Sinem Demir;32
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Øjvind Vilsholm;2
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Thue Lundgaard;5
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Annie Hagel;8
Helsingørkredsen;2. Skolen ved Gurrevej;Ø;Enhedslisten - De Rød-Grønne;Emil Ulrik Andersen;4
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Partiliste;107
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Helene Liliendahl Brydensholt;30
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Allon Hein Sørensen;8
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Nanna Høyrup;6
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Maud Margrethe Pedersen;1
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Mette Skamris;12
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Mariane Lunden;0
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Sidsel Dyekjær;0
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Mette Jeppesen;2
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Nicklas Hakmann;0
Helsingørkredsen;2. Skolen ved Gurrevej;Å;Alternativet;Morten Hvidberg Greve;4
Helsingørkredsen;2. Skolen ved Gurrevej;(Uden for parti);(Uden for parti);Katjalivah Elleyhansen;0
Helsingørkredsen;2. Skolen ved Gurrevej;(Uden for parti);(Uden for parti);Jayseth Lotus Arrose Simonysano;7
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Partiliste;641
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Henrik Møller;453
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Fie Hækkerup;46
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Miki Dam Larsen;13
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Louise Mehnke;40
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Matilde Powers;14
Helsingørkredsen;3. Laden, Gl. Vapnagård;A;Socialdemokratiet;Rasmus Stoklund;19
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Partiliste;51
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Christian Holm Donatzky;23
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Martin Lidegaard;71
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Tine Hessner;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Christina Thorholm;9
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Jacob Netteberg;4
Helsingørkredsen;3. Laden, Gl. Vapnagård;B;Radikale Venstre;Maria Katarina Nielsen;1
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Partiliste;126
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Birgitte Bergman;99
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Mette Abildgaard;26
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Nikolaj Frederiksen;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Emma Juul Hansen;14
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Egil Hulgaard;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Christoffer Buster Reinhardt;5
Helsingørkredsen;3. Laden, Gl. Vapnagård;C;Det Konservative Folkeparti;Niels Martin Viuff;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Partiliste;109
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Mette Thiesen;78
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Per Olsen;7
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Claus Bruncke;1
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Søren Højbjerg;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Søren Regenberg;1
Helsingørkredsen;3. Laden, Gl. Vapnagård;D;Nye Borgerlige;Carsten Winther;3
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Partiliste;212
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Peter Westermann;29
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Marianne Bigum;55
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Marianne Stannum;3
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Silje Brynildsen;13
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Jens Skov;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;F;SF - Socialistisk Folkeparti;Stefan B. Skrubbeltrang;7
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Partiliste;244
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Steffen W. Frølund;22
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Kim Bjørnstrup;6
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Lars Høyer Holmqvist;15
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Steffen Sjørslev;1
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Marianne Porsborg;4
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Robert Mørck;1
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Kira Danholm;7
Helsingørkredsen;3. Laden, Gl. Vapnagård;I;Liberal Alliance;Josephine Svane;4
Helsingørkredsen;3. Laden, Gl. Vapnagård;K;KD - Kristendemokraterne;Partiliste;8
Helsingørkredsen;3. Laden, Gl. Vapnagård;K;KD - Kristendemokraterne;Henrik Forsberg;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;K;KD - Kristendemokraterne;Stig Grenov;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;K;KD - Kristendemokraterne;Britta Kristensen;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;K;KD - Kristendemokraterne;Kurt Pedersen;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;K;KD - Kristendemokraterne;Eva Skade Rasmussen;1
Helsingørkredsen;3. Laden, Gl. Vapnagård;M;Moderaterne;Partiliste;295
Helsingørkredsen;3. Laden, Gl. Vapnagård;M;Moderaterne;Jakob Engel-Schmidt;31
Helsingørkredsen;3. Laden, Gl. Vapnagård;M;Moderaterne;Carina Bloch Simonsen;30
Helsingørkredsen;3. Laden, Gl. Vapnagård;M;Moderaterne;Erick Thürmer;6
Helsingørkredsen;3. Laden, Gl. Vapnagård;M;Moderaterne;Kim Rasmussen;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;M;Moderaterne;Kim Mejnert Frydensbjerg;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;M;Moderaterne;Ulf Helgstrand;2
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Partiliste;90
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Gert Løfgren;11
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Christian Sødergren;10
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Pia Adelsteen;8
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Brian Lyck Jørgensen;3
Helsingørkredsen;3. Laden, Gl. Vapnagård;O;Dansk Folkeparti;Birgitte Milling;4
Helsingørkredsen;3. Laden, Gl. Vapnagård;Q;Frie Grønne;Partiliste;136
Helsingørkredsen;3. Laden, Gl. Vapnagård;Q;Frie Grønne;Lars Oskan-Henriksen;25
Helsingørkredsen;3. Laden, Gl. Vapnagård;Q;Frie Grønne;Clara Rebecca Svarc;28
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Partiliste;187
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Mette Lene Jensen;39
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Hans Andersen;13
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Jørgen Eirfeldt;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Thomas Elong;6
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Marianne Lynghøj;10
Helsingørkredsen;3. Laden, Gl. Vapnagård;V;Venstre, Danmarks Liberale Parti;Sophie Løhde;78
Helsingørkredsen;3. Laden, Gl. Vapnagård;Æ;Danmarksdemokraterne;Partiliste;144
Helsingørkredsen;3. Laden, Gl. Vapnagård;Æ;Danmarksdemokraterne;Marlene Harpsøe;53
Helsingørkredsen;3. Laden, Gl. Vapnagård;Æ;Danmarksdemokraterne;Lars Bregnbak;6
Helsingørkredsen;3. Laden, Gl. Vapnagård;Æ;Danmarksdemokraterne;Lars Ole Skovgaard Larsen;0
Helsingørkredsen;3. Laden, Gl. Vapnagård;Ø;Enhedslisten - De Rød-Grønne;Partiliste;192
Helsingørkredsen;3. Laden, Gl. Vapnagård;Ø;Enhedslisten - De Rød-Grønne;Christoffer Emil Jexen;18
