Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Noah Sturis;19
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Annika Martins;1
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Lars Corvinius Olesen;3
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Jan Schumann;0
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Kim Hjerrild;10
Østerbrokredsen;1. 1. Østerbro;Å;Alternativet;Carsten Olesen;0
Østerbrokredsen;1. 1. Østerbro;(Uden for parti);(Uden for parti);Flemming Blicher;12
Østerbrokredsen;1. 1. Østerbro;(Uden for parti);(Uden for parti);Tom Gillesberg;2
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Partiliste;518
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Pernille Rosenkrantz-Theil;95
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Yildiz Akdogan;36
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Ida Auken;94
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Halima El Abassi;6
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Jarl Feyling;2
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Peter Hummelgaard;46
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Lone Larsen;2
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Jørgen Mørup Pedersen;0
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Nikoline Prehn;12
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Lars Aslan Rasmussen;15
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Mette Reissmann;49
Østerbrokredsen;2. 1. Nord;A;Socialdemokratiet;Lars Werge;3
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Partiliste;195
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Marie Kampmann;16
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Samira Nawa;63
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Ruben Kidde;19
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Klaus Bondam;18
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Clara Halvorsen;11
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Thomas Rohden;38
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Jes Vissing Tiedemann;5
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Emilie Normann;4
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Carolina Magdalene Maier;13
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Michael Rachlin;6
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Peter Zinckernagel;2
Østerbrokredsen;2. 1. Nord;B;Radikale Venstre;Anders Højsted;0
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Partiliste;213
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Helle Bonnesen;86
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Katarina Ammitzbøll;32
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Allan Beier;2
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Nikolaj Bøgh;16
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Rico Djernis;3
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Helle Jønch;1
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Anders Havelund Krøyer;4
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Nicola Emily Larsen;4
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Laura Lindahl;14
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Martin Wood Pedersen;1
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Peter Stakemann;2
Østerbrokredsen;2. 1. Nord;C;Det Konservative Folkeparti;Casper Øhlers;4
Østerbrokredsen;2. 1. Nord;D;Nye Borgerlige;Partiliste;60
Østerbrokredsen;2. 1. Nord;D;Nye Borgerlige;Niels Peder Ravn;10
Østerbrokredsen;2. 1. Nord;D;Nye Borgerlige;Henrik Ræder Clausen;1
Østerbrokredsen;2. 1. Nord;D;Nye Borgerlige;Daniel Pinderup;4
Østerbrokredsen;2. 1. Nord;D;Nye Borgerlige;Ketil Wathne Rasmussen;1
Østerbrokredsen;2. 1. Nord;D;Nye Borgerlige;Denise Rostgaard;5
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Partiliste;210
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Pia Olsen Dyhr;213
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Lisbeth Bech-Nielsen;26
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Carl Valentin;27
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Halime Oguz;8
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Balder Mørk Andersen;5
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Andreas Bæk;4
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Melissa Skovgaard Jensen;3
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Line Petersen;2
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Klaus Mygind;3
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Peder Holk Svendsen;5
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Sadek Al-Amood;4
Østerbrokredsen;2. 1. Nord;F;SF - Socialistisk Folkeparti;Cecilie Louise Balbay Holdt;10
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Partiliste;414
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Ole Birk Olesen;81
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Charlotte Nellemann;7
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Alexander Ryle;24
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Hira Nadeem;9
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Martin Sibast Laugesen;9
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Joanne Bywater;1
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Per Nørgaard Andersen;2
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Claus Willén;1
Østerbrokredsen;2. 1. Nord;I;Liberal Alliance;Christian Riegels Hjorth;4
Østerbrokredsen;2. 1. Nord;K;KD - Kristendemokraterne;Partiliste;10
Østerbrokredsen;2. 1. Nord;K;KD - Kristendemokraterne;Jesper Housgaard;0
Østerbrokredsen;2. 1. Nord;K;KD - Kristendemokraterne;Jacob Bang;1
Østerbrokredsen;2. 1. Nord;K;KD - Kristendemokraterne;Tina Mørk;1
Østerbrokredsen;2. 1. Nord;K;KD - Kristendemokraterne;Nanna Bock;1
Østerbrokredsen;2. 1. Nord;K;KD - Kristendemokraterne;Gunnar Bjørn Thomsen;1
Østerbrokredsen;2. 1. Nord;M;Moderaterne;Partiliste;486
Østerbrokredsen;2. 1. Nord;M;Moderaterne;Jon Stephensen;31
Østerbrokredsen;2. 1. Nord;M;Moderaterne;Lean Milo;17
Østerbrokredsen;2. 1. Nord;M;Moderaterne;Nanna W. Gotfredsen;30
Østerbrokredsen;2. 1. Nord;M;Moderaterne;Louise Davidsen;10
Østerbrokredsen;2. 1. Nord;M;Moderaterne;Marina Andersen;6
Østerbrokredsen;2. 1. Nord;M;Moderaterne;Johan Kahl;5
Østerbrokredsen;2. 1. Nord;M;Moderaterne;Lars Philipsen Prahm;10
Østerbrokredsen;2. 1. Nord;M;Moderaterne;Jørgen Kjøller;2
Østerbrokredsen;2. 1. Nord;M;Moderaterne;Ellen Emilie;28
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Partiliste;72
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Kenneth Kristensen Berth;6
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Brian Bruun;0
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Paw Karslund;0
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Helene Brix;0
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;Jannie Bøgh;1
Østerbrokredsen;2. 1. Nord;O;Dansk Folkeparti;John Bo Hansen;1
Østerbrokredsen;2. 1. Nord;Q;Frie Grønne;Partiliste;15
Østerbrokredsen;2. 1. Nord;Q;Frie Grønne;Elise Bjerkrheim;1
Østerbrokredsen;2. 1. Nord;Q;Frie Grønne;Sikandar Siddique;19
Østerbrokredsen;2. 1. Nord;Q;Frie Grønne;Rajesh Holmen;0
Østerbrokredsen;2. 1. Nord;Q;Frie Grønne;Rashid Ali;0
Østerbrokredsen;2. 1. Nord;Q;Frie Grønne;Sazan Garmiyani;5
Østerbrokredsen;2. 1. Nord;Q;Frie Grønne;Daniel Tomicic;1
Østerbrokredsen;2. 1. Nord;Q;Frie Grønne;Elena Bjerregaard Ryan;1
Østerbrokredsen;2. 1. Nord;Q;Frie Grønne;Iben Kirstine Parmann;0
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Partiliste;382
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Linea Søgaard-Lidell;98
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;René Bredal;2
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Claus Buch;2
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Anders Fausbøll;10
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Martin Geertsen;24
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Jan E. Jørgensen;64
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Michael Lange;3
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Anne Rasmussen;8
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Bo Sandroos;1
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Alexandra Sasha;47
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Sven Aage Schlosrich;0
Østerbrokredsen;2. 1. Nord;V;Venstre, Danmarks Liberale Parti;Søren Sørensen;1
Østerbrokredsen;2. 1. Nord;Æ;Danmarksdemokraterne;Partiliste;76
Østerbrokredsen;2. 1. Nord;Æ;Danmarksdemokraterne;Claus Gisselmann;1
Østerbrokredsen;2. 1. Nord;Æ;Danmarksdemokraterne;Therese Skaarup;8
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Partiliste;234
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;David Rønne;1
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Pelle Dragsted;127
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Rosa Lund;70
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Jette Gottlieb;7
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Leila Stockmarr;12
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Ibrahim Benli;5
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Louis Jacobsen;3
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Anna Berg;3
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Clara Turms;16
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Emil Samaras;2
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Mette Bloch Hansen;1
Østerbrokredsen;2. 1. Nord;Ø;Enhedslisten - De Rød-Grønne;Dorthe Hecht;1
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Partiliste;171
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Franciska Rosenkilde;152
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Troels Chr. Jakobsen;2
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Christina Olumeko;22
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Jonathan Ries;6
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Birgitte Kehler Holst;3
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Jan Kristoffersen;2
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Mette Bram;7
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Noah Sturis;8
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Annika Martins;0
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Lars Corvinius Olesen;2
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Jan Schumann;0
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Kim Hjerrild;3
Østerbrokredsen;2. 1. Nord;Å;Alternativet;Carsten Olesen;2
Østerbrokredsen;2. 1. Nord;(Uden for parti);(Uden for parti);Flemming Blicher;5
Østerbrokredsen;2. 1. Nord;(Uden for parti);(Uden for parti);Tom Gillesberg;1
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Partiliste;906
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Pernille Rosenkrantz-Theil;158
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Yildiz Akdogan;74
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Ida Auken;259
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Halima El Abassi;6
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Jarl Feyling;5
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Peter Hummelgaard;96
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Lone Larsen;3
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Jørgen Mørup Pedersen;3
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Nikoline Prehn;20
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Lars Aslan Rasmussen;35
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Mette Reissmann;53
Østerbrokredsen;3. 1. Syd;A;Socialdemokratiet;Lars Werge;4
Østerbrokredsen;3. 1. Syd;B;Radikale Venstre;Partiliste;448
