Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Frederikshavnkredsen;1. Skagen;Q;Frie Grønne;Susanne Zimmer;0
Frederikshavnkredsen;1. Skagen;Q;Frie Grønne;Esra Ocak;2
Frederikshavnkredsen;1. Skagen;Q;Frie Grønne;Ayan Farah;0
Frederikshavnkredsen;1. Skagen;V;Venstre, Danmarks Liberale Parti;Partiliste;183
Frederikshavnkredsen;1. Skagen;V;Venstre, Danmarks Liberale Parti;Mette Hardam;92
Frederikshavnkredsen;1. Skagen;V;Venstre, Danmarks Liberale Parti;Marie Bjerre;41
Frederikshavnkredsen;1. Skagen;V;Venstre, Danmarks Liberale Parti;Henrik Buchhave;8
Frederikshavnkredsen;1. Skagen;V;Venstre, Danmarks Liberale Parti;Preben Bang Henriksen;106
Frederikshavnkredsen;1. Skagen;V;Venstre, Danmarks Liberale Parti;Anita Vivi Lilholt;0
Frederikshavnkredsen;1. Skagen;V;Venstre, Danmarks Liberale Parti;Torsten Schack Pedersen;10
Frederikshavnkredsen;1. Skagen;V;Venstre, Danmarks Liberale Parti;Phillip Sperling;2
Frederikshavnkredsen;1. Skagen;V;Venstre, Danmarks Liberale Parti;Maja Torp;13
Frederikshavnkredsen;1. Skagen;V;Venstre, Danmarks Liberale Parti;Anne Honoré Østergaard;31
Frederikshavnkredsen;1. Skagen;Æ;Danmarksdemokraterne;Partiliste;177
Frederikshavnkredsen;1. Skagen;Æ;Danmarksdemokraterne;Kristian Bøgsted;15
Frederikshavnkredsen;1. Skagen;Æ;Danmarksdemokraterne;Inger Støjberg;665
Frederikshavnkredsen;1. Skagen;Æ;Danmarksdemokraterne;Peter Lindholt;3
Frederikshavnkredsen;1. Skagen;Æ;Danmarksdemokraterne;Lise Bech;2
Frederikshavnkredsen;1. Skagen;Ø;Enhedslisten - De Rød-Grønne;Partiliste;39
Frederikshavnkredsen;1. Skagen;Ø;Enhedslisten - De Rød-Grønne;Pia Thorsen;8
Frederikshavnkredsen;1. Skagen;Ø;Enhedslisten - De Rød-Grønne;Peder Hvelplund;23
Frederikshavnkredsen;1. Skagen;Ø;Enhedslisten - De Rød-Grønne;Astrid Vang Hansen;2
Frederikshavnkredsen;1. Skagen;Ø;Enhedslisten - De Rød-Grønne;Susanne Flydtkjær;1
Frederikshavnkredsen;1. Skagen;Ø;Enhedslisten - De Rød-Grønne;Runa Friis Hansen;6
Frederikshavnkredsen;1. Skagen;Ø;Enhedslisten - De Rød-Grønne;Berit Raldin;0
Frederikshavnkredsen;1. Skagen;Ø;Enhedslisten - De Rød-Grønne;Malene Ingwersen;0
Frederikshavnkredsen;1. Skagen;Ø;Enhedslisten - De Rød-Grønne;Stine Ry Andersen;0
Frederikshavnkredsen;1. Skagen;Ø;Enhedslisten - De Rød-Grønne;Janne Toft-Lind;0
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Partiliste;28
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Joachim Plaetner Kjeldsen;3
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Anette Jensen Smith;3
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Mikkel Larsson;3
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Mark Andrew Jewkes;2
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Theresa Scavenius;3
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Nicklas Gjedsig;0
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Liselotte Jakobe Lundgaard;0
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Jef Seistrup;0
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Gustav Sieg Sørensen;0
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Jens Harder;0
Frederikshavnkredsen;1. Skagen;Å;Alternativet;Clara Wolf;0
Frederikshavnkredsen;1. Skagen;(Uden for parti);(Uden for parti);Jette Møller;1
Frederikshavnkredsen;2. Ålbæk;A;Socialdemokratiet;Partiliste;79
Frederikshavnkredsen;2. Ålbæk;A;Socialdemokratiet;Bjarne Laustsen;115
Frederikshavnkredsen;2. Ålbæk;A;Socialdemokratiet;Mette Frederiksen;211
Frederikshavnkredsen;2. Ålbæk;A;Socialdemokratiet;Ane Halsboe-Jørgensen;8
Frederikshavnkredsen;2. Ålbæk;A;Socialdemokratiet;Per Husted;2
Frederikshavnkredsen;2. Ålbæk;A;Socialdemokratiet;Morten Klessen;0
Frederikshavnkredsen;2. Ålbæk;A;Socialdemokratiet;Simon Kollerup;4
Frederikshavnkredsen;2. Ålbæk;A;Socialdemokratiet;Flemming Møller Mortensen;4
Frederikshavnkredsen;2. Ålbæk;A;Socialdemokratiet;Rasmus Prehn;3
Frederikshavnkredsen;2. Ålbæk;A;Socialdemokratiet;Morten Ryom;5
Frederikshavnkredsen;2. Ålbæk;B;Radikale Venstre;Partiliste;5
Frederikshavnkredsen;2. Ålbæk;B;Radikale Venstre;Dorthe Kerschus;0
Frederikshavnkredsen;2. Ålbæk;B;Radikale Venstre;Daniel Nyboe Andersen;0
Frederikshavnkredsen;2. Ålbæk;B;Radikale Venstre;Bjarne Axelsen;0
Frederikshavnkredsen;2. Ålbæk;B;Radikale Venstre;Christian Friis Bach;5
Frederikshavnkredsen;2. Ålbæk;B;Radikale Venstre;Charlotte Amdi Burgess;0
Frederikshavnkredsen;2. Ålbæk;B;Radikale Venstre;Pia Elberg;0
Frederikshavnkredsen;2. Ålbæk;B;Radikale Venstre;Steffen Holme Helledie;0
Frederikshavnkredsen;2. Ålbæk;B;Radikale Venstre;Julius Bjørn Honoré;0
Frederikshavnkredsen;2. Ålbæk;C;Det Konservative Folkeparti;Partiliste;16
Frederikshavnkredsen;2. Ålbæk;C;Det Konservative Folkeparti;Per Larsen;19
Frederikshavnkredsen;2. Ålbæk;C;Det Konservative Folkeparti;Lene Burchardt;3
Frederikshavnkredsen;2. Ålbæk;C;Det Konservative Folkeparti;Mikkel Højsleth;1
Frederikshavnkredsen;2. Ålbæk;C;Det Konservative Folkeparti;Lene Brix Kjelgaard Jensen;1
Frederikshavnkredsen;2. Ålbæk;C;Det Konservative Folkeparti;Mette Jensen;2
Frederikshavnkredsen;2. Ålbæk;C;Det Konservative Folkeparti;Jens-Henrik Kirk;0
Frederikshavnkredsen;2. Ålbæk;C;Det Konservative Folkeparti;Alexander Klitgaard;2
Frederikshavnkredsen;2. Ålbæk;C;Det Konservative Folkeparti;Jakob Axel Nielsen;6
Frederikshavnkredsen;2. Ålbæk;C;Det Konservative Folkeparti;Karsten Skov Petersen;0
Frederikshavnkredsen;2. Ålbæk;C;Det Konservative Folkeparti;Mia Tang;1
Frederikshavnkredsen;2. Ålbæk;D;Nye Borgerlige;Partiliste;32
Frederikshavnkredsen;2. Ålbæk;D;Nye Borgerlige;Kim Edberg Andersen;33
Frederikshavnkredsen;2. Ålbæk;D;Nye Borgerlige;John Bjerg;2
Frederikshavnkredsen;2. Ålbæk;D;Nye Borgerlige;Brian Nielsen;1
Frederikshavnkredsen;2. Ålbæk;D;Nye Borgerlige;Sysser Nørholm;4
Frederikshavnkredsen;2. Ålbæk;D;Nye Borgerlige;Lars Rem;1
Frederikshavnkredsen;2. Ålbæk;F;SF - Socialistisk Folkeparti;Partiliste;24
Frederikshavnkredsen;2. Ålbæk;F;SF - Socialistisk Folkeparti;Theresa Berg Andersen;7
Frederikshavnkredsen;2. Ålbæk;F;SF - Socialistisk Folkeparti;Melina Andersen;1
Frederikshavnkredsen;2. Ålbæk;F;SF - Socialistisk Folkeparti;Benjamin Jørgensen;5
Frederikshavnkredsen;2. Ålbæk;F;SF - Socialistisk Folkeparti;Thorkil Olesen;0
Frederikshavnkredsen;2. Ålbæk;F;SF - Socialistisk Folkeparti;Thomas Kjeldsen;0
Frederikshavnkredsen;2. Ålbæk;F;SF - Socialistisk Folkeparti;Dorte M. Nielsen;0
Frederikshavnkredsen;2. Ålbæk;F;SF - Socialistisk Folkeparti;Lasse Hjorthøj Jensen;0
Frederikshavnkredsen;2. Ålbæk;F;SF - Socialistisk Folkeparti;Henning Jørgensen;0
Frederikshavnkredsen;2. Ålbæk;F;SF - Socialistisk Folkeparti;Peder Larsen;1
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;Partiliste;30
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;Sólbjørg Jakobsen;9
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;HP Beck;1
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;Bo Ritterbusch;0
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;Kenneth Skatka Hammer;0
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;Michel Thrysøe;0
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;Hans-Henning Terp-Hansen;0
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;Jonas Jensen;0
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;Victor Horsted;0
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;Ronny Van Tieu;0
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;Martin Bech;0
Frederikshavnkredsen;2. Ålbæk;I;Liberal Alliance;Agnethe Benedikt Mørch;0
Frederikshavnkredsen;2. Ålbæk;K;KD - Kristendemokraterne;Partiliste;0
Frederikshavnkredsen;2. Ålbæk;K;KD - Kristendemokraterne;Jørgen Bjerregaard;0
Frederikshavnkredsen;2. Ålbæk;K;KD - Kristendemokraterne;Karlo Brondbjerg;1
Frederikshavnkredsen;2. Ålbæk;K;KD - Kristendemokraterne;Britta Eckhardt;0
Frederikshavnkredsen;2. Ålbæk;K;KD - Kristendemokraterne;Anne-Marie Jørgensen;0
Frederikshavnkredsen;2. Ålbæk;K;KD - Kristendemokraterne;Peter Scheining;0
Frederikshavnkredsen;2. Ålbæk;M;Moderaterne;Partiliste;75
Frederikshavnkredsen;2. Ålbæk;M;Moderaterne;Kristian Klarskov;11
Frederikshavnkredsen;2. Ålbæk;M;Moderaterne;Mohammad Rona;1
Frederikshavnkredsen;2. Ålbæk;M;Moderaterne;Dina Mofidi;3
Frederikshavnkredsen;2. Ålbæk;M;Moderaterne;Rikke Pedersen;3
Frederikshavnkredsen;2. Ålbæk;O;Dansk Folkeparti;Partiliste;35
Frederikshavnkredsen;2. Ålbæk;O;Dansk Folkeparti;Nana Harring;5
Frederikshavnkredsen;2. Ålbæk;O;Dansk Folkeparti;Christian Langballe;1
Frederikshavnkredsen;2. Ålbæk;O;Dansk Folkeparti;Per Michael Hauritz;0
Frederikshavnkredsen;2. Ålbæk;O;Dansk Folkeparti;Kasper Sørmer-Sørensen;0
Frederikshavnkredsen;2. Ålbæk;O;Dansk Folkeparti;Carsten Ullmann Andersen;0
Frederikshavnkredsen;2. Ålbæk;Q;Frie Grønne;Partiliste;1
Frederikshavnkredsen;2. Ålbæk;Q;Frie Grønne;Susanne Zimmer;0
Frederikshavnkredsen;2. Ålbæk;Q;Frie Grønne;Esra Ocak;1
Frederikshavnkredsen;2. Ålbæk;Q;Frie Grønne;Ayan Farah;0
Frederikshavnkredsen;2. Ålbæk;V;Venstre, Danmarks Liberale Parti;Partiliste;54
Frederikshavnkredsen;2. Ålbæk;V;Venstre, Danmarks Liberale Parti;Mette Hardam;33
Frederikshavnkredsen;2. Ålbæk;V;Venstre, Danmarks Liberale Parti;Marie Bjerre;12
Frederikshavnkredsen;2. Ålbæk;V;Venstre, Danmarks Liberale Parti;Henrik Buchhave;2
Frederikshavnkredsen;2. Ålbæk;V;Venstre, Danmarks Liberale Parti;Preben Bang Henriksen;38
Frederikshavnkredsen;2. Ålbæk;V;Venstre, Danmarks Liberale Parti;Anita Vivi Lilholt;0
Frederikshavnkredsen;2. Ålbæk;V;Venstre, Danmarks Liberale Parti;Torsten Schack Pedersen;3
Frederikshavnkredsen;2. Ålbæk;V;Venstre, Danmarks Liberale Parti;Phillip Sperling;0
Frederikshavnkredsen;2. Ålbæk;V;Venstre, Danmarks Liberale Parti;Maja Torp;8
Frederikshavnkredsen;2. Ålbæk;V;Venstre, Danmarks Liberale Parti;Anne Honoré Østergaard;13
Frederikshavnkredsen;2. Ålbæk;Æ;Danmarksdemokraterne;Partiliste;65
Frederikshavnkredsen;2. Ålbæk;Æ;Danmarksdemokraterne;Kristian Bøgsted;9
Frederikshavnkredsen;2. Ålbæk;Æ;Danmarksdemokraterne;Inger Støjberg;233
Frederikshavnkredsen;2. Ålbæk;Æ;Danmarksdemokraterne;Peter Lindholt;2
Frederikshavnkredsen;2. Ålbæk;Æ;Danmarksdemokraterne;Lise Bech;1
Frederikshavnkredsen;2. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Partiliste;17
Frederikshavnkredsen;2. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Pia Thorsen;0
Frederikshavnkredsen;2. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Peder Hvelplund;8
Frederikshavnkredsen;2. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Astrid Vang Hansen;1
Frederikshavnkredsen;2. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Susanne Flydtkjær;0
Frederikshavnkredsen;2. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Runa Friis Hansen;3
Frederikshavnkredsen;2. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Berit Raldin;0
Frederikshavnkredsen;2. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Malene Ingwersen;0
Frederikshavnkredsen;2. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Stine Ry Andersen;0
Frederikshavnkredsen;2. Ålbæk;Ø;Enhedslisten - De Rød-Grønne;Janne Toft-Lind;0
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Partiliste;7
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Joachim Plaetner Kjeldsen;1
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Anette Jensen Smith;0
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Mikkel Larsson;1
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Mark Andrew Jewkes;3
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Theresa Scavenius;2
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Nicklas Gjedsig;0
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Liselotte Jakobe Lundgaard;0
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Jef Seistrup;0
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Gustav Sieg Sørensen;0
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Jens Harder;0
Frederikshavnkredsen;2. Ålbæk;Å;Alternativet;Clara Wolf;0
Frederikshavnkredsen;2. Ålbæk;(Uden for parti);(Uden for parti);Jette Møller;0
Frederikshavnkredsen;3. Jerup;A;Socialdemokratiet;Partiliste;54
Frederikshavnkredsen;3. Jerup;A;Socialdemokratiet;Bjarne Laustsen;78
Frederikshavnkredsen;3. Jerup;A;Socialdemokratiet;Mette Frederiksen;91
Frederikshavnkredsen;3. Jerup;A;Socialdemokratiet;Ane Halsboe-Jørgensen;3
Frederikshavnkredsen;3. Jerup;A;Socialdemokratiet;Per Husted;0
Frederikshavnkredsen;3. Jerup;A;Socialdemokratiet;Morten Klessen;0
Frederikshavnkredsen;3. Jerup;A;Socialdemokratiet;Simon Kollerup;3
Frederikshavnkredsen;3. Jerup;A;Socialdemokratiet;Flemming Møller Mortensen;0
Frederikshavnkredsen;3. Jerup;A;Socialdemokratiet;Rasmus Prehn;3
Frederikshavnkredsen;3. Jerup;A;Socialdemokratiet;Morten Ryom;0
Frederikshavnkredsen;3. Jerup;B;Radikale Venstre;Partiliste;3
Frederikshavnkredsen;3. Jerup;B;Radikale Venstre;Dorthe Kerschus;0
Frederikshavnkredsen;3. Jerup;B;Radikale Venstre;Daniel Nyboe Andersen;0
Frederikshavnkredsen;3. Jerup;B;Radikale Venstre;Bjarne Axelsen;0
Frederikshavnkredsen;3. Jerup;B;Radikale Venstre;Christian Friis Bach;2
Frederikshavnkredsen;3. Jerup;B;Radikale Venstre;Charlotte Amdi Burgess;0
Frederikshavnkredsen;3. Jerup;B;Radikale Venstre;Pia Elberg;0
Frederikshavnkredsen;3. Jerup;B;Radikale Venstre;Steffen Holme Helledie;1
Frederikshavnkredsen;3. Jerup;B;Radikale Venstre;Julius Bjørn Honoré;0
Frederikshavnkredsen;3. Jerup;C;Det Konservative Folkeparti;Partiliste;10
Frederikshavnkredsen;3. Jerup;C;Det Konservative Folkeparti;Per Larsen;3
Frederikshavnkredsen;3. Jerup;C;Det Konservative Folkeparti;Lene Burchardt;0
Frederikshavnkredsen;3. Jerup;C;Det Konservative Folkeparti;Mikkel Højsleth;0
Frederikshavnkredsen;3. Jerup;C;Det Konservative Folkeparti;Lene Brix Kjelgaard Jensen;0
Frederikshavnkredsen;3. Jerup;C;Det Konservative Folkeparti;Mette Jensen;2
Frederikshavnkredsen;3. Jerup;C;Det Konservative Folkeparti;Jens-Henrik Kirk;0
Frederikshavnkredsen;3. Jerup;C;Det Konservative Folkeparti;Alexander Klitgaard;0
Frederikshavnkredsen;3. Jerup;C;Det Konservative Folkeparti;Jakob Axel Nielsen;1
Frederikshavnkredsen;3. Jerup;C;Det Konservative Folkeparti;Karsten Skov Petersen;0
Frederikshavnkredsen;3. Jerup;C;Det Konservative Folkeparti;Mia Tang;0
Frederikshavnkredsen;3. Jerup;D;Nye Borgerlige;Partiliste;24
Frederikshavnkredsen;3. Jerup;D;Nye Borgerlige;Kim Edberg Andersen;21
Frederikshavnkredsen;3. Jerup;D;Nye Borgerlige;John Bjerg;0
Frederikshavnkredsen;3. Jerup;D;Nye Borgerlige;Brian Nielsen;0
Frederikshavnkredsen;3. Jerup;D;Nye Borgerlige;Sysser Nørholm;1
Frederikshavnkredsen;3. Jerup;D;Nye Borgerlige;Lars Rem;0
Frederikshavnkredsen;3. Jerup;F;SF - Socialistisk Folkeparti;Partiliste;24
Frederikshavnkredsen;3. Jerup;F;SF - Socialistisk Folkeparti;Theresa Berg Andersen;4
Frederikshavnkredsen;3. Jerup;F;SF - Socialistisk Folkeparti;Melina Andersen;1
Frederikshavnkredsen;3. Jerup;F;SF - Socialistisk Folkeparti;Benjamin Jørgensen;1
Frederikshavnkredsen;3. Jerup;F;SF - Socialistisk Folkeparti;Thorkil Olesen;0
Frederikshavnkredsen;3. Jerup;F;SF - Socialistisk Folkeparti;Thomas Kjeldsen;0
Frederikshavnkredsen;3. Jerup;F;SF - Socialistisk Folkeparti;Dorte M. Nielsen;0
Frederikshavnkredsen;3. Jerup;F;SF - Socialistisk Folkeparti;Lasse Hjorthøj Jensen;0
Frederikshavnkredsen;3. Jerup;F;SF - Socialistisk Folkeparti;Henning Jørgensen;0
Frederikshavnkredsen;3. Jerup;F;SF - Socialistisk Folkeparti;Peder Larsen;1
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;Partiliste;23
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;Sólbjørg Jakobsen;10
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;HP Beck;0
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;Bo Ritterbusch;0
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;Kenneth Skatka Hammer;0
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;Michel Thrysøe;0
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;Hans-Henning Terp-Hansen;0
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;Jonas Jensen;0
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;Victor Horsted;0
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;Ronny Van Tieu;0
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;Martin Bech;0
Frederikshavnkredsen;3. Jerup;I;Liberal Alliance;Agnethe Benedikt Mørch;0
Frederikshavnkredsen;3. Jerup;K;KD - Kristendemokraterne;Partiliste;1
Frederikshavnkredsen;3. Jerup;K;KD - Kristendemokraterne;Jørgen Bjerregaard;0
Frederikshavnkredsen;3. Jerup;K;KD - Kristendemokraterne;Karlo Brondbjerg;1
Frederikshavnkredsen;3. Jerup;K;KD - Kristendemokraterne;Britta Eckhardt;0
Frederikshavnkredsen;3. Jerup;K;KD - Kristendemokraterne;Anne-Marie Jørgensen;0
Frederikshavnkredsen;3. Jerup;K;KD - Kristendemokraterne;Peter Scheining;0
Frederikshavnkredsen;3. Jerup;M;Moderaterne;Partiliste;27
Frederikshavnkredsen;3. Jerup;M;Moderaterne;Kristian Klarskov;3
Frederikshavnkredsen;3. Jerup;M;Moderaterne;Mohammad Rona;1
Frederikshavnkredsen;3. Jerup;M;Moderaterne;Dina Mofidi;1
Frederikshavnkredsen;3. Jerup;M;Moderaterne;Rikke Pedersen;2
Frederikshavnkredsen;3. Jerup;O;Dansk Folkeparti;Partiliste;17
