Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
Aarhus Sydkredsen;1. Frederiksbjerghallerne;F;SF - Socialistisk Folkeparti;Anna Brændemose;108
Aarhus Sydkredsen;1. Frederiksbjerghallerne;F;SF - Socialistisk Folkeparti;Morten Siig Henriksen;24
Aarhus Sydkredsen;1. Frederiksbjerghallerne;F;SF - Socialistisk Folkeparti;Charlotte Vindeløv;14
Aarhus Sydkredsen;1. Frederiksbjerghallerne;F;SF - Socialistisk Folkeparti;Søren Lahn Sloth;7
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Partiliste;234
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Alex Vanopslagh;1227
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Jens Meilvang;6
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Louise Brown;19
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Morten Kolbe Thomsen;2
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Lisa Perkins;2
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Nicolai Wang;5
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Ditte Wedege;1
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Line Brændgaard;3
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Steffen Georg Jespersen;0
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Kurt Vind Christiansen;3
Aarhus Sydkredsen;1. Frederiksbjerghallerne;I;Liberal Alliance;Michael Valentin Ilsø;0
Aarhus Sydkredsen;1. Frederiksbjerghallerne;K;KD - Kristendemokraterne;Partiliste;22
Aarhus Sydkredsen;1. Frederiksbjerghallerne;K;KD - Kristendemokraterne;Henrik Hjortshøj;2
Aarhus Sydkredsen;1. Frederiksbjerghallerne;K;KD - Kristendemokraterne;Rolf Bjerre;0
Aarhus Sydkredsen;1. Frederiksbjerghallerne;K;KD - Kristendemokraterne;Birgit Jakobsen;2
Aarhus Sydkredsen;1. Frederiksbjerghallerne;K;KD - Kristendemokraterne;Kristian Søndergaard Larsen;2
Aarhus Sydkredsen;1. Frederiksbjerghallerne;K;KD - Kristendemokraterne;Hanna-Maria Lyng;1
Aarhus Sydkredsen;1. Frederiksbjerghallerne;K;KD - Kristendemokraterne;Nils-Erik Mulvad;0
Aarhus Sydkredsen;1. Frederiksbjerghallerne;K;KD - Kristendemokraterne;Palle Rosenkilde;0
Aarhus Sydkredsen;1. Frederiksbjerghallerne;K;KD - Kristendemokraterne;Henning Østergaard;1
Aarhus Sydkredsen;1. Frederiksbjerghallerne;M;Moderaterne;Partiliste;1058
Aarhus Sydkredsen;1. Frederiksbjerghallerne;M;Moderaterne;Tobias Grotkjær Elmstrøm;102
Aarhus Sydkredsen;1. Frederiksbjerghallerne;M;Moderaterne;Peter Have;10
Aarhus Sydkredsen;1. Frederiksbjerghallerne;M;Moderaterne;Henrik Rejnholt Andersen;14
Aarhus Sydkredsen;1. Frederiksbjerghallerne;M;Moderaterne;Karin Liltorp;132
Aarhus Sydkredsen;1. Frederiksbjerghallerne;O;Dansk Folkeparti;Partiliste;76
Aarhus Sydkredsen;1. Frederiksbjerghallerne;O;Dansk Folkeparti;Laura Guldager;5
Aarhus Sydkredsen;1. Frederiksbjerghallerne;O;Dansk Folkeparti;Anders Vistisen;6
Aarhus Sydkredsen;1. Frederiksbjerghallerne;O;Dansk Folkeparti;Michael Nedersøe;1
Aarhus Sydkredsen;1. Frederiksbjerghallerne;O;Dansk Folkeparti;Daniel Aage Holm;0
Aarhus Sydkredsen;1. Frederiksbjerghallerne;O;Dansk Folkeparti;Nick Zimmermann;2
Aarhus Sydkredsen;1. Frederiksbjerghallerne;O;Dansk Folkeparti;Kim Christiansen;0
Aarhus Sydkredsen;1. Frederiksbjerghallerne;O;Dansk Folkeparti;Danny Rosenkilde;1
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Q;Frie Grønne;Partiliste;26
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Q;Frie Grønne;Niko Grünfeld;2
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Q;Frie Grønne;Mohamed Abdikarim;4
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Q;Frie Grønne;Karina Dammand;3
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Q;Frie Grønne;Sara Hvidbak Grouleff;5
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Q;Frie Grønne;Ali Khatib;6
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Partiliste;601
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Jakob Ellemann-Jensen;596
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Stephan Arnold;4
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Heidi Bank;122
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Michael Aastrup Jensen;16
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Gustav Juul;2
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Jens Kloppenborg-Skrumsager;11
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Louise Louring;43
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Troels Lund Poulsen;16
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Lene Prip-Sørensen;15
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Erik Veje Rasmussen;38
Aarhus Sydkredsen;1. Frederiksbjerghallerne;V;Venstre, Danmarks Liberale Parti;Tina Lund Sørensen;27
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Æ;Danmarksdemokraterne;Partiliste;148
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Æ;Danmarksdemokraterne;Hans Kristian Skibby;15
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Æ;Danmarksdemokraterne;Ulrik Knudsen;10
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Æ;Danmarksdemokraterne;Erik Poulsen;4
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Æ;Danmarksdemokraterne;Linda Englyst;3
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Æ;Danmarksdemokraterne;Lone Glarbo;5
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Ø;Enhedslisten - De Rød-Grønne;Partiliste;596
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Ø;Enhedslisten - De Rød-Grønne;Kristjar Skajaa;31
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Ø;Enhedslisten - De Rød-Grønne;Mai Villadsen;534
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Ø;Enhedslisten - De Rød-Grønne;Anne Hegelund;64
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Ø;Enhedslisten - De Rød-Grønne;Lisbeth Torfing;8
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Ø;Enhedslisten - De Rød-Grønne;Jesper Yde Knudsen;2
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Ø;Enhedslisten - De Rød-Grønne;Anders Pedersen;2
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Ø;Enhedslisten - De Rød-Grønne;Karen Budtz-Jørgensen;9
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Ø;Enhedslisten - De Rød-Grønne;Magnus Fage Gislason;8
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Ø;Enhedslisten - De Rød-Grønne;Lucasia Gregersen;7
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Ø;Enhedslisten - De Rød-Grønne;Rasmus Bøgh Vinther;10
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Partiliste;586
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Torsten Gejl;177
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Nikoline Erbs Hillers-Bendtsen;114
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Mira Issa Bloch;31
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Sarah Roued Thomsen;33
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Line Aaen;15
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Carsten Borup;4
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Helle Wium;29
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Berit Naomi Skjernaa;5
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Vinni Kjærgaard Jørgensen;11
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Mads Damgaard Mortensen;0
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Thomas Due Nielsen;0
Aarhus Sydkredsen;1. Frederiksbjerghallerne;Å;Alternativet;Thor Clasen Jonasen;5
Aarhus Sydkredsen;1. Frederiksbjerghallerne;(Uden for parti);(Uden for parti);Jesper Antonsen;3
Aarhus Sydkredsen;1. Frederiksbjerghallerne;(Uden for parti);(Uden for parti);Chresten H. Ibsen;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Partiliste;589
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Nicolai Wammen;264
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Camilla Fabricius;54
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Dorthe Hindborg;20
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Daniel Toft Jakobsen;15
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Leif Lahn Jensen;12
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Jens Joel;104
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Malte Larsen;3
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Thomas Monberg;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Thyge Risvig;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Iben Sønderup;8
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;A;Socialdemokratiet;Anna Thusgård;57
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;B;Radikale Venstre;Partiliste;218
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;B;Radikale Venstre;Susan Kronborg;16
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;B;Radikale Venstre;Mia Nybo;21
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;B;Radikale Venstre;Katrine Robsøe;83
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;B;Radikale Venstre;Hanne Roed;5
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;B;Radikale Venstre;Andreas Steenberg;29
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;B;Radikale Venstre;Frederik Aagaard Sørensen;19
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;B;Radikale Venstre;Rune Christiansen;19
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;B;Radikale Venstre;Rebecca Marie Johansson;5
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Partiliste;119
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Marcus Knuth;22
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Isabella Arendt;16
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Lotte Friis Böing;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Kristian Damsgaard;2
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Charlotte Green;8
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Frederikke Noa Jung;1
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Mona Juul;30
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Anders Krojgaard Lund;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Klaus Nyengaard;2
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Per Urban Olsen;4
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Heidi Printzen;5
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;C;Det Konservative Folkeparti;Søren Vanting;1
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;D;Nye Borgerlige;Partiliste;28
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;D;Nye Borgerlige;Lars Boje Mathiesen;47
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;D;Nye Borgerlige;Inger-Marie Tryde;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;D;Nye Borgerlige;Jes Halfdan;4
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;D;Nye Borgerlige;Karina Kirk;2
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;D;Nye Borgerlige;Jens K. Lundager;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;D;Nye Borgerlige;Lars Axel Nielsen;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;F;SF - Socialistisk Folkeparti;Partiliste;359
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;F;SF - Socialistisk Folkeparti;Kirsten Normann Andersen;95
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;F;SF - Socialistisk Folkeparti;Charlotte Broman Mølbæk;25
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;F;SF - Socialistisk Folkeparti;Rasmus Nordqvist;21
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;F;SF - Socialistisk Folkeparti;Sofie Lippert;53
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;F;SF - Socialistisk Folkeparti;Anna Brændemose;40
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;F;SF - Socialistisk Folkeparti;Morten Siig Henriksen;13
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;F;SF - Socialistisk Folkeparti;Charlotte Vindeløv;6
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;F;SF - Socialistisk Folkeparti;Søren Lahn Sloth;2
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Partiliste;97
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Alex Vanopslagh;505
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Jens Meilvang;4
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Louise Brown;2
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Morten Kolbe Thomsen;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Lisa Perkins;1
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Nicolai Wang;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Ditte Wedege;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Line Brændgaard;4
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Steffen Georg Jespersen;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Kurt Vind Christiansen;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;I;Liberal Alliance;Michael Valentin Ilsø;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;K;KD - Kristendemokraterne;Partiliste;16
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;K;KD - Kristendemokraterne;Henrik Hjortshøj;4
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;K;KD - Kristendemokraterne;Rolf Bjerre;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;K;KD - Kristendemokraterne;Birgit Jakobsen;3
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;K;KD - Kristendemokraterne;Kristian Søndergaard Larsen;1
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;K;KD - Kristendemokraterne;Hanna-Maria Lyng;1
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;K;KD - Kristendemokraterne;Nils-Erik Mulvad;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;K;KD - Kristendemokraterne;Palle Rosenkilde;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;K;KD - Kristendemokraterne;Henning Østergaard;0
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;M;Moderaterne;Partiliste;379
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;M;Moderaterne;Tobias Grotkjær Elmstrøm;42
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;M;Moderaterne;Peter Have;3
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;M;Moderaterne;Henrik Rejnholt Andersen;3
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;M;Moderaterne;Karin Liltorp;49
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;O;Dansk Folkeparti;Partiliste;52
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;O;Dansk Folkeparti;Laura Guldager;4
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;O;Dansk Folkeparti;Anders Vistisen;6
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;O;Dansk Folkeparti;Michael Nedersøe;2
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;O;Dansk Folkeparti;Daniel Aage Holm;1
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;O;Dansk Folkeparti;Nick Zimmermann;2
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;O;Dansk Folkeparti;Kim Christiansen;1
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;O;Dansk Folkeparti;Danny Rosenkilde;1
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;Q;Frie Grønne;Partiliste;16
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;Q;Frie Grønne;Niko Grünfeld;4
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;Q;Frie Grønne;Mohamed Abdikarim;10
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;Q;Frie Grønne;Karina Dammand;1
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;Q;Frie Grønne;Sara Hvidbak Grouleff;3
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;Q;Frie Grønne;Ali Khatib;1
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;V;Venstre, Danmarks Liberale Parti;Partiliste;244
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;V;Venstre, Danmarks Liberale Parti;Jakob Ellemann-Jensen;188
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;V;Venstre, Danmarks Liberale Parti;Stephan Arnold;4
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;V;Venstre, Danmarks Liberale Parti;Heidi Bank;39
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;V;Venstre, Danmarks Liberale Parti;Michael Aastrup Jensen;6
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;V;Venstre, Danmarks Liberale Parti;Gustav Juul;2
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;V;Venstre, Danmarks Liberale Parti;Jens Kloppenborg-Skrumsager;4
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;V;Venstre, Danmarks Liberale Parti;Louise Louring;28
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;V;Venstre, Danmarks Liberale Parti;Troels Lund Poulsen;4
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;V;Venstre, Danmarks Liberale Parti;Lene Prip-Sørensen;4
Aarhus Sydkredsen;2. Sundh.- & Kulturc. Fr.bjerg/La;V;Venstre, Danmarks Liberale Parti;Erik Veje Rasmussen;12
