parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,24.8,27.7
R,Radikale,8.3,5.1
K,Konservative,6.6,7.3
SF,SF,14.0,9.6
BP,Borgernes Parti,1.8,
LA,Liberal Alliance,6.2,8.1
M,Moderaterne,6.9,10.8
DF,Dansk Folkeparti,11.9,3.7
V,Venstre,3.6,10.3
ALT,Alternativet,2.3,3.0
DD,Danmarksdemokraterne,2.5,3.8
EL,Enhedslisten,11.0,5.4
