parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,27.8,36.0
R,Radikale,1.8,1.0
K,Konservative,3.7,3.8
SF,SF,10.9,6.6
BP,Borgernes Parti,1.9,
LA,Liberal Alliance,5.2,3.7
M,Moderaterne,6.0,6.2
DF,Dansk Folkeparti,10.9,6.4
V,Venstre,18.5,19.1
ALT,Alternativet,2.1,2.7
DD,Danmarksdemokraterne,5.2,6.6
EL,Enhedslisten,6.0,5.3
