id,navn,stemmeseddel_navn,parti,storkreds,opstillingskredse
49903c27-13ef-4f92-95e3-0c986d369796,Simon Hampe Sørensen,Simon Hampe,Dansk Folkeparti,Sjælland,"['Køge', 'Lolland', 'Kalundborg', 'Næstved', 'Vordingborg', 'Faxe', 'Guldborgsund', 'Holbæk', 'Ringsted', 'Greve', 'Slagelse', 'Roskilde']"
7852d970-e5c2-4caa-8f2d-395c39c6cf0d,Jan Hemberg Herskov,Jan Herskov,Dansk Folkeparti,Sjælland,"['Næstved', 'Lolland', 'Faxe', 'Vordingborg', 'Slagelse', 'Greve', 'Holbæk', 'Køge', 'Roskilde', 'Ringsted', 'Kalundborg', 'Guldborgsund']"
844ab4ef-efdb-4daf-9b39-0571bc981968,Julie Jacobsen,Julie Jacobsen,Dansk Folkeparti,Sjælland,"['Ringsted', 'Køge', 'Lolland', 'Næstved', 'Faxe', 'Roskilde', 'Slagelse', 'Greve', 'Guldborgsund', 'Kalundborg', 'Vordingborg', 'Holbæk']"
8a1b42fa-0863-4dfd-9405-f576309825b8,Morten Messerschmidt,Morten Messerschmidt,Dansk Folkeparti,Sjælland,"['Greve', 'Køge', 'Ringsted', 'Faxe', 'Lolland', 'Næstved', 'Holbæk', 'Slagelse', 'Guldborgsund', 'Vordingborg', 'Kalundborg', 'Roskilde']"
a4c7338e-93de-4908-8ea1-4bdeffb4be9f,Søren Lund Hansen,Søren Lund Hansen,Dansk Folkeparti,Sjælland,"['Holbæk', 'Roskilde', 'Køge', 'Kalundborg', 'Næstved', 'Guldborgsund', 'Slagelse', 'Vordingborg', 'Faxe', 'Greve', 'Lolland', 'Ringsted']"
ade9db3c-aa7e-46ef-82c1-191184206e50,Jacob Bentsen,Jacob Bentsen,Dansk Folkeparti,Sjælland,"['Næstved', 'Kalundborg', 'Roskilde', 'Guldborgsund', 'Holbæk', 'Faxe', 'Greve', 'Køge', 'Vordingborg', 'Lolland', 'Slagelse', 'Ringsted']"
cd0b769b-57ff-434a-953a-80f53356aa35,Anders Ladegaard Bork,Anders Bork,Dansk Folkeparti,Sjælland,"['Roskilde', 'Greve', 'Lolland', 'Slagelse', 'Faxe', 'Kalundborg', 'Næstved', 'Holbæk', 'Guldborgsund', 'Vordingborg', 'Køge', 'Ringsted']"
f5da0210-3983-4336-88ce-56546c7208f5,Henrik Urban Brodersen,Henrik Brodersen,Dansk Folkeparti,Sjælland,"['Greve', 'Kalundborg', 'Næstved', 'Køge', 'Faxe', 'Ringsted', 'Roskilde', 'Holbæk', 'Guldborgsund', 'Lolland', 'Slagelse', 'Vordingborg']"
034259b2-3dc4-4f01-9f65-515f3dc52251,Christian Friis Bach,Christian Friis Bach,Venstre,Sjælland,"['Lolland', 'Roskilde', 'Faxe', 'Køge', 'Holbæk', 'Greve', 'Næstved', 'Vordingborg', 'Slagelse', 'Guldborgsund', 'Ringsted', 'Kalundborg']"
310f1561-50cc-424c-9d1e-0a6bbb4d4501,Michael Schjelde,Michael Schjelde,Venstre,Sjælland,"['Næstved', 'Lolland', 'Roskilde', 'Vordingborg', 'Ringsted', 'Greve', 'Holbæk', 'Slagelse', 'Faxe', 'Køge', 'Kalundborg', 'Guldborgsund']"
362f7519-f5d7-4e1e-887a-454518a3544e,Josefine Wichmann Paaske,Josefine Paaske,Venstre,Sjælland,"['Slagelse', 'Næstved', 'Køge', 'Vordingborg', 'Guldborgsund', 'Greve', 'Faxe', 'Ringsted', 'Holbæk', 'Kalundborg', 'Roskilde', 'Lolland']"
4ab12a22-6b61-435f-9a7f-cf71f0e2f442,Iben Kiilerich Krog,Iben Krog,Venstre,Sjælland,"['Næstved', 'Guldborgsund', 'Faxe', 'Roskilde', 'Ringsted', 'Greve', 'Køge', 'Vordingborg', 'Slagelse', 'Holbæk', 'Kalundborg', 'Lolland']"
59cdc7ad-0332-41e5-80cd-f4ca6e9f303d,Thorbern Alexander Pangilinan Klingert,Thorbern Alexander Klingert,Venstre,Sjælland,"['Ringsted', 'Greve', 'Slagelse', 'Lolland', 'Holbæk', 'Guldborgsund', 'Vordingborg', 'Køge', 'Roskilde', 'Næstved', 'Kalundborg', 'Faxe']"
680f5fdc-9866-4718-b3f8-bba4cdacec65,Jacob Stenholm Jensen,Jacob Jensen,Venstre,Sjælland,"['Greve', 'Næstved', 'Vordingborg', 'Faxe', 'Køge', 'Ringsted', 'Lolland', 'Roskilde', 'Guldborgsund', 'Kalundborg', 'Holbæk', 'Slagelse']"
a19188c9-650c-41b6-ad15-1471f51c8c96,Rasmus Hylleberg,Rasmus Hylleberg,Venstre,Sjælland,"['Holbæk', 'Køge', 'Næstved', 'Greve', 'Slagelse', 'Kalundborg', 'Lolland', 'Faxe', 'Ringsted', 'Guldborgsund', 'Roskilde', 'Vordingborg']"
b4c51bf1-351a-42f9-926f-bd674c3f2f4a,Tina Mandrup,Tina Mandrup,Venstre,Sjælland,"['Greve', 'Faxe', 'Vordingborg', 'Roskilde', 'Holbæk', 'Lolland', 'Kalundborg', 'Næstved', 'Ringsted', 'Guldborgsund', 'Slagelse', 'Køge']"
cd9af72e-0c8e-4402-86c7-598b6f14650f,Louise Schack Elholm,Louise Elholm,Venstre,Sjælland,"['Næstved', 'Vordingborg', 'Holbæk', 'Kalundborg', 'Køge', 'Ringsted', 'Roskilde', 'Faxe', 'Greve', 'Slagelse', 'Guldborgsund', 'Lolland']"
ea98e0bc-681a-40e6-9dbc-6d506c0ace61,Marcus Techow Danielsson,Marcus Danielsson,Venstre,Sjælland,"['Lolland', 'Roskilde', 'Greve', 'Ringsted', 'Faxe', 'Guldborgsund', 'Holbæk', 'Vordingborg', 'Slagelse', 'Kalundborg', 'Næstved', 'Køge']"
eb054f0e-6d23-4a47-99d6-46b414d27fed,Morten Dahlin,Morten Dahlin,Venstre,Sjælland,"['Greve', 'Holbæk', 'Næstved', 'Roskilde', 'Guldborgsund', 'Kalundborg', 'Slagelse', 'Vordingborg', 'Ringsted', 'Faxe', 'Lolland', 'Køge']"
efd4a5ef-a40e-46cc-b5df-785e76ad286c,Claus Bakke,Claus Bakke,Venstre,Sjælland,"['Guldborgsund', 'Køge', 'Næstved', 'Kalundborg', 'Ringsted', 'Greve', 'Slagelse', 'Vordingborg', 'Roskilde', 'Lolland', 'Holbæk', 'Faxe']"
02a57d32-2d97-4107-9147-2b8c9197e4ef,Peter Mikkelsen Skaarup,Peter Skaarup,Danmarksdemokraterne,Sjælland,"['Ringsted', 'Slagelse', 'Kalundborg', 'Lolland', 'Vordingborg', 'Greve', 'Holbæk', 'Roskilde', 'Guldborgsund', 'Næstved', 'Faxe', 'Køge']"
22cf3836-2f34-4e74-bbe6-108ebea41ce2,John Brill Engkebølle,John Brill Engkebølle,Danmarksdemokraterne,Sjælland,"['Holbæk', 'Greve', 'Kalundborg', 'Faxe', 'Slagelse', 'Køge', 'Næstved', 'Vordingborg', 'Guldborgsund', 'Roskilde', 'Lolland', 'Ringsted']"
23eb9166-74fd-44fd-9211-171a0a2fa6ad,Martin Rahn Johansen,Martin Rahn Johansen,Danmarksdemokraterne,Sjælland,"['Lolland', 'Vordingborg', 'Roskilde', 'Slagelse', 'Holbæk', 'Næstved', 'Køge', 'Ringsted', 'Guldborgsund', 'Kalundborg', 'Faxe', 'Greve']"
8980fe95-4893-4a4f-9124-4432e2aa7bf3,Benny Damgaard Nielsen,Benny Damgaard,Danmarksdemokraterne,Sjælland,"['Guldborgsund', 'Slagelse', 'Ringsted', 'Roskilde', 'Greve', 'Faxe', 'Køge', 'Holbæk', 'Næstved', 'Vordingborg', 'Lolland', 'Kalundborg']"
9a1fe203-2eb5-4782-b11d-e4540f8a2284,Bob Richard Nielsen,Bob Richard Nielsen,Danmarksdemokraterne,Sjælland,"['Greve', 'Guldborgsund', 'Holbæk', 'Køge', 'Faxe', 'Ringsted', 'Slagelse', 'Roskilde', 'Næstved', 'Kalundborg', 'Lolland', 'Vordingborg']"
9b4a2e38-c897-46b9-871c-329825d39429,Anders Christian Wibholm,Christian Wibholm,Danmarksdemokraterne,Sjælland,"['Lolland', 'Roskilde', 'Vordingborg', 'Kalundborg', 'Ringsted', 'Køge', 'Faxe', 'Næstved', 'Slagelse', 'Guldborgsund', 'Greve', 'Holbæk']"
ac1caffd-ad5e-41c0-8801-d97685aaec43,Michael Gaudio Rosendahl Rosenmark,Michael Rosenmark,Danmarksdemokraterne,Sjælland,"['Guldborgsund', 'Køge', 'Greve', 'Vordingborg', 'Holbæk', 'Kalundborg', 'Ringsted', 'Lolland', 'Næstved', 'Roskilde', 'Slagelse', 'Faxe']"
b05cb409-ed19-4ff1-83e9-d6ef4f0f5bf6,Dina Nicholine Person,Dina Person,Danmarksdemokraterne,Sjælland,"['Lolland', 'Køge', 'Greve', 'Holbæk', 'Roskilde', 'Guldborgsund', 'Kalundborg', 'Næstved', 'Slagelse', 'Ringsted', 'Vordingborg', 'Faxe']"
d64c0e4b-6403-4f13-97b6-110d00c4174a,Brian Mørch,Brian Mørch,Danmarksdemokraterne,Sjælland,"['Lolland', 'Kalundborg', 'Køge', 'Faxe', 'Næstved', 'Greve', 'Holbæk', 'Slagelse', 'Guldborgsund', 'Vordingborg', 'Roskilde', 'Ringsted']"
ed1a88b5-5658-4aac-a80f-fe5a2e3355f4,Susie Janet Jessen,Susie Jessen,Danmarksdemokraterne,Sjælland,"['Greve', 'Vordingborg', 'Næstved', 'Ringsted', 'Slagelse', 'Holbæk', 'Kalundborg', 'Roskilde', 'Guldborgsund', 'Køge', 'Faxe', 'Lolland']"
021e1f6a-045f-411a-ac19-66a75c36f1b3,Birgit Gedionsen,Birgit Gedionsen,Enhedslisten,Sjælland,"['Ringsted', 'Roskilde', 'Kalundborg', 'Greve', 'Vordingborg', 'Slagelse', 'Næstved', 'Faxe', 'Holbæk', 'Guldborgsund', 'Lolland', 'Køge']"
098b99b9-9292-42f2-8beb-092f331e707e,Louis Møhring Jacobsen,Louis Jacobsen,Enhedslisten,Sjælland,"['Holbæk', 'Faxe', 'Roskilde', 'Køge', 'Guldborgsund', 'Lolland', 'Slagelse', 'Vordingborg', 'Greve', 'Næstved', 'Kalundborg', 'Ringsted']"
381d6c84-beaf-4130-a1a7-80f3b5266141,Kevin Alex Rasmussen,Kevin Alex Rasmussen,Enhedslisten,Sjælland,"['Guldborgsund', 'Slagelse', 'Vordingborg', 'Lolland', 'Greve', 'Ringsted', 'Kalundborg', 'Næstved', 'Roskilde', 'Køge', 'Faxe', 'Holbæk']"
3d95d590-2d87-4dab-bd3a-82b76d5de202,Jonas Bejer Paludan,Jonas Paludan,Enhedslisten,Sjælland,"['Guldborgsund', 'Køge', 'Slagelse', 'Ringsted', 'Kalundborg', 'Faxe', 'Greve', 'Holbæk', 'Roskilde', 'Lolland', 'Næstved', 'Vordingborg']"
4b9c1ba0-38c2-4865-a711-c30b138c7f46,Ludmila Plenge Schütt,Ludmila Plenge,Enhedslisten,Sjælland,"['Holbæk', 'Kalundborg', 'Ringsted', 'Faxe', 'Køge', 'Slagelse', 'Vordingborg', 'Roskilde', 'Greve', 'Guldborgsund', 'Lolland', 'Næstved']"
89b80164-cff7-43df-90b5-3446309911c3,Peter Franch Roswall Christensen,Peter Roswall,Enhedslisten,Sjælland,"['Køge', 'Vordingborg', 'Lolland', 'Næstved', 'Ringsted', 'Slagelse', 'Roskilde', 'Faxe', 'Guldborgsund', 'Holbæk', 'Kalundborg', 'Greve']"
8e05de5a-9e67-4e15-abb2-f95dc8f3bc11,Eva Flyvholm,Eva Flyvholm,Enhedslisten,Sjælland,"['Vordingborg', 'Greve', 'Roskilde', 'Ringsted', 'Kalundborg', 'Køge', 'Faxe', 'Holbæk', 'Næstved', 'Guldborgsund', 'Lolland', 'Slagelse']"
bd90d68e-90da-4fe7-8bd5-f685a339f3af,Helena Hedegaard Udsen,Helena Hedegaard Udsen,Enhedslisten,Sjælland,"['Ringsted', 'Kalundborg', 'Greve', 'Guldborgsund', 'Lolland', 'Næstved', 'Slagelse', 'Vordingborg', 'Faxe', 'Holbæk', 'Roskilde', 'Køge']"
cb987800-8576-406f-80d4-6d1accca6d0e,Bruno Jerup,Bruno Jerup,Enhedslisten,Sjælland,"['Vordingborg', 'Næstved', 'Ringsted', 'Holbæk', 'Kalundborg', 'Slagelse', 'Guldborgsund', 'Greve', 'Køge', 'Roskilde', 'Faxe', 'Lolland']"
f734cf8a-25d8-4d4d-b0f3-84ff27e0185d,Karen Thestrup Clausen,Karen Thestrup Clausen,Enhedslisten,Sjælland,"['Greve', 'Roskilde', 'Vordingborg', 'Lolland', 'Næstved', 'Kalundborg', 'Holbæk', 'Faxe', 'Køge', 'Guldborgsund', 'Ringsted', 'Slagelse']"
1bbc32e3-ef2c-4ca7-8a3f-01ef1d136cd8,Liselotte Katarina Rotfeld,Liselotte Katarina Rotfeld,Alternativet,Sjælland,"['Greve', 'Næstved', 'Kalundborg', 'Guldborgsund', 'Holbæk', 'Slagelse', 'Roskilde', 'Vordingborg', 'Ringsted', 'Køge', 'Lolland', 'Faxe']"
4b551d4c-e1c5-4bbb-b833-3f9dc0a36c99,Mette Friis,Mette Friis,Alternativet,Sjælland,"['Roskilde', 'Lolland', 'Greve', 'Ringsted', 'Faxe', 'Kalundborg', 'Vordingborg', 'Slagelse', 'Guldborgsund', 'Holbæk', 'Næstved', 'Køge']"
57c3eb1c-9221-4f16-a64d-b2bc436450c6,Yurdal Cicek,Yurdal Cicek,Alternativet,Sjælland,"['Faxe', 'Lolland', 'Slagelse', 'Roskilde', 'Næstved', 'Vordingborg', 'Greve', 'Holbæk', 'Kalundborg', 'Guldborgsund', 'Ringsted', 'Køge']"
8211d355-5249-4a01-8775-d92ec890f22e,Isabella Apelroth,Isabella Apelroth,Alternativet,Sjælland,"['Slagelse', 'Greve', 'Ringsted', 'Køge', 'Faxe', 'Næstved', 'Holbæk', 'Kalundborg', 'Lolland', 'Vordingborg', 'Roskilde', 'Guldborgsund']"
8a2bcc93-2d4a-4fa6-a3b9-1989ee4a2c36,Lars König,Lars König,Alternativet,Sjælland,"['Roskilde', 'Faxe', 'Holbæk', 'Køge', 'Guldborgsund', 'Vordingborg', 'Slagelse', 'Greve', 'Kalundborg', 'Lolland', 'Næstved', 'Ringsted']"
a622b06d-4301-49dc-9618-68373da45e4d,Elise Kristine Sydendal,Elise Sydendal,Alternativet,Sjælland,"['Kalundborg', 'Vordingborg', 'Roskilde', 'Slagelse', 'Faxe', 'Køge', 'Ringsted', 'Guldborgsund', 'Greve', 'Lolland', 'Holbæk', 'Næstved']"
a9a38851-51c0-4dab-9108-1e0b1f5dfa6f,Line Gessø Storm Hansen,Line Gessø,Alternativet,Sjælland,"['Roskilde', 'Faxe', 'Greve', 'Kalundborg', 'Holbæk', 'Slagelse', 'Ringsted', 'Vordingborg', 'Køge', 'Guldborgsund', 'Lolland', 'Næstved']"
ab75c7a6-dbd6-4a71-889e-bf035e5cf250,Jacob Weitze Antvorskov,Jacob Antvorskov,Alternativet,Sjælland,"['Ringsted', 'Lolland', 'Guldborgsund', 'Næstved', 'Slagelse', 'Greve', 'Kalundborg', 'Roskilde', 'Holbæk', 'Vordingborg', 'Faxe', 'Køge']"
b72b917c-e2e5-45ec-98c0-eed8800d4c13,Allan Hansen Lindemark,Allan Hansen Lindemark,Alternativet,Sjælland,"['Faxe', 'Greve', 'Roskilde', 'Ringsted', 'Vordingborg', 'Lolland', 'Holbæk', 'Kalundborg', 'Guldborgsund', 'Næstved', 'Slagelse', 'Køge']"
bc4db054-f7b0-4c6f-b3a5-7cbfba7ff12e,Sascha Silver Faxe,Sascha Faxe,Alternativet,Sjælland,"['Roskilde', 'Slagelse', 'Faxe', 'Køge', 'Kalundborg', 'Lolland', 'Vordingborg', 'Næstved', 'Holbæk', 'Ringsted', 'Guldborgsund', 'Greve']"
c38405f9-60aa-472b-b46c-049d69866a36,Maria Valentina Crast,Valentina Crast,Alternativet,Sjælland,"['Faxe', 'Lolland', 'Vordingborg', 'Greve', 'Holbæk', 'Kalundborg', 'Guldborgsund', 'Slagelse', 'Roskilde', 'Ringsted', 'Køge', 'Næstved']"
3403fc14-ecf9-4cf1-a45c-eb949e53e4c4,Magnus Gaardmand Barsøe,Magnus Barsøe,Socialdemokratiet,Københavns Omegn,"['Lyngby', 'Hvidovre', 'Gladsaxe', 'Gentofte', 'Ballerup', 'Brøndby', 'Taastrup', 'Rødovre']"
38f44e8f-e8a5-4ffc-98a9-17d5fd436a76,Maria Staghøj Durhuus,Maria Durhuus,Socialdemokratiet,Københavns Omegn,"['Gentofte', 'Hvidovre', 'Ballerup', 'Taastrup', 'Lyngby', 'Rødovre', 'Brøndby', 'Gladsaxe']"
668a1b45-08eb-4854-80eb-67cbd08bd7e4,Gunvor Holm Wibroe,Gunvor Wibroe,Socialdemokratiet,Københavns Omegn,"['Hvidovre', 'Ballerup', 'Brøndby', 'Lyngby', 'Gentofte', 'Taastrup', 'Gladsaxe', 'Rødovre']"
7fa842cd-b64e-411a-a447-c3dba3bef822,Vibeke Westh,Vibeke Westh,Socialdemokratiet,Københavns Omegn,"['Brøndby', 'Taastrup', 'Rødovre', 'Hvidovre', 'Gladsaxe', 'Lyngby', 'Gentofte', 'Ballerup']"
b7b8888e-0f32-47c4-8754-6ef7dea4d93a,Sofie de Bretteville Olsen,Sofie de Bretteville,Socialdemokratiet,Københavns Omegn,"['Taastrup', 'Rødovre', 'Ballerup', 'Lyngby', 'Gentofte', 'Brøndby', 'Hvidovre', 'Gladsaxe']"
d77208b8-2dbf-4685-9825-e853edae700e,Jens Anton Tingstrøm Klinken,Jens Anton Tingstrøm,Socialdemokratiet,Københavns Omegn,"['Brøndby', 'Gladsaxe', 'Ballerup', 'Lyngby', 'Gentofte', 'Rødovre', 'Hvidovre', 'Taastrup']"
d957bb6d-4a0b-41e8-a7c8-b8cad27e2f73,Mattias Tesfaye,Mattias Tesfaye,Socialdemokratiet,Københavns Omegn,"['Hvidovre', 'Taastrup', 'Gladsaxe', 'Ballerup', 'Gentofte', 'Lyngby', 'Brøndby', 'Rødovre']"
e0798b89-edfd-49b3-9cdf-18b4387d8d79,Morten Bødskov,Morten Bødskov,Socialdemokratiet,Københavns Omegn,"['Gentofte', 'Rødovre', 'Lyngby', 'Gladsaxe', 'Ballerup', 'Brøndby', 'Hvidovre', 'Taastrup']"
1791a010-f94f-4096-b47f-605cb71bffc5,Christina Rittig Falkberg,Christina Falkberg,Radikale,Københavns Omegn,"['Ballerup', 'Gentofte', 'Taastrup', 'Brøndby', 'Lyngby', 'Rødovre', 'Gladsaxe', 'Hvidovre']"
3b817787-5bc3-4714-be28-513c125e236a,Esat Ercan Sentürk,Esat Senturk,Radikale,Københavns Omegn,"['Brøndby', 'Gladsaxe', 'Ballerup', 'Hvidovre', 'Lyngby', 'Gentofte', 'Taastrup', 'Rødovre']"
4f6520f1-1905-46c9-b968-a61436b6f09d,Isabel Havndrup Aackmann,Isabel Havndrup Aackmann,Radikale,Københavns Omegn,"['Gentofte', 'Lyngby', 'Brøndby', 'Hvidovre', 'Ballerup', 'Gladsaxe', 'Taastrup', 'Rødovre']"
678ba300-5a00-425d-a78b-e7044376ea07,Zohair Ali,Zohair Ali,Radikale,Københavns Omegn,"['Brøndby', 'Gladsaxe', 'Taastrup', 'Hvidovre', 'Ballerup', 'Lyngby', 'Gentofte', 'Rødovre']"
75c6084f-48da-4e36-9807-3d1fb747059e,Stinus Lindgreen,Stinus Lindgreen,Radikale,Københavns Omegn,"['Brøndby', 'Taastrup', 'Gentofte', 'Gladsaxe', 'Lyngby', 'Ballerup', 'Rødovre', 'Hvidovre']"
79a1b5a0-ddd8-4236-89ef-f8a07454d495,Kashif Ahmad,Kashif Ahmad,Radikale,Københavns Omegn,"['Hvidovre', 'Taastrup', 'Gentofte', 'Brøndby', 'Gladsaxe', 'Rødovre', 'Lyngby', 'Ballerup']"
8345f0fc-4b82-4d3a-a57b-a93eebb2406c,Jens Frost,Jens Frost,Radikale,Københavns Omegn,"['Rødovre', 'Hvidovre', 'Brøndby', 'Gladsaxe', 'Ballerup', 'Taastrup', 'Lyngby', 'Gentofte']"
dc3859d8-06b2-485d-a550-306da86976b0,Brian Køster,Brian Køster,Radikale,Københavns Omegn,"['Rødovre', 'Gladsaxe', 'Gentofte', 'Hvidovre', 'Brøndby', 'Taastrup', 'Ballerup', 'Lyngby']"
e0f18386-19d4-4b11-8a88-8444270aac52,Lars Green Bach,Lars Green Bach,Radikale,Københavns Omegn,"['Hvidovre', 'Gladsaxe', 'Gentofte', 'Ballerup', 'Brøndby', 'Rødovre', 'Lyngby', 'Taastrup']"
e5b73b6f-761c-46b5-b8cc-088fbed7db15,Ruben Kidde,Ruben Kidde,Radikale,Københavns Omegn,"['Taastrup', 'Lyngby', 'Hvidovre', 'Gentofte', 'Brøndby', 'Gladsaxe', 'Rødovre', 'Ballerup']"
ed8fa57c-951c-47b3-82cf-4e324d685cc5,Trine Dybkjær,Trine Dybkjær,Radikale,Københavns Omegn,"['Gladsaxe', 'Brøndby', 'Taastrup', 'Hvidovre', 'Ballerup', 'Lyngby', 'Gentofte', 'Rødovre']"
192f94c5-c892-43e9-928f-ad32a9433a39,Christian Holst Vigilius,Christian Vigilius,Konservative,Københavns Omegn,"['Ballerup', 'Brøndby', 'Taastrup', 'Gladsaxe', 'Rødovre', 'Gentofte', 'Hvidovre', 'Lyngby']"
1eef6784-3fd8-40e4-92ae-ad98d482dcfb,Magnus Von Dreiager,Magnus Von Dreiager,Konservative,Københavns Omegn,"['Taastrup', 'Rødovre', 'Lyngby', 'Gentofte', 'Brøndby', 'Gladsaxe', 'Ballerup', 'Hvidovre']"
4e5f7642-3d52-4d71-9138-f76fe9078a64,Sigurd Hebo Lønholdt,Sigurd Hebo Lønholdt,Konservative,Københavns Omegn,"['Rødovre', 'Gladsaxe', 'Brøndby', 'Ballerup', 'Taastrup', 'Lyngby', 'Gentofte', 'Hvidovre']"
7fe06aa9-631d-4b62-b6d6-ace8dfa285ea,Tina Cartey Hansen,Tina Cartey Hansen,Konservative,Københavns Omegn,"['Hvidovre', 'Gladsaxe', 'Taastrup', 'Lyngby', 'Brøndby', 'Rødovre', 'Gentofte', 'Ballerup']"
981c2b19-579d-4794-98a2-0fe794c0266d,Dorte Vilhelmsen,Dorte Vilhelmsen,Konservative,Københavns Omegn,"['Gentofte', 'Gladsaxe', 'Brøndby', 'Lyngby', 'Hvidovre', 'Taastrup', 'Rødovre', 'Ballerup']"
ab126d7d-275f-48f3-9057-a0d50d07c71c,Julie Caroline Teschemacher Ahlefeldt-Laurvig,Julie Ahlefeldt-Laurvig,Konservative,Københavns Omegn,"['Gentofte', 'Gladsaxe', 'Brøndby', 'Rødovre', 'Hvidovre', 'Ballerup', 'Taastrup', 'Lyngby']"
ada2ca77-b980-4dc9-baf7-2238950c22e7,Isabella Arendt Vlasman,Isabella Arendt,Konservative,Københavns Omegn,"['Rødovre', 'Ballerup', 'Lyngby', 'Gentofte', 'Gladsaxe', 'Hvidovre', 'Taastrup', 'Brøndby']"
cc8eadd0-7df6-4315-8daf-22922da63350,Jette Louise Skovgaard Larsen,Jette Larsen,Konservative,Københavns Omegn,"['Taastrup', 'Brøndby', 'Gladsaxe', 'Gentofte', 'Rødovre', 'Ballerup', 'Hvidovre', 'Lyngby']"
3828a82c-bb88-462f-8b6a-cca72eeb6f8b,Troels Stru Schmidt,Troels Stru Schmidt,SF,Københavns Omegn,"['Hvidovre', 'Brøndby', 'Rødovre', 'Taastrup', 'Gentofte', 'Ballerup', 'Gladsaxe', 'Lyngby']"
49436fa9-1ef2-4b1c-b23e-b3067ec49e74,Vivi Nør Jacobsen,Vivi Nør Jacobsen,SF,Københavns Omegn,"['Ballerup', 'Taastrup', 'Brøndby', 'Gentofte', 'Rødovre', 'Gladsaxe', 'Hvidovre', 'Lyngby']"
4b8cbc66-5915-4331-a71e-7768cffb2620,Helene Naur Brochmann,Helene Brochmann,SF,Københavns Omegn,"['Taastrup', 'Ballerup', 'Lyngby', 'Brøndby', 'Gentofte', 'Rødovre', 'Hvidovre', 'Gladsaxe']"
86290414-b049-418f-8d4f-8aeed260ab70,Taner Genc,Taner Genc,SF,Københavns Omegn,"['Hvidovre', 'Gentofte', 'Ballerup', 'Taastrup', 'Gladsaxe', 'Rødovre', 'Brøndby', 'Lyngby']"
925d7b70-a700-4d14-b5c0-97460bcfb4be,Alexander Bruhn Skjøth,Alexander Bruhn Skjøth,SF,Københavns Omegn,"['Ballerup', 'Gladsaxe', 'Lyngby', 'Hvidovre', 'Brøndby', 'Taastrup', 'Rødovre', 'Gentofte']"
a2292bf5-97b9-4e21-ae9a-82c247647e57,Niels Ulrik Løvenbalck Haxthausen,Niels Haxthausen,SF,Københavns Omegn,"['Taastrup', 'Ballerup', 'Rødovre', 'Gladsaxe', 'Hvidovre', 'Gentofte', 'Brøndby', 'Lyngby']"
a476b65a-2ff8-419d-9852-58e5d6fc4f96,Sofie Falck Provstgaard Villadsen,Sofie F. Villadsen,SF,Københavns Omegn,"['Ballerup', 'Brøndby', 'Gladsaxe', 'Rødovre', 'Hvidovre', 'Lyngby', 'Taastrup', 'Gentofte']"
cda821b0-a9f2-4327-96a5-1a80a04a2556,Sigurd Gustavson Agersnap,Sigurd Agersnap,SF,Københavns Omegn,"['Ballerup', 'Hvidovre', 'Gladsaxe', 'Rødovre', 'Lyngby', 'Gentofte', 'Brøndby', 'Taastrup']"
03756fa8-f092-4acb-9af2-e63ef962a7bd,Morten Geilager Pahle Dehn,Morten Dehn,Borgernes Parti,Københavns Omegn,"['Gladsaxe', 'Brøndby', 'Hvidovre', 'Ballerup', 'Taastrup', 'Gentofte', 'Rødovre', 'Lyngby']"
2307b158-7d5f-451f-b062-5582401d89c0,Mathias Fuglsang Jørgensen,Mathias Fuglsang,Borgernes Parti,Københavns Omegn,"['Lyngby', 'Ballerup', 'Taastrup', 'Rødovre', 'Brøndby', 'Gladsaxe', 'Gentofte', 'Hvidovre']"
414bce30-3ccb-4d73-98b7-0cd7e94018f1,Søren Thomas Fugleberg,Søren T. Fugleberg,Borgernes Parti,Københavns Omegn,"['Brøndby', 'Taastrup', 'Lyngby', 'Rødovre', 'Ballerup', 'Hvidovre', 'Gladsaxe', 'Gentofte']"
b2002db8-15da-468a-ac6e-e265c23c0f33,Allan Søndergaard Orland,Allan Orland,Borgernes Parti,Københavns Omegn,"['Lyngby', 'Taastrup', 'Ballerup', 'Rødovre', 'Gladsaxe', 'Hvidovre', 'Brøndby', 'Gentofte']"
bbcb3eb7-bc50-4381-86de-c8a01e8af8a0,Frederik Ingolf Lundberg Buitenhuis Swiatek,Frederik Lundberg,Borgernes Parti,Københavns Omegn,"['Hvidovre', 'Brøndby', 'Ballerup', 'Rødovre', 'Taastrup', 'Gentofte', 'Gladsaxe', 'Lyngby']"
040e9fd8-fd7b-4f0e-95e7-3a6468995cb0,Hanne Bonderup Bjørn-Klausen,Hanne Bjørn,Liberal Alliance,Københavns Omegn,"['Gladsaxe', 'Gentofte', 'Brøndby', 'Hvidovre', 'Rødovre', 'Lyngby', 'Ballerup', 'Taastrup']"
18479907-9b73-4690-b4ed-23939ce8d65c,Michael Melchert,Michael Melchert,Liberal Alliance,Københavns Omegn,"['Hvidovre', 'Brøndby', 'Taastrup', 'Gentofte', 'Ballerup', 'Gladsaxe', 'Lyngby', 'Rødovre']"
2d05e56c-f69d-440a-a05c-5553ca35a293,Frank Clausen,Frank Clausen,Liberal Alliance,Københavns Omegn,"['Hvidovre', 'Ballerup', 'Lyngby', 'Gentofte', 'Brøndby', 'Rødovre', 'Gladsaxe', 'Taastrup']"
