parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,26.5,33.8
R,Radikale,2.8,2.1
K,Konservative,5.5,4.7
SF,SF,10.4,6.7
BP,Borgernes Parti,2.8,
LA,Liberal Alliance,10.1,7.9
M,Moderaterne,7.1,10.2
DF,Dansk Folkeparti,12.4,2.9
V,Venstre,10.5,11.3
ALT,Alternativet,1.3,1.8
DD,Danmarksdemokraterne,5.4,9.4
EL,Enhedslisten,5.1,3.3
