parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,13.2,16.3
R,Radikale,11.9,7.9
K,Konservative,16.7,11.3
SF,SF,10.0,7.2
BP,Borgernes Parti,0.9,
LA,Liberal Alliance,11.4,12.6
M,Moderaterne,12.1,12.5
DF,Dansk Folkeparti,5.5,1.5
V,Venstre,10.9,18.2
ALT,Alternativet,2.2,3.3
DD,Danmarksdemokraterne,0.9,2.5
EL,Enhedslisten,4.2,3.7
