parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,10.1,12.5
R,Radikale,14.4,8.8
K,Konservative,5.7,2.5
SF,SF,14.2,12.6
BP,Borgernes Parti,0.4,
LA,Liberal Alliance,4.9,5.5
M,Moderaterne,5.2,7.2
DF,Dansk Folkeparti,2.7,0.8
UP,Udenfor parti,0.6,0.2
V,Venstre,2.1,5.1
ALT,Alternativet,10.9,15.4
DD,Danmarksdemokraterne,0.3,0.8
EL,Enhedslisten,28.5,23.8
