parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,19.1,33.3
R,Radikale,7.5,3.5
K,Konservative,8.8,5.4
SF,SF,10.0,8.2
BP,Borgernes Parti,1.9,
LA,Liberal Alliance,9.9,5.9
M,Moderaterne,11.7,8.9
DF,Dansk Folkeparti,12.9,4.9
V,Venstre,5.9,8.1
ALT,Alternativet,2.4,1.5
DD,Danmarksdemokraterne,5.2,5.5
EL,Enhedslisten,4.7,5.3
