parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,21.2,27.8
R,Radikale,2.4,1.8
K,Konservative,3.8,5.7
SF,SF,9.6,6.0
BP,Borgernes Parti,3.0,
LA,Liberal Alliance,8.4,6.6
M,Moderaterne,3.9,5.1
DF,Dansk Folkeparti,7.3,2.3
UP,Udenfor parti,0.0,0.1
V,Venstre,24.1,23.0
ALT,Alternativet,0.9,1.0
DD,Danmarksdemokraterne,13.8,15.5
EL,Enhedslisten,1.6,1.6
