parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,20.3,22.5
R,Radikale,10.1,8.0
K,Konservative,6.9,4.2
SF,SF,16.7,12.9
BP,Borgernes Parti,1.4,
LA,Liberal Alliance,8.3,9.8
M,Moderaterne,6.4,8.3
DF,Dansk Folkeparti,5.1,1.2
UP,Udenfor parti,0.0,0.1
V,Venstre,6.9,9.9
ALT,Alternativet,4.3,6.2
DD,Danmarksdemokraterne,2.5,3.1
EL,Enhedslisten,11.1,10.1
