parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,24.7,31.1
R,Radikale,3.0,2.3
K,Konservative,7.4,4.6
SF,SF,13.1,8.0
BP,Borgernes Parti,2.5,
LA,Liberal Alliance,8.4,6.5
M,Moderaterne,7.4,9.8
DF,Dansk Folkeparti,15.3,4.1
V,Venstre,6.9,13.2
ALT,Alternativet,2.2,2.8
DD,Danmarksdemokraterne,4.4,7.4
EL,Enhedslisten,4.6,4.4
