parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,24.3,27.5
R,Radikale,3.7,4.0
K,Konservative,7.7,5.5
SF,SF,9.9,9.6
BP,Borgernes Parti,3.9,
LA,Liberal Alliance,7.5,9.0
M,Moderaterne,6.8,9.4
DF,Dansk Folkeparti,7.4,1.7
UP,Udenfor parti,0.0,0.1
V,Venstre,10.9,14.1
ALT,Alternativet,3.3,3.6
DD,Danmarksdemokraterne,8.0,7.3
EL,Enhedslisten,6.5,4.4
