parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,14.9,19.1
R,Radikale,11.7,7.6
K,Konservative,6.2,4.4
SF,SF,15.7,11.8
BP,Borgernes Parti,0.9,
LA,Liberal Alliance,6.6,9.2
M,Moderaterne,6.5,9.7
DF,Dansk Folkeparti,6.4,1.5
UP,Udenfor parti,0.4,0.2
V,Venstre,2.4,8.5
ALT,Alternativet,7.8,8.8
DD,Danmarksdemokraterne,1.0,1.9
EL,Enhedslisten,19.6,12.9
