parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,23.1,18.3
R,Radikale,7.3,8.0
K,Konservative,5.2,5.3
SF,SF,23.8,11.2
BP,Borgernes Parti,1.7,
LA,Liberal Alliance,4.6,13.3
M,Moderaterne,5.6,10.4
DF,Dansk Folkeparti,3.7,0.9
UP,Udenfor parti,0.1,0.1
V,Venstre,6.4,12.6
ALT,Alternativet,5.9,6.3
DD,Danmarksdemokraterne,2.1,2.5
EL,Enhedslisten,10.6,8.9
