parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,31.7,34.8
R,Radikale,4.8,4.4
K,Konservative,4.8,4.0
SF,SF,11.3,7.4
BP,Borgernes Parti,2.0,
LA,Liberal Alliance,9.0,9.0
M,Moderaterne,4.8,7.1
DF,Dansk Folkeparti,7.0,1.5
V,Venstre,9.1,11.7
ALT,Alternativet,1.7,3.1
DD,Danmarksdemokraterne,8.2,9.0
EL,Enhedslisten,5.5,4.8
