parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,20.1,25.2
R,Radikale,3.3,2.5
K,Konservative,6.1,7.4
SF,SF,10.6,7.7
BP,Borgernes Parti,4.7,
LA,Liberal Alliance,10.4,8.4
M,Moderaterne,6.4,8.9
DF,Dansk Folkeparti,9.0,1.9
UP,Udenfor parti,0.1,0.2
V,Venstre,10.5,18.0
ALT,Alternativet,1.5,2.2
DD,Danmarksdemokraterne,14.2,10.7
EL,Enhedslisten,3.0,3.1
