parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,20.1,17.8
R,Radikale,8.6,6.8
K,Konservative,7.3,3.0
SF,SF,14.3,12.5
BP,Borgernes Parti,1.5,
LA,Liberal Alliance,5.6,5.5
M,Moderaterne,5.6,6.7
DF,Dansk Folkeparti,7.8,1.8
UP,Udenfor parti,0.5,0.2
V,Venstre,2.3,5.4
ALT,Alternativet,5.9,11.3
DD,Danmarksdemokraterne,0.9,1.8
EL,Enhedslisten,19.4,20.8
