parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,20.5,27.3
R,Radikale,3.7,3.3
K,Konservative,5.1,5.0
SF,SF,9.3,7.4
BP,Borgernes Parti,2.6,
LA,Liberal Alliance,10.5,8.5
M,Moderaterne,8.7,10.1
DF,Dansk Folkeparti,10.6,2.1
V,Venstre,17.4,16.8
ALT,Alternativet,1.3,2.0
DD,Danmarksdemokraterne,7.8,8.8
EL,Enhedslisten,2.5,3.2
