parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,18.5,27.8
R,Radikale,5.3,4.7
K,Konservative,9.5,7.6
SF,SF,11.1,7.7
BP,Borgernes Parti,3.4,
LA,Liberal Alliance,10.7,8.5
M,Moderaterne,9.0,10.9
DF,Dansk Folkeparti,12.2,2.5
V,Venstre,7.7,10.7
ALT,Alternativet,2.9,4.3
DD,Danmarksdemokraterne,5.1,4.7
EL,Enhedslisten,4.6,5.3
