parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,25.0,32.4
R,Radikale,6.7,4.3
K,Konservative,7.1,4.6
SF,SF,15.3,11.4
BP,Borgernes Parti,1.7,
LA,Liberal Alliance,7.2,6.1
M,Moderaterne,7.6,9.7
DF,Dansk Folkeparti,13.2,4.7
V,Venstre,3.7,8.1
ALT,Alternativet,2.5,2.8
DD,Danmarksdemokraterne,2.0,4.6
EL,Enhedslisten,8.1,5.5
