parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,21.2,27.1
R,Radikale,10.7,5.5
K,Konservative,7.2,4.3
SF,SF,13.6,10.4
BP,Borgernes Parti,1.6,
LA,Liberal Alliance,8.0,8.9
M,Moderaterne,6.5,8.4
DF,Dansk Folkeparti,6.2,1.6
UP,Udenfor parti,0.0,0.1
V,Venstre,7.1,10.9
ALT,Alternativet,3.0,4.2
DD,Danmarksdemokraterne,3.3,4.6
EL,Enhedslisten,11.5,7.4
