parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,14.9,17.1
R,Radikale,14.1,8.8
K,Konservative,12.8,8.2
SF,SF,11.0,10.8
BP,Borgernes Parti,0.4,
LA,Liberal Alliance,8.9,9.4
M,Moderaterne,10.3,11.1
DF,Dansk Folkeparti,3.5,1.1
UP,Udenfor parti,0.3,0.1
V,Venstre,4.9,10.4
ALT,Alternativet,5.6,8.7
DD,Danmarksdemokraterne,0.5,1.3
EL,Enhedslisten,12.7,10.8
