parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,25.4,31.3
R,Radikale,1.9,1.3
K,Konservative,4.3,5.7
SF,SF,11.4,6.3
BP,Borgernes Parti,2.7,
LA,Liberal Alliance,8.1,6.4
M,Moderaterne,5.1,5.3
DF,Dansk Folkeparti,7.1,2.0
UP,Udenfor parti,0.0,0.1
V,Venstre,13.7,14.0
ALT,Alternativet,0.8,1.0
DD,Danmarksdemokraterne,17.3,21.7
EL,Enhedslisten,2.2,1.8
