parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,13.8,14.8
R,Radikale,10.4,8.6
K,Konservative,7.2,3.9
SF,SF,13.1,11.9
BP,Borgernes Parti,1.0,
LA,Liberal Alliance,8.8,9.4
M,Moderaterne,8.1,9.4
DF,Dansk Folkeparti,5.1,1.0
UP,Udenfor parti,0.6,0.2
V,Venstre,3.1,7.7
ALT,Alternativet,8.0,12.3
DD,Danmarksdemokraterne,0.9,1.2
EL,Enhedslisten,19.9,16.7
