parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,16.2,19.1
R,Radikale,12.1,7.7
K,Konservative,15.7,10.4
SF,SF,12.0,10.6
BP,Borgernes Parti,0.7,
LA,Liberal Alliance,8.8,10.4
M,Moderaterne,12.5,13.6
DF,Dansk Folkeparti,6.1,2.2
V,Venstre,6.8,12.8
ALT,Alternativet,3.3,3.9
DD,Danmarksdemokraterne,0.8,1.8
EL,Enhedslisten,5.0,4.6
