parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,27.3,33.9
R,Radikale,1.2,3.7
K,Konservative,2.1,3.8
SF,SF,5.3,6.5
BP,Borgernes Parti,4.5,
LA,Liberal Alliance,12.0,9.2
M,Moderaterne,3.7,6.8
DF,Dansk Folkeparti,7.9,1.9
V,Venstre,13.9,13.4
ALT,Alternativet,1.0,2.6
DD,Danmarksdemokraterne,18.5,10.3
EL,Enhedslisten,2.7,4.5
