parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,26.0,33.5
R,Radikale,3.2,2.5
K,Konservative,5.7,5.2
SF,SF,10.6,7.4
BP,Borgernes Parti,2.7,
LA,Liberal Alliance,9.6,7.9
M,Moderaterne,4.9,8.0
DF,Dansk Folkeparti,11.1,3.0
V,Venstre,14.5,12.1
ALT,Alternativet,1.2,1.7
DD,Danmarksdemokraterne,4.7,8.5
EL,Enhedslisten,5.6,3.8
