parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,17.3,24.4
R,Radikale,1.7,1.5
K,Konservative,3.7,5.3
SF,SF,6.1,4.0
BP,Borgernes Parti,3.8,
LA,Liberal Alliance,9.9,6.8
M,Moderaterne,5.3,8.5
DF,Dansk Folkeparti,10.0,2.6
V,Venstre,25.3,23.4
ALT,Alternativet,0.7,1.0
DD,Danmarksdemokraterne,14.7,14.3
EL,Enhedslisten,1.5,1.5
