parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,18.9,25.7
R,Radikale,12.3,5.4
K,Konservative,9.9,7.2
SF,SF,20.0,8.7
BP,Borgernes Parti,0.7,
LA,Liberal Alliance,6.5,8.7
M,Moderaterne,9.2,11.7
DF,Dansk Folkeparti,3.4,2.5
V,Venstre,5.6,14.9
ALT,Alternativet,5.3,3.1
DD,Danmarksdemokraterne,1.3,4.0
EL,Enhedslisten,6.9,4.4
