parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,20.6,25.2
R,Radikale,2.5,1.7
K,Konservative,13.6,16.7
SF,SF,9.8,6.5
BP,Borgernes Parti,2.9,
LA,Liberal Alliance,9.4,6.7
M,Moderaterne,5.5,5.3
DF,Dansk Folkeparti,7.3,1.9
UP,Udenfor parti,0.1,0.1
V,Venstre,12.0,16.3
ALT,Alternativet,1.3,1.7
DD,Danmarksdemokraterne,12.7,12.6
EL,Enhedslisten,2.2,1.9
