parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,24.2,32.8
R,Radikale,2.8,2.2
K,Konservative,5.4,4.0
SF,SF,12.5,6.8
BP,Borgernes Parti,3.2,
LA,Liberal Alliance,11.2,9.5
M,Moderaterne,6.6,7.0
DF,Dansk Folkeparti,9.4,2.7
UP,Udenfor parti,0.0,0.1
V,Venstre,10.3,15.3
ALT,Alternativet,1.4,1.9
DD,Danmarksdemokraterne,9.7,9.2
EL,Enhedslisten,3.1,3.4
