parti_bogstav,parti,procent_26,procent_22
S,Socialdemokratiet,24.9,32.7
R,Radikale,3.7,2.1
K,Konservative,6.7,4.8
SF,SF,10.7,6.8
BP,Borgernes Parti,2.9,
LA,Liberal Alliance,9.4,6.6
M,Moderaterne,8.6,9.9
DF,Dansk Folkeparti,8.6,3.0
V,Venstre,12.3,13.4
ALT,Alternativet,2.0,1.6
DD,Danmarksdemokraterne,7.2,11.6
EL,Enhedslisten,3.0,2.5
