kandidat,parti,valgt,stemmer
Morten Messerschmidt,Dansk Folkeparti,✓,4314
Lars Løkke Rasmussen,Moderaterne,✓,3985
Morten Dahlin,Venstre,✓,2630
Pia Olsen Dyhr,SF,✓,2224
Magnus Heunicke,Socialdemokratiet,✓,920
Pernille Vermund,Liberal Alliance,✓,636
Zenia Stampe,Radikale,✓,512
Filiz Sarah Thunø,Socialdemokratiet,,496
Kaare Dybvad Bek,Socialdemokratiet,✓,307
Frederik Vad,Socialdemokratiet,✓,291
Malte Larsen,Dansk Folkeparti,✓,232
Lars-Christian Brask,Liberal Alliance,✓,211
Marcus Knuth,Konservative,✓,187
Brian Mørch,Danmarksdemokraterne,,177
Josefine Paaske,Venstre,,159
Michael Rask,Liberal Alliance,,158
Mads Ramstedt,Konservative,,158
Ida Dyhr,Konservative,,152
Thorbern Alexander Klingert,Venstre,,149
Trine Birk Andersen,Socialdemokratiet,✓,147
Jacob Harris,Borgernes Parti,✓,119
Carl Emil Lind,Socialdemokratiet,,113
Christian Friis Bach,Venstre,,103
Ulrik Lassen,Liberal Alliance,,89
Eva Flyvholm,Enhedslisten,✓,89
Astrid Carøe,SF,✓,84
Victoria Helene Olsen,Konservative,,83
Ali Yahya,SF,,79
Iben Krog,Venstre,,75
Birgit Gedionsen,Enhedslisten,,75
Julie Kølskov,Socialdemokratiet,,74
Line Krogh Lay,Radikale,,74
Mads Olsen,SF,,71
Kristine Amalie Rostgård,SF,,67
Joachim Riis,Liberal Alliance,✓,65
Charlotte Bagge,Moderaterne,✓,64
Sascha Faxe,Alternativet,,64
Silas Ipsen,Konservative,,63
Jane Christensen,Konservative,,59
Jeanne Bergmansen,SF,,58
Peter Skaarup,Danmarksdemokraterne,,58
Tanja Larsson,Socialdemokratiet,,57
Anne Valentina Berthelsen,SF,✓,57
Sanne Pilgaard,Borgernes Parti,,56
Louise Elholm,Venstre,,56
Edris Qasimi,Radikale,,52
Vilhelm Møller,Konservative,,47
Jacob Stryhn,Konservative,,47
Sofie Holm,Radikale,,46
Louis Jacobsen,Enhedslisten,,46
Ludmila Plenge,Enhedslisten,,45
Barbara Engelstoft,Konservative,,44
Helena Hedegaard Udsen,Enhedslisten,,42
Elise Sydendal,Alternativet,✓,41
Mads Brenøe,Liberal Alliance,,40
Helena Tjørnelund Christensen,Radikale,,36
Nikolaj Brink Olsen,Liberal Alliance,,33
Valdemar Alban,Socialdemokratiet,,32
Ditte Keidser,Konservative,,30
Claus Jørgensen,SF,,30
Susie Jessen,Danmarksdemokraterne,✓,29
Jonas Paludan,Enhedslisten,,29
Jacob Jensen,Venstre,✓,27
Dina Person,Danmarksdemokraterne,,26
Martin Graff Jørgensen,SF,,26
Julie Jacobsen,Dansk Folkeparti,✓,25
Valentina Crast,Alternativet,,25
Mia Linda Møller,Moderaterne,,25
Yurdal Cicek,Alternativet,,24
Julie Memborg,Liberal Alliance,,22
Jan Carlsen,Moderaterne,,22
Jan Herskov,Dansk Folkeparti,✓,22
Rasmus Horn Langhoff,Socialdemokratiet,,21
Jeppe Trolle,Radikale,,21
Jeppe Fransson,Radikale,,19
Jacob Bentsen,Dansk Folkeparti,,17
Kristian Stokholm,Radikale,,17
Mette Hvid Brockmann,Radikale,,17
Rune Kristensen,Konservative,✓,17
Rasmus Hylleberg,Venstre,,16
Mogens Haugaard,Moderaterne,,16
Peter Roswall,Enhedslisten,,16
Bruno Jerup,Enhedslisten,,16
Tina Mandrup,Venstre,,15
Joan Kragh,SF,,15
Claus Bakke,Venstre,,15
Troels Brandt,Radikale,,15
Marcus Danielsson,Venstre,,15
Brian Perri,Moderaterne,,14
Sandra Skalvig,Liberal Alliance,,14
Mette Friis,Alternativet,,13
Frida Qvist Kristensen,Moderaterne,,13
Anders Bork,Dansk Folkeparti,,12
Kasper Roug,Socialdemokratiet,✓,12
Tanja Glückstadt,Dansk Folkeparti,,12
Steffen Friis,Liberal Alliance,,11
Kasper Schneider,Liberal Alliance,,11
Carsten Abildtrup Ranum,Liberal Alliance,,10
Kanishka Dastageer,Socialdemokratiet,,10
Henrik Jacobsen,Konservative,,10
Søren Lund Hansen,Dansk Folkeparti,,10
Elva Bille Klem,Liberal Alliance,,10
Kevin Alex Rasmussen,Enhedslisten,,9
Tim Larsen,Borgernes Parti,,9
Martin Rahn Johansen,Danmarksdemokraterne,,9
Nicolai Sandager,Liberal Alliance,,9
Kasper Nygaard,Moderaterne,,9
Karen Thestrup Clausen,Enhedslisten,,9
Henrik Brodersen,Dansk Folkeparti,,8
Frederik Grünfeld,Liberal Alliance,,8
Michael Rosenmark,Danmarksdemokraterne,,8
Jesper Hartøft,SF,,8
Jacob Antvorskov,Alternativet,,7
Lars König,Alternativet,,7
Line Gessø,Alternativet,,6
Martin Mickey Pedersen,Liberal Alliance,,6
Benny Damgaard,Danmarksdemokraterne,,6
Liselotte Katarina Rotfeld,Alternativet,,6
Michael Pihl,Dansk Folkeparti,,5
Isabella Apelroth,Alternativet,,5
Brian Prehn,Liberal Alliance,,5
Frederik Max Krag,Liberal Alliance,,4
Henrik B. Dynesen,Liberal Alliance,,4
Bob Richard Nielsen,Danmarksdemokraterne,,3
Simon Hampe,Dansk Folkeparti,,3
Michael Graakjær,SF,,3
John Bo Hansen,Borgernes Parti,,3
Susan H. Møller,Liberal Alliance,,3
John Brill Engkebølle,Danmarksdemokraterne,,2
Allan Hansen Lindemark,Alternativet,,2
Christian Wibholm,Danmarksdemokraterne,,1
Michael Schjelde,Venstre,,0
