kandidat,parti,valgt,stemmer
Søren Gade,Venstre,✓,1807
Trine Jepsen,Venstre,✓,1732
Mogens Jensen,Socialdemokratiet,✓,1490
Signe Munk,SF,✓,903
Dennis Flydtkjær,Danmarksdemokraterne,✓,830
Thomas Danielsen,Venstre,✓,510
Betina Kastbjerg,Danmarksdemokraterne,,504
Marianne Karlsmose,Konservative,,384
Dina Andersen-Raabjerg,Konservative,,343
Carsten Bach,Liberal Alliance,✓,310
Mads Fuglede,Danmarksdemokraterne,✓,309
Philip Vivet,Radikale,✓,284
Gorm Hoff Lauridsen,Konservative,,245
Erik Flyvholm,Venstre,,206
Anne Paulin,Socialdemokratiet,✓,200
Lise Bertelsen,Konservative,✓,184
Morten E.G. Brautsch,Moderaterne,✓,167
Søren Boel Olesen,Dansk Folkeparti,✓,167
Katrine Evelyn Jensen,Socialdemokratiet,✓,159
Thorbjørn Jacobsen,Liberal Alliance,✓,130
Vinnie Borbjerg,Socialdemokratiet,,124
Michelle Sundahl,Dansk Folkeparti,,105
Helle Jensen,Liberal Alliance,,100
Lone Langballe,Dansk Folkeparti,,98
Helge K. Frandsen,Borgernes Parti,,85
Nils Brøgger,SF,,85
Knud Nielsen,Dansk Folkeparti,,80
Anders Andreasen,Socialdemokratiet,,75
Emma Thorup Jacobsen,SF,,74
Eva Borchorst Mejnertz,Socialdemokratiet,,70
Jes Halfdan,Borgernes Parti,,62
Ralf Høgedal,Venstre,,54
Michael Nielsen,Moderaterne,,52
Michael Valbjørn,Liberal Alliance,,49
Stine Ry Andersen,Enhedslisten,,49
Kasper B.G. Lauritsen,Socialdemokratiet,,42
Martin Sanderhoff,Moderaterne,,41
Mikael Würtz,Dansk Folkeparti,,40
Marcus Juul Grønbæk,Danmarksdemokraterne,,37
Casper Hindkjær,Radikale,,36
Niels Kristian Larsen,SF,,34
Keld Lorenzen,Liberal Alliance,,33
Jeppe von Berg,Moderaterne,,31
Lone Kjær Hein,Radikale,,31
Frederik Houmann Thuesen,Venstre,,30
Siff Tang Lassen,Konservative,,29
Knud Gaarn-Larsen,Udenfor parti,,29
Lennart Qvist,Konservative,,28
Signe Sofie Larsen,Alternativet,,27
Lars Dohn,Enhedslisten,,27
Maria Enemark,Borgernes Parti,,24
Steffen Troldtoft,Liberal Alliance,,24
Lisbeth Torfing,Enhedslisten,✓,24
Morten Vehl Revsbeck,Danmarksdemokraterne,,23
Nicklas Verne,Konservative,,22
Vivi Altenburg,Danmarksdemokraterne,,21
Jarl Matthiesen,Venstre,,21
Michael Grove,Konservative,,21
Lise Jørgensen,Socialdemokratiet,,18
Johan Brødsgaard,Radikale,,18
Peter Bilgrav,Alternativet,,18
Bente Refslund,SF,,17
Morten Høgh,Venstre,,16
Hanne Frølund,Radikale,,13
Nicklas Stampe Raabjerg,Alternativet,,13
Iben Forum Jeppesen,Liberal Alliance,,13
Per Kamp Stefansen,Socialdemokratiet,,12
Gert Bækgaard,Venstre,,12
Ragnar Dixen,Liberal Alliance,,11
Svend Stein Olsen,Liberal Alliance,,11
Kim Pagels,Radikale,,11
Lau Sørensen,Konservative,,10
Anders Bøge,SF,,10
Kevin Possekel,Liberal Alliance,,9
Simon Højer,Konservative,,9
Annette Sofia Skotte,Liberal Alliance,,8
Damian Hartvig Mathiesen,Enhedslisten,,8
Henning Bo Madsen,Enhedslisten,,7
Christian Juhl,Enhedslisten,,7
Majbrit Nørgaard,Venstre,,7
Peter Kempf Pedersen,Socialdemokratiet,,6
Jørgen Christian Pedersen,Konservative,,5
Lars Fibæk,Socialdemokratiet,,4
Peter Vestergaard,Radikale,,4
Lina Sikora Christiansen,Alternativet,,4
Henning Lindberg,Enhedslisten,,3
Kasper Thomassen,Venstre,,3
Didde Krabbe Johannesen,Alternativet,,3
Steffen Tolstrup,Alternativet,,2
Aksel Rosager Johansen,Enhedslisten,,2
Jacob Abildgaard,Enhedslisten,,0
