kandidat,parti,valgt,stemmer
Marie Bjerre,Venstre,,4729
Inger Støjberg,Danmarksdemokraterne,,3839
Mette Frederiksen,Socialdemokratiet,✓,3776
Flemming Møller Mortensen,Socialdemokratiet,,2315
Theresa Berg Andersen,SF,,2042
Sólbjørg Jakobsen,Liberal Alliance,,789
Preben Bang Henriksen,Venstre,,778
Laura Holm,Konservative,,490
Liselotte Lynge,Danmarksdemokraterne,,459
Kim Edberg Andersen,Danmarksdemokraterne,,417
Ane Halsboe-Jørgensen,Socialdemokratiet,,399
Anders Vistisen,Dansk Folkeparti,,380
Torsten Wetche,Radikale,,216
Per Larsen,Konservative,,188
Per Husted,Socialdemokratiet,,176
Peder Hvelplund,Enhedslisten,,169
Bo Ritterbusch,Liberal Alliance,,155
Simon Kollerup,Socialdemokratiet,,150
Mohammad Rona,Moderaterne,,136
Pia Elberg,Radikale,,124
Sofie Therese Svendsen,Konservative,,120
Kiki Bille Bach,Socialdemokratiet,,115
Lene Burchardt,Konservative,,106
Emma Houe Mølgaard,Dansk Folkeparti,,102
Morten Ryom,Socialdemokratiet,,102
Line Randa,Moderaterne,,96
Anna Bjerre,Alternativet,,90
Melina Andersen,SF,,85
Niels Christensen,Borgernes Parti,,85
Kenneth Skatka Hammer,Liberal Alliance,,81
Anne Honoré Østergaard,Venstre,,72
Danny Rosenkilde,Dansk Folkeparti,,69
Torsten Schack Pedersen,Venstre,,68
Filippa Emilie Vittrup,Enhedslisten,,61
Steffen Holme Helledie,Radikale,,60
Ditte Ravn Kaagaard,Moderaterne,,59
Benjamin Christensen,SF,,56
Emma Biørn Tretow-Fish,Radikale,,55
Carsten Bedsted,Radikale,,54
Mikkel Bisgaard,Venstre,,49
HP Beck,Liberal Alliance,,48
Thomas Hjort,Dansk Folkeparti,,48
Thomas Klimek,Socialdemokratiet,,47
Christina Lykke,SF,,45
Anders Peter Hansen,Liberal Alliance,,44
John Bjerg,Borgernes Parti,,44
Jacob Robsøe,Radikale,,39
Paulina Laparil,Borgernes Parti,,38
Søren Homann,Konservative,,38
Kristian Bøgsted,Danmarksdemokraterne,,37
Jørgen Hammer Sørensen,Dansk Folkeparti,,34
Morten Arvidsson,Moderaterne,,34
Thomas Skovgaard,Moderaterne,,32
Stine Thier-Andersen,Konservative,,27
Peder Larsen,SF,,27
Arne Hyldgaard,Borgernes Parti,,26
Runa Friis Hansen,Enhedslisten,,26
Peder Key Kristiansen,Socialdemokratiet,,26
Michael Portefee P. Lex,Radikale,,25
Emil Sloth,Alternativet,,25
Claus Skovmose,Danmarksdemokraterne,,23
Anette Jensen Smith,Alternativet,,22
Dorte M. Nielsen,SF,,21
Peter Larsen,Liberal Alliance,,21
Ulrik Appel,Enhedslisten,,20
Marie Wandel,Radikale,,19
Rikke Olssen,Liberal Alliance,,18
Susanne Krebs,Radikale,,18
Sara Tvilling,Liberal Alliance,,17
Kim Gaarsdahl,Liberal Alliance,,17
Ib Poulsen,Borgernes Parti,,17
René Flou,Konservative,,17
Niels H. Bünemann,Venstre,,17
Nikolaj C. Andersen,Moderaterne,,17
Frederik Storm,Danmarksdemokraterne,,17
Claus Beck,Liberal Alliance,,16
Hans Jørgen Adamsen,Venstre,,14
Morten Bo Bertelsen,SF,,14
Berit Raldin,Enhedslisten,,13
Lasse Olsen,Enhedslisten,,12
Christina Eilers,Enhedslisten,,12
Mark Hellerup,Liberal Alliance,,12
Dorthe Pedersen,Konservative,,12
Anne-Marie Hemmeth,Alternativet,,11
Jimmy Abel Nielsen,Liberal Alliance,,9
Anita Vivi Lilholt,Venstre,,9
Lukas Vestergaard,Liberal Alliance,,8
Frederik Blicher Pedersen,Liberal Alliance,,7
Henning Jørgensen,SF,,6
Dorthe Kerschus,Radikale,,6
Thomas Christiansen,Liberal Alliance,,6
Gorm Simonsen,Radikale,,5
Thomas Heuniche,Liberal Alliance,,4
Gabriel Aaen,Konservative,,4
Hans Jensen,Enhedslisten,,4
Phillip Sperling,Venstre,,3
Lasse Mejer Petersen,Enhedslisten,,3
Thomas Kjeldsen,SF,,3
Steen Asgeir Petersen,Radikale,,2
Kresten Solvang Larsen,Liberal Alliance,,2
Dan Gaardboe Rueskov,Liberal Alliance,,1
