kandidat,parti,valgt,stemmer
Martin Lidegaard,Radikale,,239
Sophie Løhde,Venstre,,192
Mette Abildgaard,Konservative,,164
Jacob Mark,SF,,105
Louise Mehnke,Socialdemokratiet,,96
Rasmus Lund-Nielsen,Moderaterne,,73
Birgitte Bergman,Konservative,,60
Marianne Bigum,SF,,48
Emil Nielsen,SF,,44
Mette Thiesen,Dansk Folkeparti,,41
Steffen W. Frølund,Liberal Alliance,,37
Helene Brydensholt,Alternativet,,34
Katarina Ammitzbøll,Venstre,,31
Mikkel Hartwich,Dansk Folkeparti,,31
Fie Hækkerup,Socialdemokratiet,,29
Christopher Arzrouni,Liberal Alliance,,29
Emma Juul Hansen,Konservative,,27
Hans Andersen,Venstre,,24
Hediye Temiz,Radikale,,24
Egil Hulgaard,Konservative,,22
Freja Eva Lockenwitz,Radikale,,22
Sinem Dybvad Demir,Enhedslisten,,21
Marianne Lynghøj,Venstre,,20
Henrik Møller,Socialdemokratiet,,19
Rasmus Stoklund,Socialdemokratiet,✓,18
Marlene Harpsøe,Danmarksdemokraterne,,16
Lars Høyer Holmqvist,Liberal Alliance,,16
Matilde Powers,Socialdemokratiet,,16
Pernille Christensen,Moderaterne,,15
Tue Villebro,Venstre,,14
Christina Thorholm,Radikale,,13
Carolina Cámara,Enhedslisten,,13
Mikkel Westh Jepsen,Radikale,,11
Tine Hessner,Radikale,,11
Christoffer Emil Jexen,Enhedslisten,,10
Christian Elkjær,Radikale,,9
Charlotte Haagendrup,Moderaterne,,9
Søren Rye,Socialdemokratiet,,9
Salik Anders Rosing,Alternativet,,8
Annie Hagel,Enhedslisten,,8
Anna Poulsen,SF,,7
Chelle Lilly Albøge,Liberal Alliance,,6
Nanna Høyrup,Alternativet,,6
Philip Solberg,Liberal Alliance,,6
Ayhan Kilic,Moderaterne,,5
Jette Juul,Dansk Folkeparti,,5
Frederik Germann,Konservative,,5
Morten Hvidberg Greve,Alternativet,,5
Emil Andersen,Enhedslisten,,5
Emilie Schytte,Borgernes Parti,,4
Andreas Raben,Moderaterne,,4
Rasmus Harning,Alternativet,,4
Anja Rosengreen,SF,,4
Katrine Schiller,Danmarksdemokraterne,,3
Stina Egedius Miller,SF,,3
Daniel Drefeld,Konservative,,3
Rasmus Petersen,Enhedslisten,,3
Annette Rieva,Venstre,,3
Peter Faber,Borgernes Parti,,3
Simon Rigét,Alternativet,,3
Robert Mørck,Liberal Alliance,,2
Pia Adelsteen,Dansk Folkeparti,,2
Tine Loft Thomsen,Alternativet,,2
Lars Bregnbak,Danmarksdemokraterne,,2
Martin Nordstjerne,Borgernes Parti,,2
Ulla Kokfelt,Dansk Folkeparti,,2
Ingrid Heintz,Alternativet,,2
Maibritt Nielsen,Danmarksdemokraterne,,2
Kira Danholm,Liberal Alliance,,2
Steen Tofteng,Liberal Alliance,,1
Steffen Sjørslev,Liberal Alliance,,1
Brian Lyck Jørgensen,Dansk Folkeparti,,1
Elias Julius Binggeli,SF,,1
Jens Skov,SF,,1
Gert Løfgren,Dansk Folkeparti,,1
Sofie Faureholm Lundsberg,Alternativet,,1
Mariane Lunden,Alternativet,,1
Johannes Joyce,Liberal Alliance,,1
Sten Schmidl Søbjærg,Liberal Alliance,,0
