kandidat,parti,valgt,stemmer
Anni Matthiesen,Venstre,,3798
Kris Jensen Skriver,Socialdemokratiet,,2628
Stephanie Lose,Venstre,,1837
Peter Kofod,Dansk Folkeparti,,1232
Ulrik Knudsen,Danmarksdemokraterne,,622
Frida Bruun,Moderaterne,,479
Karina Lorentzen Dehnhardt,SF,,408
Christian Rabjerg Madsen,Socialdemokratiet,,370
Carl Andersen,Liberal Alliance,,266
Karina Adsbøl,Danmarksdemokraterne,,251
Cecilie Liv Hansen,Liberal Alliance,,228
Gitte Bjerremand Andersen,Moderaterne,,186
Helena Artmann Andresen,Liberal Alliance,,182
Henrik Frandsen,Moderaterne,,168
Benny Engelbrecht,Socialdemokratiet,,159
Lotte Rod,Radikale,,147
Rasmus Sandvej,Konservative,,139
Jesper Petersen,Socialdemokratiet,,138
Nadja Natalie Isaksen,Borgernes Parti,,130
Kim Alexander Jensen,Liberal Alliance,,121
Tobias Jørgensen,Venstre,,110
Birgitte Vind,Socialdemokratiet,,106
Frederik Bloch Münster,Konservative,,100
Jim Zakaria,Dansk Folkeparti,,96
Anne Catherine Hoxcer Nielsen,Socialdemokratiet,,81
Jørgen Kvist,SF,,79
Kenneth Fredslund Petersen,Danmarksdemokraterne,,72
Anders Kronborg,Socialdemokratiet,,65
Steffen Larsen,Liberal Alliance,,64
Karsten Byrgesen,Borgernes Parti,,63
Selma Bolø,Enhedslisten,,63
Christina Foldager,Konservative,,61
Rasmus Vestergaard Madsen,Enhedslisten,,58
Anne Marie Geisler Andersen,Radikale,,57
Gitte Eriksen,Konservative,,57
Josephine Alstrup Kofod,Dansk Folkeparti,,56
Maria Radoor,Socialdemokratiet,,55
Per Knudsen,Dansk Folkeparti,,55
Niels Henning Bladt,Venstre,,54
Ina Juul Jensen,SF,,52
Jan Køpke Christensen,Borgernes Parti,,50
Tilde Holch Duedahl,Venstre,,49
Jannie Boysen Westergaard,Konservative,,49
Jørn Dohrmann,Borgernes Parti,,49
Rune Bønnelykke,Dansk Folkeparti,,49
Jakob Venø Heiwald,Danmarksdemokraterne,,44
Milo Gaarde,SF,,39
Preben Friis-Hauge,Venstre,,39
Christian Kirk,Dansk Folkeparti,,37
Kim Andkjær Doberck,Dansk Folkeparti,,36
Troels Overgaard,Venstre,,34
Bjarne Lastein,Radikale,,33
Rasmus Elkjær Larsen,Konservative,,30
Helene Lykke,Liberal Alliance,,30
Frederik Klakk,Liberal Alliance,,29
Gunver Birgitte Nielsen,Konservative,,29
Thomas Majgaard Byrsing,Danmarksdemokraterne,,29
Jesper Bierbaum,Venstre,,27
Troels Simonsen,Liberal Alliance,,27
Klaus Sandfeld,Venstre,,27
Coco Mette Cecilie Kjærgaard,Alternativet,,25
Mads-Magnus Damm,Dansk Folkeparti,,24
Lars Rømer Olsen,Socialdemokratiet,,22
Sune Nørgaard Jakobsen,Dansk Folkeparti,,22
Sofus Teislev,SF,,21
Kim Eskesen,Socialdemokratiet,,21
Magnus Flensborg,SF,,20
Christian Mutwa Christensen,SF,,20
Thomas Andresen,Venstre,,19
Dan Arnløv,Konservative,,19
Morten Hell,Moderaterne,,19
Timm Bøttger,SF,,18
Theis Kylling Hommeltoft,Socialdemokratiet,,18
Lone Hansen,Moderaterne,,18
Nicholas Wentworth,Radikale,,18
Christoffer Aagaard Melson,Venstre,,17
Patrick Bryhl,Danmarksdemokraterne,,16
Cecilie C. Johannsen,Konservative,,16
Tommi Christensen,Socialdemokratiet,,16
Susanne Blegvad Posselt,SF,,15
Christian Jørgensen,Liberal Alliance,,14
Allan Svendsen,Dansk Folkeparti,,14
Tobias Brus Mikkelsen,Dansk Folkeparti,,14
Astrid Fogh,Alternativet,,13
Morten Trillingsgaard Høybye,Konservative,,13
Johanna-Maria Precht,Enhedslisten,,12
John Rasmussen,Liberal Alliance,,12
Bo Nielsen,Alternativet,,11
Nils Sjøberg,Radikale,,10
Helene Hellesøe Appel,Enhedslisten,,10
Rune Højer,Dansk Folkeparti,,10
Mathias D. Christiansen,Enhedslisten,,9
Lasse Hildingberg,Venstre,,8
Finn Hartvig Nielsen,Radikale,,8
Benny Dall,Enhedslisten,,8
Sarah Nørris,Enhedslisten,,7
Lilje Holm,Enhedslisten,,7
Lasse Skov Ovesen,Radikale,,7
Ane Line Søndergaard,Alternativet,,7
Phillip Kjær Luscombe,Venstre,,7
Holly Marie Turner,Enhedslisten,,6
Lars Mogensen,Enhedslisten,,5
Mikael Winther,Alternativet,,5
Christian Fini Mosegaard,Liberal Alliance,,5
Kristian Thomsen,Konservative,,4
Hans Biering Fonsbøl,Alternativet,,3
Bodil Nielsen,Alternativet,,3
Ole Lynggaard Jørgensen,Radikale,,3
Jens Langer Schou,Konservative,,3
Barbara Krarup Hansen,Radikale,,3
Christian Tarbensen,Konservative,,3
Bjørn Laursen,Socialdemokratiet,,2
Carsten Sohl,Alternativet,,2
Lasse Harder Schousboe,Enhedslisten,,1
Mikael Hertig,Alternativet,,1
Edvard Korsbæk,Alternativet,,0
