kandidat,parti,valgt,stemmer
Sofie de Bretteville,Socialdemokratiet,✓,2567
Mattias Tesfaye,Socialdemokratiet,✓,1393
Mikkel Bjørn,Dansk Folkeparti,✓,982
Morten Bødskov,Socialdemokratiet,✓,476
Monika Rubin,Moderaterne,✓,442
Sofie F. Villadsen,SF,✓,385
Sigurd Agersnap,SF,✓,368
Signe Wenneberg,Alternativet,✓,332
Kim Valentin,Venstre,,332
Vivi Nør Jacobsen,SF,,313
Christian Vigilius,Konservative,✓,298
Ibrahim Benli,Enhedslisten,✓,297
Taner Genc,SF,,256
Lars Green Bach,Radikale,,246
Michael Jensen,Dansk Folkeparti,,221
Maria Durhuus,Socialdemokratiet,,213
Clara Turms,Enhedslisten,,200
Isabella Arendt,Konservative,,197
Zohair Ali,Radikale,,181
Özkan Kocak,Moderaterne,,178
Stinus Lindgreen,Radikale,✓,171
Magnus Barsøe,Socialdemokratiet,,157
Freja Brandhøj,Liberal Alliance,✓,151
Dorte Vilhelmsen,Konservative,,147
Kashif Ahmad,Radikale,,136
Marie Brixtofte,Venstre,✓,134
Esat Senturk,Radikale,,130
Zishan Ali,Moderaterne,,123
Trine Dybkjær,Radikale,,119
Jonas Juhl,Liberal Alliance,,107
Troels Stru Schmidt,SF,,105
Julie Ahlefeldt-Laurvig,Konservative,,100
Christina Falkberg,Radikale,,100
Hans Blaaberg,Dansk Folkeparti,,98
Tina Cartey Hansen,Konservative,,88
Helge Bo Jensen,Enhedslisten,,75
Tenna Røberg,Dansk Folkeparti,,73
Maria Ladegaard,Venstre,,72
Jens Anton Tingstrøm,Socialdemokratiet,,72
Betina Asbæk,Moderaterne,,70
Bianca Vitting,Enhedslisten,,69
Magnus Von Dreiager,Konservative,,66
Zandra Thulstrup Pihl,Dansk Folkeparti,,66
Dorthe Beck-Nyling,Moderaterne,,64
Fatih Baran,Enhedslisten,,62
Astrid Søborg,Venstre,,62
Helene Brochmann,SF,,61
Gunvor Wibroe,Socialdemokratiet,,61
Caroline Lochow,Enhedslisten,,59
Hanne Bjørn,Liberal Alliance,,57
Isabel Havndrup Aackmann,Radikale,,54
Michael Melchert,Liberal Alliance,,54
Anders Bo Larsen,Venstre,,52
Ruben Kidde,Radikale,,49
Mikkel Dencker,Dansk Folkeparti,✓,48
Susanne Damsgaard,Danmarksdemokraterne,,46
Mathias Fuglsang,Borgernes Parti,,45
Kim Hammer,Dansk Folkeparti,,44
Morten Dehn,Borgernes Parti,,40
Nana Løcke Buttenschøn,Alternativet,,34
Thomas Anker,Alternativet,,33
Alexander Bruhn Skjøth,SF,,31
Christopher Blomsterberg-Thaysen,Venstre,,31
Vibeke Westh,Socialdemokratiet,,30
Charlotte Munch,Danmarksdemokraterne,,30
Tim Wodskou,Alternativet,,28
Luise Hjortebjerg,Venstre,,26
Jens Frost,Radikale,,25
Niels Haxthausen,SF,,25
Frederik Lau Petersen,Moderaterne,,23
Sebastian Mylsted,Danmarksdemokraterne,,20
Brian Køster,Radikale,,20
Karan Khosla,Moderaterne,,19
Frederik Lundberg,Borgernes Parti,,19
Jette Larsen,Konservative,,19
Emil Viskum,Enhedslisten,,17
Jacqueline Kristensen,Liberal Alliance,,17
Ricki Vejsmose,Venstre,,14
Sune Rastad Bahn,Enhedslisten,,14
Patrizia Venturelli Christensen,Liberal Alliance,,14
Sigurd Hebo Lønholdt,Konservative,,13
Frank Clausen,Liberal Alliance,,11
Søren T. Fugleberg,Borgernes Parti,,10
Thomas Lindqvist,Alternativet,,10
Allan Orland,Borgernes Parti,,10
David Ibsen,Liberal Alliance,,8
Peter Samir,Alternativet,,7
Jesper Callesen,Alternativet,,4
