kandidat,parti,valgt,stemmer
Mattias Tesfaye,Socialdemokratiet,,2542
Mikkel Bjørn,Dansk Folkeparti,,660
Ibrahim Benli,Enhedslisten,,384
Zohair Ali,Radikale,,357
Esat Senturk,Radikale,,307
Fatih Baran,Enhedslisten,,287
Kashif Ahmad,Radikale,,254
Morten Bødskov,Socialdemokratiet,,246
Hans Blaaberg,Dansk Folkeparti,,226
Vivi Nør Jacobsen,SF,,209
Sofie de Bretteville,Socialdemokratiet,,203
Sofie F. Villadsen,SF,,202
Monika Rubin,Moderaterne,,174
Sigurd Agersnap,SF,,170
Özkan Kocak,Moderaterne,,168
Zishan Ali,Moderaterne,,155
Tina Cartey Hansen,Konservative,,143
Signe Wenneberg,Alternativet,,140
Maria Durhuus,Socialdemokratiet,,131
Clara Turms,Enhedslisten,,118
Christian Vigilius,Konservative,,93
Kim Hammer,Dansk Folkeparti,,79
Alexander Bruhn Skjøth,SF,,78
Tenna Røberg,Dansk Folkeparti,,75
Taner Genc,SF,,72
Kim Valentin,Venstre,,69
Isabella Arendt,Konservative,,68
Frank Clausen,Liberal Alliance,,67
Stinus Lindgreen,Radikale,,64
Freja Brandhøj,Liberal Alliance,,60
Magnus Barsøe,Socialdemokratiet,,60
Ricki Vejsmose,Venstre,,54
Caroline Lochow,Enhedslisten,,53
Jonas Juhl,Liberal Alliance,,51
Christina Falkberg,Radikale,,48
Gunvor Wibroe,Socialdemokratiet,,45
Mikkel Dencker,Dansk Folkeparti,,45
Marie Brixtofte,Venstre,,42
Bianca Vitting,Enhedslisten,,40
Troels Stru Schmidt,SF,,39
Zandra Thulstrup Pihl,Dansk Folkeparti,,33
Morten Dehn,Borgernes Parti,,32
Emil Viskum,Enhedslisten,,31
Helene Brochmann,SF,,31
Trine Dybkjær,Radikale,,30
Dorte Vilhelmsen,Konservative,,29
Dorthe Beck-Nyling,Moderaterne,,28
Jens Anton Tingstrøm,Socialdemokratiet,,27
Charlotte Munch,Danmarksdemokraterne,,27
Mathias Fuglsang,Borgernes Parti,,27
Michael Jensen,Dansk Folkeparti,,27
Christopher Blomsterberg-Thaysen,Venstre,,26
Susanne Damsgaard,Danmarksdemokraterne,,25
Anders Bo Larsen,Venstre,,23
Julie Ahlefeldt-Laurvig,Konservative,,23
Astrid Søborg,Venstre,,22
Sebastian Mylsted,Danmarksdemokraterne,,22
Jette Larsen,Konservative,,22
Michael Melchert,Liberal Alliance,,20
Ruben Kidde,Radikale,,20
Maria Ladegaard,Venstre,,18
Vibeke Westh,Socialdemokratiet,,17
Betina Asbæk,Moderaterne,,16
Helge Bo Jensen,Enhedslisten,,16
Magnus Von Dreiager,Konservative,,15
Tim Wodskou,Alternativet,,15
Isabel Havndrup Aackmann,Radikale,,15
Lars Green Bach,Radikale,,14
Frederik Lau Petersen,Moderaterne,,12
Nana Løcke Buttenschøn,Alternativet,,11
Peter Samir,Alternativet,,10
Thomas Lindqvist,Alternativet,,10
Frederik Lundberg,Borgernes Parti,,9
Brian Køster,Radikale,,9
Thomas Anker,Alternativet,,9
Sune Rastad Bahn,Enhedslisten,,9
Karan Khosla,Moderaterne,,9
Niels Haxthausen,SF,,9
Jacqueline Kristensen,Liberal Alliance,,9
Patrizia Venturelli Christensen,Liberal Alliance,,8
Luise Hjortebjerg,Venstre,,7
Jens Frost,Radikale,,5
Jesper Callesen,Alternativet,,5
Hanne Bjørn,Liberal Alliance,,4
Allan Orland,Borgernes Parti,,4
Sigurd Hebo Lønholdt,Konservative,,3
David Ibsen,Liberal Alliance,,2
Søren T. Fugleberg,Borgernes Parti,,1
