kandidat,parti,valgt,stemmer
Maria Durhuus,Socialdemokratiet,,1428
Mattias Tesfaye,Socialdemokratiet,,875
Sofie F. Villadsen,SF,,860
Mikkel Bjørn,Dansk Folkeparti,,477
Mikkel Dencker,Dansk Folkeparti,,367
Tina Cartey Hansen,Konservative,,293
Morten Bødskov,Socialdemokratiet,,277
Signe Wenneberg,Alternativet,,258
Monika Rubin,Moderaterne,,216
Kashif Ahmad,Radikale,,204
Ibrahim Benli,Enhedslisten,,200
Sofie de Bretteville,Socialdemokratiet,,160
Zohair Ali,Radikale,,152
Sigurd Agersnap,SF,,152
Caroline Lochow,Enhedslisten,,126
Vivi Nør Jacobsen,SF,,119
Christian Vigilius,Konservative,,114
Magnus Barsøe,Socialdemokratiet,,106
Clara Turms,Enhedslisten,,104
Zishan Ali,Moderaterne,,99
Stinus Lindgreen,Radikale,,90
Özkan Kocak,Moderaterne,,86
Brian Køster,Radikale,,81
Charlotte Munch,Danmarksdemokraterne,,80
Isabella Arendt,Konservative,,75
Jonas Juhl,Liberal Alliance,,69
Freja Brandhøj,Liberal Alliance,,65
Troels Stru Schmidt,SF,,65
Anders Bo Larsen,Venstre,,61
Marie Brixtofte,Venstre,,61
Trine Dybkjær,Radikale,,58
Christina Falkberg,Radikale,,57
Esat Senturk,Radikale,,56
Julie Ahlefeldt-Laurvig,Konservative,,56
Kim Valentin,Venstre,,55
Bianca Vitting,Enhedslisten,,54
Fatih Baran,Enhedslisten,,50
Tenna Røberg,Dansk Folkeparti,,47
Jens Anton Tingstrøm,Socialdemokratiet,,43
Maria Ladegaard,Venstre,,40
Ruben Kidde,Radikale,,40
Betina Asbæk,Moderaterne,,38
Isabel Havndrup Aackmann,Radikale,,38
Gunvor Wibroe,Socialdemokratiet,,37
Dorte Vilhelmsen,Konservative,,33
Dorthe Beck-Nyling,Moderaterne,,32
Taner Genc,SF,,32
Hans Blaaberg,Dansk Folkeparti,,31
Zandra Thulstrup Pihl,Dansk Folkeparti,,30
Nana Løcke Buttenschøn,Alternativet,,26
Frederik Lau Petersen,Moderaterne,,24
Morten Dehn,Borgernes Parti,,23
Susanne Damsgaard,Danmarksdemokraterne,,23
Hanne Bjørn,Liberal Alliance,,22
Emil Viskum,Enhedslisten,,22
Alexander Bruhn Skjøth,SF,,22
Astrid Søborg,Venstre,,21
Michael Jensen,Dansk Folkeparti,,20
Mathias Fuglsang,Borgernes Parti,,20
Sigurd Hebo Lønholdt,Konservative,,19
Helene Brochmann,SF,,18
Michael Melchert,Liberal Alliance,,18
Magnus Von Dreiager,Konservative,,17
Kim Hammer,Dansk Folkeparti,,16
Niels Haxthausen,SF,,16
Vibeke Westh,Socialdemokratiet,,16
Luise Hjortebjerg,Venstre,,15
Thomas Anker,Alternativet,,15
Karan Khosla,Moderaterne,,14
Patrizia Venturelli Christensen,Liberal Alliance,,14
Peter Samir,Alternativet,,13
Tim Wodskou,Alternativet,,13
Frank Clausen,Liberal Alliance,,12
Helge Bo Jensen,Enhedslisten,,12
Sebastian Mylsted,Danmarksdemokraterne,,10
Thomas Lindqvist,Alternativet,,10
Jacqueline Kristensen,Liberal Alliance,,9
Sune Rastad Bahn,Enhedslisten,,9
Jens Frost,Radikale,,9
Ricki Vejsmose,Venstre,,8
Lars Green Bach,Radikale,,8
Jette Larsen,Konservative,,8
Frederik Lundberg,Borgernes Parti,,8
Christopher Blomsterberg-Thaysen,Venstre,,8
Jesper Callesen,Alternativet,,7
David Ibsen,Liberal Alliance,,7
Allan Orland,Borgernes Parti,,3
Søren T. Fugleberg,Borgernes Parti,,0
