kandidat,parti,valgt,stemmer
Lea Wermelin,Socialdemokratiet,✓,2157
Peter Juel-Jensen,Venstre,✓,1430
Sebastian Bloch Jensen,SF,,485
Kirstine van Sabben,Moderaterne,,284
Bo Vibe Ancher Jensen,Dansk Folkeparti,,275
Niklas Stenbye,Venstre,,262
Sofie Christiansen,SF,,156
Kristoffer Kromand,Konservative,,152
Kasper Flygare,Socialdemokratiet,,135
Christian Faurholdt Jeppesen,Socialdemokratiet,,121
Morten Riis,Enhedslisten,,120
Michael Hendriksen,Danmarksdemokraterne,,102
Helle Munk Ravnborg,Enhedslisten,,81
Eik Dahl Bidstrup,Liberal Alliance,,71
Asta Kofod,Enhedslisten,,64
Peter Svarre Fridolf,Konservative,,43
Laila Stougaard Kofoed Espersen,Radikale,,29
Sofie Valbjørn,Alternativet,,23
Charlotte Friberg Henriksen,Borgernes Parti,,18
Birthe Tindbæk Bredo,Venstre,,17
Kim Hjerrild,Alternativet,,16
Simon Bech Munch-Petersen,Radikale,,13
Lasse Oszadlik,Moderaterne,,13
