kandidat,parti,valgt,stemmer
Morten Bødskov,Socialdemokratiet,✓,3321
Mattias Tesfaye,Socialdemokratiet,✓,1097
Mikkel Bjørn,Dansk Folkeparti,✓,833
Ibrahim Benli,Enhedslisten,✓,581
Sofie F. Villadsen,SF,✓,424
Sofie de Bretteville,Socialdemokratiet,✓,402
Vivi Nør Jacobsen,SF,,376
Signe Wenneberg,Alternativet,✓,373
Monika Rubin,Moderaterne,✓,353
Sigurd Agersnap,SF,✓,340
Troels Stru Schmidt,SF,,273
Clara Turms,Enhedslisten,,259
Christian Vigilius,Konservative,✓,253
Maria Durhuus,Socialdemokratiet,,196
Zohair Ali,Radikale,,193
Jette Larsen,Konservative,,188
Isabella Arendt,Konservative,,184
Stinus Lindgreen,Radikale,✓,181
Kashif Ahmad,Radikale,,172
Özkan Kocak,Moderaterne,,166
Magnus Barsøe,Socialdemokratiet,,163
Hanne Bjørn,Liberal Alliance,,161
Freja Brandhøj,Liberal Alliance,✓,145
Kim Hammer,Dansk Folkeparti,,135
Marie Brixtofte,Venstre,✓,124
Trine Dybkjær,Radikale,,123
Christina Falkberg,Radikale,,121
Zishan Ali,Moderaterne,,115
Kim Valentin,Venstre,,114
Esat Senturk,Radikale,,113
Jonas Juhl,Liberal Alliance,,109
Bianca Vitting,Enhedslisten,,103
Jens Frost,Radikale,,99
Dorte Vilhelmsen,Konservative,,97
Tenna Røberg,Dansk Folkeparti,,93
Magnus Von Dreiager,Konservative,,90
Tina Cartey Hansen,Konservative,,85
Astrid Søborg,Venstre,,75
Hans Blaaberg,Dansk Folkeparti,,65
Julie Ahlefeldt-Laurvig,Konservative,,63
Zandra Thulstrup Pihl,Dansk Folkeparti,,63
Jens Anton Tingstrøm,Socialdemokratiet,,62
Caroline Lochow,Enhedslisten,,62
Luise Hjortebjerg,Venstre,,58
Gunvor Wibroe,Socialdemokratiet,,57
Anders Bo Larsen,Venstre,,56
Fatih Baran,Enhedslisten,,52
Isabel Havndrup Aackmann,Radikale,,52
Morten Dehn,Borgernes Parti,,52
Ruben Kidde,Radikale,,51
Mikkel Dencker,Dansk Folkeparti,✓,47
Frederik Lau Petersen,Moderaterne,,47
Taner Genc,SF,,46
Maria Ladegaard,Venstre,,46
Charlotte Munch,Danmarksdemokraterne,,44
Helene Brochmann,SF,,43
Emil Viskum,Enhedslisten,,43
Betina Asbæk,Moderaterne,,40
Dorthe Beck-Nyling,Moderaterne,,38
Michael Jensen,Dansk Folkeparti,,37
Susanne Damsgaard,Danmarksdemokraterne,,33
Michael Melchert,Liberal Alliance,,33
Mathias Fuglsang,Borgernes Parti,,31
Vibeke Westh,Socialdemokratiet,,31
Christopher Blomsterberg-Thaysen,Venstre,,27
Helge Bo Jensen,Enhedslisten,,25
Alexander Bruhn Skjøth,SF,,25
Thomas Anker,Alternativet,,24
Tim Wodskou,Alternativet,,23
Brian Køster,Radikale,,22
Nana Løcke Buttenschøn,Alternativet,,21
Karan Khosla,Moderaterne,,20
Niels Haxthausen,SF,,20
Sebastian Mylsted,Danmarksdemokraterne,,16
Frank Clausen,Liberal Alliance,,16
Thomas Lindqvist,Alternativet,,14
Sigurd Hebo Lønholdt,Konservative,,14
Lars Green Bach,Radikale,,14
Patrizia Venturelli Christensen,Liberal Alliance,,12
Søren T. Fugleberg,Borgernes Parti,,12
Sune Rastad Bahn,Enhedslisten,,11
Frederik Lundberg,Borgernes Parti,,11
Peter Samir,Alternativet,,11
Jacqueline Kristensen,Liberal Alliance,,11
Ricki Vejsmose,Venstre,,8
Allan Orland,Borgernes Parti,,7
David Ibsen,Liberal Alliance,,6
Jesper Callesen,Alternativet,,5
