kandidat,parti,valgt,stemmer
Morten Messerschmidt,Dansk Folkeparti,✓,4135
Lars Løkke Rasmussen,Moderaterne,✓,3096
Pia Olsen Dyhr,SF,✓,2945
Trine Birk Andersen,Socialdemokratiet,✓,2127
Kaare Dybvad Bek,Socialdemokratiet,✓,1656
Jacob Jensen,Venstre,✓,935
Magnus Heunicke,Socialdemokratiet,✓,516
Pernille Vermund,Liberal Alliance,✓,473
Zenia Stampe,Radikale,✓,426
Frederik Vad,Socialdemokratiet,✓,390
Jesper Hartøft,SF,,376
Tina Mandrup,Venstre,,361
Eva Flyvholm,Enhedslisten,✓,275
Marcus Knuth,Konservative,✓,232
Frederik Grünfeld,Liberal Alliance,,212
Peter Skaarup,Danmarksdemokraterne,,210
Jacob Harris,Borgernes Parti,✓,209
Morten Dahlin,Venstre,✓,196
Christian Friis Bach,Venstre,,189
Mette Hvid Brockmann,Radikale,,185
Karen Thestrup Clausen,Enhedslisten,,181
Susie Jessen,Danmarksdemokraterne,✓,157
Astrid Carøe,SF,✓,122
Brian Perri,Moderaterne,,117
Elise Sydendal,Alternativet,✓,110
Iben Krog,Venstre,,109
Ditte Keidser,Konservative,,106
Ida Dyhr,Konservative,,106
Mads Olsen,SF,,105
Sascha Faxe,Alternativet,,98
Kristine Amalie Rostgård,SF,,97
Rasmus Horn Langhoff,Socialdemokratiet,,94
Josefine Paaske,Venstre,,93
Joachim Riis,Liberal Alliance,✓,92
Julie Jacobsen,Dansk Folkeparti,✓,87
Lars-Christian Brask,Liberal Alliance,✓,86
Louise Elholm,Venstre,,74
Rasmus Hylleberg,Venstre,,71
Anne Valentina Berthelsen,SF,✓,70
Malte Larsen,Dansk Folkeparti,✓,70
Carl Emil Lind,Socialdemokratiet,,65
Ali Yahya,SF,,64
Ludmila Plenge,Enhedslisten,,63
Tanja Larsson,Socialdemokratiet,,57
Victoria Helene Olsen,Konservative,,54
Sanne Pilgaard,Borgernes Parti,,53
Jacob Antvorskov,Alternativet,,52
Charlotte Bagge,Moderaterne,✓,51
Helena Hedegaard Udsen,Enhedslisten,,50
Line Krogh Lay,Radikale,,49
Julie Kølskov,Socialdemokratiet,,49
Sofie Holm,Radikale,,42
Claus Jørgensen,SF,,41
Kanishka Dastageer,Socialdemokratiet,,41
Vilhelm Møller,Konservative,,38
Helena Tjørnelund Christensen,Radikale,,36
Louis Jacobsen,Enhedslisten,,34
Jan Herskov,Dansk Folkeparti,✓,33
Jacob Stryhn,Konservative,,32
Barbara Engelstoft,Konservative,,32
Silas Ipsen,Konservative,,30
Martin Rahn Johansen,Danmarksdemokraterne,,30
Rune Kristensen,Konservative,✓,29
Søren Lund Hansen,Dansk Folkeparti,,28
Jane Christensen,Konservative,,27
Valentina Crast,Alternativet,,27
Mads Brenøe,Liberal Alliance,,27
Joan Kragh,SF,,26
Edris Qasimi,Radikale,,26
Jeanne Bergmansen,SF,,26
Dina Person,Danmarksdemokraterne,,24
Mette Friis,Alternativet,,23
Thorbern Alexander Klingert,Venstre,,21
Martin Graff Jørgensen,SF,,21
Valdemar Alban,Socialdemokratiet,,20
Tim Larsen,Borgernes Parti,,20
Michael Rosenmark,Danmarksdemokraterne,,19
Jonas Paludan,Enhedslisten,,19
Kristian Stokholm,Radikale,,18
Yurdal Cicek,Alternativet,,18
Brian Mørch,Danmarksdemokraterne,,17
Birgit Gedionsen,Enhedslisten,,16
Tanja Glückstadt,Dansk Folkeparti,,16
Filiz Sarah Thunø,Socialdemokratiet,,16
Frida Qvist Kristensen,Moderaterne,,15
Mia Linda Møller,Moderaterne,,15
Kasper Nygaard,Moderaterne,,14
Marcus Danielsson,Venstre,,14
Troels Brandt,Radikale,,13
Julie Memborg,Liberal Alliance,,12
Peter Roswall,Enhedslisten,,12
John Bo Hansen,Borgernes Parti,,12
Mogens Haugaard,Moderaterne,,12
Jeppe Fransson,Radikale,,12
Claus Bakke,Venstre,,11
Anders Bork,Dansk Folkeparti,,11
Christian Wibholm,Danmarksdemokraterne,,10
Benny Damgaard,Danmarksdemokraterne,,10
Henrik Brodersen,Dansk Folkeparti,,10
Sandra Skalvig,Liberal Alliance,,10
Brian Prehn,Liberal Alliance,,9
Kevin Alex Rasmussen,Enhedslisten,,9
Michael Rask,Liberal Alliance,,9
Jeppe Trolle,Radikale,,9
Liselotte Katarina Rotfeld,Alternativet,,8
Jan Carlsen,Moderaterne,,8
Kasper Roug,Socialdemokratiet,✓,8
Jacob Bentsen,Dansk Folkeparti,,8
Kasper Schneider,Liberal Alliance,,7
Bruno Jerup,Enhedslisten,,6
Mads Ramstedt,Konservative,,6
Martin Mickey Pedersen,Liberal Alliance,,6
Ulrik Lassen,Liberal Alliance,,6
Henrik Jacobsen,Konservative,,6
Line Gessø,Alternativet,,5
Simon Hampe,Dansk Folkeparti,,5
Isabella Apelroth,Alternativet,,5
Michael Graakjær,SF,,5
Elva Bille Klem,Liberal Alliance,,4
Nicolai Sandager,Liberal Alliance,,4
Bob Richard Nielsen,Danmarksdemokraterne,,4
Allan Hansen Lindemark,Alternativet,,4
John Brill Engkebølle,Danmarksdemokraterne,,4
Lars König,Alternativet,,4
Carsten Abildtrup Ranum,Liberal Alliance,,3
Henrik B. Dynesen,Liberal Alliance,,3
Steffen Friis,Liberal Alliance,,3
Susan H. Møller,Liberal Alliance,,3
Michael Pihl,Dansk Folkeparti,,3
Michael Schjelde,Venstre,,2
Nikolaj Brink Olsen,Liberal Alliance,,2
Frederik Max Krag,Liberal Alliance,,1
