kandidat,parti,valgt,stemmer
Sigurd Agersnap,SF,✓,1214
Magnus Von Dreiager,Konservative,,1112
Stinus Lindgreen,Radikale,✓,1030
Monika Rubin,Moderaterne,✓,856
Mattias Tesfaye,Socialdemokratiet,✓,794
Magnus Barsøe,Socialdemokratiet,,722
Signe Wenneberg,Alternativet,✓,577
Mikkel Bjørn,Dansk Folkeparti,✓,441
Christian Vigilius,Konservative,✓,411
Marie Brixtofte,Venstre,✓,322
Freja Brandhøj,Liberal Alliance,✓,318
Trine Dybkjær,Radikale,,278
Sofie F. Villadsen,SF,✓,258
Christina Falkberg,Radikale,,243
Sofie de Bretteville,Socialdemokratiet,✓,240
Maria Ladegaard,Venstre,,230
Julie Ahlefeldt-Laurvig,Konservative,,227
Kim Valentin,Venstre,,216
Isabella Arendt,Konservative,,212
Morten Bødskov,Socialdemokratiet,✓,209
Clara Turms,Enhedslisten,,206
Niels Haxthausen,SF,,162
Ruben Kidde,Radikale,,160
Vivi Nør Jacobsen,SF,,148
Betina Asbæk,Moderaterne,,130
Isabel Havndrup Aackmann,Radikale,,127
Tina Cartey Hansen,Konservative,,105
Troels Stru Schmidt,SF,,88
Jonas Juhl,Liberal Alliance,,84
Maria Durhuus,Socialdemokratiet,,83
Özkan Kocak,Moderaterne,,82
Astrid Søborg,Venstre,,76
Helene Brochmann,SF,,71
Ibrahim Benli,Enhedslisten,✓,70
Bianca Vitting,Enhedslisten,,65
Jens Anton Tingstrøm,Socialdemokratiet,,58
Zandra Thulstrup Pihl,Dansk Folkeparti,,56
Anders Bo Larsen,Venstre,,51
Karan Khosla,Moderaterne,,49
Patrizia Venturelli Christensen,Liberal Alliance,,48
Dorte Vilhelmsen,Konservative,,46
Dorthe Beck-Nyling,Moderaterne,,43
Michael Melchert,Liberal Alliance,,41
Caroline Lochow,Enhedslisten,,40
Hanne Bjørn,Liberal Alliance,,40
Jette Larsen,Konservative,,38
Gunvor Wibroe,Socialdemokratiet,,37
Brian Køster,Radikale,,33
Mikkel Dencker,Dansk Folkeparti,✓,33
Zohair Ali,Radikale,,31
Hans Blaaberg,Dansk Folkeparti,,30
Tenna Røberg,Dansk Folkeparti,,28
Kashif Ahmad,Radikale,,27
Michael Jensen,Dansk Folkeparti,,27
Lars Green Bach,Radikale,,27
Esat Senturk,Radikale,,27
Frederik Lau Petersen,Moderaterne,,26
Nana Løcke Buttenschøn,Alternativet,,25
Tim Wodskou,Alternativet,,25
Jens Frost,Radikale,,23
Emil Viskum,Enhedslisten,,23
Luise Hjortebjerg,Venstre,,22
Fatih Baran,Enhedslisten,,21
Charlotte Munch,Danmarksdemokraterne,,20
Peter Samir,Alternativet,,20
Frank Clausen,Liberal Alliance,,17
Sebastian Mylsted,Danmarksdemokraterne,,17
Kim Hammer,Dansk Folkeparti,,17
Christopher Blomsterberg-Thaysen,Venstre,,16
Jacqueline Kristensen,Liberal Alliance,,16
Helge Bo Jensen,Enhedslisten,,15
Thomas Lindqvist,Alternativet,,15
Morten Dehn,Borgernes Parti,,14
Taner Genc,SF,,14
Thomas Anker,Alternativet,,14
Vibeke Westh,Socialdemokratiet,,13
Sigurd Hebo Lønholdt,Konservative,,12
Alexander Bruhn Skjøth,SF,,10
Allan Orland,Borgernes Parti,,10
Zishan Ali,Moderaterne,,10
Sune Rastad Bahn,Enhedslisten,,9
Frederik Lundberg,Borgernes Parti,,9
Mathias Fuglsang,Borgernes Parti,,8
Søren T. Fugleberg,Borgernes Parti,,5
David Ibsen,Liberal Alliance,,5
Ricki Vejsmose,Venstre,,4
Susanne Damsgaard,Danmarksdemokraterne,,4
Jesper Callesen,Alternativet,,2
