kandidat,parti,valgt,stemmer
Bjørn Brandenborg,Socialdemokratiet,✓,7930
Amanda Heitmann,Venstre,✓,984
Victoria Velásquez,Enhedslisten,✓,850
Marlene Ambo-Rasmussen,Venstre,✓,817
Trine Bramsen,Socialdemokratiet,✓,733
Mai Mercado,Konservative,✓,716
Karsten Hønge,SF,✓,704
Lars Aagaard,Moderaterne,✓,701
Lise Müller,SF,✓,569
Jesper Kiel,Enhedslisten,,537
Katrine Daugaard,Liberal Alliance,✓,423
Alex Ahrendtsen,Dansk Folkeparti,✓,405
Rosa Eriksen,Moderaterne,,281
Lars Nissen,SF,,279
Jan Werner Mathiasen,Radikale,,259
Torben Povlsen,Venstre,,240
Joachim Hoffmann-Petersen,Konservative,,233
Malte Jäger,Liberal Alliance,,208
Nikolaj Vang,Danmarksdemokraterne,,201
Anastasia Milthers,Radikale,✓,185
Johan Emil Sevelsted,Konservative,,182
Jeppe Bruus,Socialdemokratiet,✓,174
Jens Henrik W. Thulesen Dahl,Danmarksdemokraterne,✓,155
Anne Møllegaard Mortensen,Dansk Folkeparti,,131
Jakob Larsen,Radikale,,126
Charlotte Ellenberger,SF,,114
Camilla Schuster Nygaard,Moderaterne,,113
Sara Emil Baaring,Socialdemokratiet,,112
Linda Frølund,Alternativet,,112
Tobias Weische,Dansk Folkeparti,,109
Suzette Frovin,SF,,100
Claus Oxfeldt,Venstre,,93
Stine Larsen,Alternativet,,93
Kim Aas,Socialdemokratiet,,89
Nynne Printz,SF,,85
Pia Offer Madsen,Liberal Alliance,,82
Sofie Mosgaard,Venstre,,77
Laura Elise Andersen-Mühl,SF,,75
Allan Holm,Borgernes Parti,,74
Klavs Norup Lauridsen,Konservative,,67
Thomas Skriver Jensen,Socialdemokratiet,✓,63
Niels Bolding,Dansk Folkeparti,,61
Maria Gudme,Socialdemokratiet,,60
Anja Lund,Venstre,,56
Linda Bollerup,SF,,54
Vivian Lindberg Larsen,Danmarksdemokraterne,,50
Anna Katrine Leth Rehn,SF,,50
Gustav Wilde,Liberal Alliance,,46
Reza Javid,Enhedslisten,,44
Simon Meyer Off,SF,,43
Maria Dalum,Alternativet,,42
Matilde Skov-Hansen,Alternativet,,42
Mette Skaarup,Enhedslisten,,42
Vibeke Syppli Enrum,Enhedslisten,,40
Romeo Troelsgaard,Dansk Folkeparti,,38
Charlotte Møller-Madsen,Borgernes Parti,,37
Kim Lei-Jensen,Radikale,,36
Nikolaj Leed Henriksen,Venstre,,35
Natasja Bruun Knudsen,Konservative,,35
John Hoppe,Konservative,,34
Anne Fiber,Konservative,,32
Lasse Haugaard Pedersen,Socialdemokratiet,,32
Stine Øllegaard,Enhedslisten,,31
Andreas Fjord Larsen,Venstre,,23
Araz Khan,Liberal Alliance,,21
Daniel Juhl,Borgernes Parti,,20
Anja Busch,Borgernes Parti,,20
Johannes Skov Pedersen,SF,,19
Andreas Lausen,Moderaterne,,18
Bodil Helbo,Alternativet,,18
Kaj Alstrup,Enhedslisten,,17
Torsten Ringgaard,Enhedslisten,,16
Tobias Bennedsen,Konservative,,16
Thomas Estrup,Liberal Alliance,,15
Martin Kjærulff,Alternativet,,13
Bo Tønnesen,Alternativet,,12
Jacob Holm,Alternativet,,10
Martin Lissner,Liberal Alliance,,9
Tonny Vest,Liberal Alliance,,6
Ole Dupont Kofod,Alternativet,,3
