kandidat,parti,valgt,stemmer
Christian Vigilius,Konservative,✓,2581
Marie Brixtofte,Venstre,✓,1816
Monika Rubin,Moderaterne,✓,1579
Mattias Tesfaye,Socialdemokratiet,✓,865
Signe Wenneberg,Alternativet,✓,837
Trine Dybkjær,Radikale,,559
Mikkel Bjørn,Dansk Folkeparti,✓,515
Stinus Lindgreen,Radikale,✓,499
Freja Brandhøj,Liberal Alliance,✓,495
Helene Brochmann,SF,,397
Kim Valentin,Venstre,,391
Isabella Arendt,Konservative,,386
Ruben Kidde,Radikale,,353
Patrizia Venturelli Christensen,Liberal Alliance,,310
Julie Ahlefeldt-Laurvig,Konservative,,301
Sigurd Agersnap,SF,✓,264
Magnus Barsøe,Socialdemokratiet,,248
Betina Asbæk,Moderaterne,,236
Magnus Von Dreiager,Konservative,,230
Morten Bødskov,Socialdemokratiet,✓,221
Christina Falkberg,Radikale,,217
Sofie F. Villadsen,SF,✓,182
Vibeke Westh,Socialdemokratiet,,173
Sofie de Bretteville,Socialdemokratiet,✓,169
Jonas Juhl,Liberal Alliance,,158
Bianca Vitting,Enhedslisten,,142
Tina Cartey Hansen,Konservative,,134
Clara Turms,Enhedslisten,,131
Jens Anton Tingstrøm,Socialdemokratiet,,95
Özkan Kocak,Moderaterne,,90
Vivi Nør Jacobsen,SF,,82
Isabel Havndrup Aackmann,Radikale,,81
Maria Ladegaard,Venstre,,78
Luise Hjortebjerg,Venstre,,77
Maria Durhuus,Socialdemokratiet,,76
Astrid Søborg,Venstre,,68
Troels Stru Schmidt,SF,,65
Ibrahim Benli,Enhedslisten,✓,61
Anders Bo Larsen,Venstre,,59
Karan Khosla,Moderaterne,,55
Dorte Vilhelmsen,Konservative,,51
Dorthe Beck-Nyling,Moderaterne,,47
Zandra Thulstrup Pihl,Dansk Folkeparti,,46
Michael Melchert,Liberal Alliance,,45
Kashif Ahmad,Radikale,,39
Brian Køster,Radikale,,37
Caroline Lochow,Enhedslisten,,37
Hanne Bjørn,Liberal Alliance,,36
Hans Blaaberg,Dansk Folkeparti,,34
Jens Frost,Radikale,,30
Frederik Lau Petersen,Moderaterne,,30
Jette Larsen,Konservative,,30
Sigurd Hebo Lønholdt,Konservative,,30
Esat Senturk,Radikale,,29
Gunvor Wibroe,Socialdemokratiet,,29
Emil Viskum,Enhedslisten,,26
Zohair Ali,Radikale,,26
Tenna Røberg,Dansk Folkeparti,,26
Frank Clausen,Liberal Alliance,,25
Nana Løcke Buttenschøn,Alternativet,,23
Christopher Blomsterberg-Thaysen,Venstre,,22
Tim Wodskou,Alternativet,,20
Lars Green Bach,Radikale,,19
Sebastian Mylsted,Danmarksdemokraterne,,19
Fatih Baran,Enhedslisten,,19
Peter Samir,Alternativet,,18
Jesper Callesen,Alternativet,,18
Charlotte Munch,Danmarksdemokraterne,,16
Morten Dehn,Borgernes Parti,,16
Mathias Fuglsang,Borgernes Parti,,16
Michael Jensen,Dansk Folkeparti,,15
Mikkel Dencker,Dansk Folkeparti,✓,14
David Ibsen,Liberal Alliance,,14
Helge Bo Jensen,Enhedslisten,,13
Thomas Anker,Alternativet,,13
Zishan Ali,Moderaterne,,13
Susanne Damsgaard,Danmarksdemokraterne,,13
Thomas Lindqvist,Alternativet,,12
Jacqueline Kristensen,Liberal Alliance,,12
Niels Haxthausen,SF,,12
Alexander Bruhn Skjøth,SF,,11
Frederik Lundberg,Borgernes Parti,,10
Taner Genc,SF,,9
Sune Rastad Bahn,Enhedslisten,,7
Kim Hammer,Dansk Folkeparti,,7
Ricki Vejsmose,Venstre,,5
Allan Orland,Borgernes Parti,,5
Søren T. Fugleberg,Borgernes Parti,,3
