kandidat,parti,valgt,stemmer
Mattias Tesfaye,Socialdemokratiet,✓,1019
Jens Anton Tingstrøm,Socialdemokratiet,,920
Sigurd Agersnap,SF,✓,680
Mikkel Bjørn,Dansk Folkeparti,✓,672
Stinus Lindgreen,Radikale,✓,594
Monika Rubin,Moderaterne,✓,544
Astrid Søborg,Venstre,,531
Christina Falkberg,Radikale,,507
Signe Wenneberg,Alternativet,✓,481
Morten Bødskov,Socialdemokratiet,✓,418
Sofie F. Villadsen,SF,✓,416
Ibrahim Benli,Enhedslisten,✓,345
Clara Turms,Enhedslisten,,303
Magnus Barsøe,Socialdemokratiet,,292
Sofie de Bretteville,Socialdemokratiet,✓,289
Vivi Nør Jacobsen,SF,,267
Christian Vigilius,Konservative,✓,250
Julie Ahlefeldt-Laurvig,Konservative,,199
Trine Dybkjær,Radikale,,180
Freja Brandhøj,Liberal Alliance,✓,173
Isabella Arendt,Konservative,,169
Troels Stru Schmidt,SF,,165
Zohair Ali,Radikale,,153
Marie Brixtofte,Venstre,✓,153
Maria Durhuus,Socialdemokratiet,,138
Kim Valentin,Venstre,,130
Magnus Von Dreiager,Konservative,,129
Ruben Kidde,Radikale,,127
Özkan Kocak,Moderaterne,,114
Kashif Ahmad,Radikale,,111
Isabel Havndrup Aackmann,Radikale,,97
Sune Rastad Bahn,Enhedslisten,,92
Jonas Juhl,Liberal Alliance,,83
Helene Brochmann,SF,,82
Bianca Vitting,Enhedslisten,,79
Gunvor Wibroe,Socialdemokratiet,,77
Tina Cartey Hansen,Konservative,,77
Caroline Lochow,Enhedslisten,,74
Betina Asbæk,Moderaterne,,74
Jacqueline Kristensen,Liberal Alliance,,73
Tenna Røberg,Dansk Folkeparti,,66
Hans Blaaberg,Dansk Folkeparti,,64
Susanne Damsgaard,Danmarksdemokraterne,,60
Anders Bo Larsen,Venstre,,59
Zishan Ali,Moderaterne,,57
Esat Senturk,Radikale,,55
Taner Genc,SF,,51
Fatih Baran,Enhedslisten,,50
Maria Ladegaard,Venstre,,47
Dorthe Beck-Nyling,Moderaterne,,44
Karan Khosla,Moderaterne,,42
Emil Viskum,Enhedslisten,,40
Niels Haxthausen,SF,,37
Patrizia Venturelli Christensen,Liberal Alliance,,36
Michael Jensen,Dansk Folkeparti,,36
Brian Køster,Radikale,,33
Charlotte Munch,Danmarksdemokraterne,,33
Zandra Thulstrup Pihl,Dansk Folkeparti,,30
Thomas Lindqvist,Alternativet,,30
Peter Samir,Alternativet,,29
Tim Wodskou,Alternativet,,29
Nana Løcke Buttenschøn,Alternativet,,27
Lars Green Bach,Radikale,,27
Jette Larsen,Konservative,,27
Kim Hammer,Dansk Folkeparti,,27
Vibeke Westh,Socialdemokratiet,,26
Mikkel Dencker,Dansk Folkeparti,✓,26
Hanne Bjørn,Liberal Alliance,,25
Dorte Vilhelmsen,Konservative,,24
Michael Melchert,Liberal Alliance,,23
Jens Frost,Radikale,,23
Christopher Blomsterberg-Thaysen,Venstre,,22
Morten Dehn,Borgernes Parti,,22
Luise Hjortebjerg,Venstre,,22
Helge Bo Jensen,Enhedslisten,,22
Alexander Bruhn Skjøth,SF,,22
Mathias Fuglsang,Borgernes Parti,,20
Sebastian Mylsted,Danmarksdemokraterne,,20
David Ibsen,Liberal Alliance,,20
Frank Clausen,Liberal Alliance,,19
Frederik Lau Petersen,Moderaterne,,19
Thomas Anker,Alternativet,,16
Sigurd Hebo Lønholdt,Konservative,,14
Allan Orland,Borgernes Parti,,12
Ricki Vejsmose,Venstre,,11
Frederik Lundberg,Borgernes Parti,,7
Søren T. Fugleberg,Borgernes Parti,,7
Jesper Callesen,Alternativet,,5
