kandidat,parti,valgt,stemmer
Rasmus Stoklund,Socialdemokratiet,,2304
Jacob Mark,SF,,1861
Hans Andersen,Venstre,,1210
Mette Thiesen,Dansk Folkeparti,,968
Chelle Lilly Albøge,Liberal Alliance,,876
Fie Hækkerup,Socialdemokratiet,,806
Anja Rosengreen,SF,,715
Martin Lidegaard,Radikale,,711
Mette Abildgaard,Konservative,,692
Frederik Germann,Konservative,,681
Sophie Løhde,Venstre,,577
Anna Poulsen,SF,,361
Rasmus Lund-Nielsen,Moderaterne,,345
Gert Løfgren,Dansk Folkeparti,,316
Matilde Powers,Socialdemokratiet,,297
Louise Mehnke,Socialdemokratiet,,215
Marianne Bigum,SF,,203
Daniel Drefeld,Konservative,,188
Sinem Dybvad Demir,Enhedslisten,,176
Emil Nielsen,SF,,160
Birgitte Bergman,Konservative,,142
Charlotte Haagendrup,Moderaterne,,137
Helene Brydensholt,Alternativet,,129
Rasmus Petersen,Enhedslisten,,129
Mikkel Hartwich,Dansk Folkeparti,,126
Katrine Schiller,Danmarksdemokraterne,,122
Pia Adelsteen,Dansk Folkeparti,,117
Nanna Høyrup,Alternativet,,107
Steffen W. Frølund,Liberal Alliance,,107
Pernille Christensen,Moderaterne,,105
Emma Juul Hansen,Konservative,,103
Emilie Schytte,Borgernes Parti,,100
Christopher Arzrouni,Liberal Alliance,,98
Tue Villebro,Venstre,,94
Marianne Lynghøj,Venstre,,93
Carolina Cámara,Enhedslisten,,87
Peter Faber,Borgernes Parti,,82
Katarina Ammitzbøll,Venstre,,69
Lars Bregnbak,Danmarksdemokraterne,,68
Søren Rye,Socialdemokratiet,,60
Jette Juul,Dansk Folkeparti,,60
Maibritt Nielsen,Danmarksdemokraterne,,59
Henrik Møller,Socialdemokratiet,,58
Freja Eva Lockenwitz,Radikale,,57
Annette Rieva,Venstre,,55
Brian Lyck Jørgensen,Dansk Folkeparti,,52
Lars Høyer Holmqvist,Liberal Alliance,,52
Hediye Temiz,Radikale,,51
Marlene Harpsøe,Danmarksdemokraterne,,50
Martin Nordstjerne,Borgernes Parti,,47
Emil Andersen,Enhedslisten,,46
Christian Elkjær,Radikale,,42
Stina Egedius Miller,SF,,40
Christoffer Emil Jexen,Enhedslisten,,39
Tine Hessner,Radikale,,39
Christina Thorholm,Radikale,,38
Andreas Raben,Moderaterne,,35
Ulla Kokfelt,Dansk Folkeparti,,32
Egil Hulgaard,Konservative,,31
Annie Hagel,Enhedslisten,,31
Philip Solberg,Liberal Alliance,,29
Mikkel Westh Jepsen,Radikale,,28
Elias Julius Binggeli,SF,,28
Ayhan Kilic,Moderaterne,,27
Rasmus Harning,Alternativet,,21
Mariane Lunden,Alternativet,,21
Salik Anders Rosing,Alternativet,,20
Robert Mørck,Liberal Alliance,,19
Jens Skov,SF,,17
Sten Schmidl Søbjærg,Liberal Alliance,,14
Kira Danholm,Liberal Alliance,,14
Steffen Sjørslev,Liberal Alliance,,12
Tine Loft Thomsen,Alternativet,,12
Morten Hvidberg Greve,Alternativet,,12
Steen Tofteng,Liberal Alliance,,9
Sofie Faureholm Lundsberg,Alternativet,,9
Ingrid Heintz,Alternativet,,7
Simon Rigét,Alternativet,,6
Johannes Joyce,Liberal Alliance,,3
