kandidat,parti,valgt,stemmer
Mette Abildgaard,Konservative,,3812
Martin Lidegaard,Radikale,,2784
Jacob Mark,SF,,1692
Sophie Løhde,Venstre,,1626
Marianne Lynghøj,Venstre,,908
Rasmus Lund-Nielsen,Moderaterne,,762
Steffen W. Frølund,Liberal Alliance,,598
Fie Hækkerup,Socialdemokratiet,,593
Mette Thiesen,Dansk Folkeparti,,503
Marianne Bigum,SF,,499
Birgitte Bergman,Konservative,,452
Freja Eva Lockenwitz,Radikale,,380
Emma Juul Hansen,Konservative,,356
Matilde Powers,Socialdemokratiet,,355
Søren Rye,Socialdemokratiet,,349
Rasmus Stoklund,Socialdemokratiet,,345
Christopher Arzrouni,Liberal Alliance,,336
Louise Mehnke,Socialdemokratiet,,289
Katarina Ammitzbøll,Venstre,,271
Lars Høyer Holmqvist,Liberal Alliance,,252
Tine Hessner,Radikale,,251
Pernille Christensen,Moderaterne,,224
Emil Nielsen,SF,,215
Emil Andersen,Enhedslisten,,199
Helene Brydensholt,Alternativet,,199
Christoffer Emil Jexen,Enhedslisten,,187
Christian Elkjær,Radikale,,185
Chelle Lilly Albøge,Liberal Alliance,,185
Hans Andersen,Venstre,,165
Sinem Dybvad Demir,Enhedslisten,,149
Hediye Temiz,Radikale,,149
Christina Thorholm,Radikale,,141
Egil Hulgaard,Konservative,,117
Mikkel Westh Jepsen,Radikale,,113
Charlotte Haagendrup,Moderaterne,,110
Frederik Germann,Konservative,,101
Tue Villebro,Venstre,,99
Carolina Cámara,Enhedslisten,,97
Anja Rosengreen,SF,,96
Mikkel Hartwich,Dansk Folkeparti,,83
Henrik Møller,Socialdemokratiet,,81
Ayhan Kilic,Moderaterne,,79
Andreas Raben,Moderaterne,,65
Anna Poulsen,SF,,64
Daniel Drefeld,Konservative,,61
Philip Solberg,Liberal Alliance,,60
Annette Rieva,Venstre,,59
Stina Egedius Miller,SF,,53
Emilie Schytte,Borgernes Parti,,48
Jette Juul,Dansk Folkeparti,,46
Gert Løfgren,Dansk Folkeparti,,44
Salik Anders Rosing,Alternativet,,40
Martin Nordstjerne,Borgernes Parti,,40
Elias Julius Binggeli,SF,,33
Robert Mørck,Liberal Alliance,,28
Kira Danholm,Liberal Alliance,,28
Marlene Harpsøe,Danmarksdemokraterne,,27
Morten Hvidberg Greve,Alternativet,,27
Peter Faber,Borgernes Parti,,26
Nanna Høyrup,Alternativet,,25
Ulla Kokfelt,Dansk Folkeparti,,24
Pia Adelsteen,Dansk Folkeparti,,24
Jens Skov,SF,,23
Rasmus Harning,Alternativet,,22
Katrine Schiller,Danmarksdemokraterne,,20
Brian Lyck Jørgensen,Dansk Folkeparti,,18
Annie Hagel,Enhedslisten,,17
Lars Bregnbak,Danmarksdemokraterne,,15
Tine Loft Thomsen,Alternativet,,14
Sten Schmidl Søbjærg,Liberal Alliance,,14
Steffen Sjørslev,Liberal Alliance,,13
Ingrid Heintz,Alternativet,,11
Steen Tofteng,Liberal Alliance,,10
Rasmus Petersen,Enhedslisten,,9
Maibritt Nielsen,Danmarksdemokraterne,,9
Mariane Lunden,Alternativet,,9
Simon Rigét,Alternativet,,9
Sofie Faureholm Lundsberg,Alternativet,,5
Johannes Joyce,Liberal Alliance,,4
