kandidat,parti,valgt,stemmer
Mattias Tesfaye,Socialdemokratiet,,784
Jens Anton Tingstrøm,Socialdemokratiet,,730
Mikkel Bjørn,Dansk Folkeparti,,562
Sigurd Agersnap,SF,,485
Astrid Søborg,Venstre,,420
Monika Rubin,Moderaterne,,390
Christina Falkberg,Radikale,,370
Morten Bødskov,Socialdemokratiet,,361
Stinus Lindgreen,Radikale,,358
Signe Wenneberg,Alternativet,,332
Ibrahim Benli,Enhedslisten,,307
Sofie F. Villadsen,SF,,303
Clara Turms,Enhedslisten,,227
Sofie de Bretteville,Socialdemokratiet,,217
Magnus Barsøe,Socialdemokratiet,,211
Vivi Nør Jacobsen,SF,,201
Christian Vigilius,Konservative,,181
Julie Ahlefeldt-Laurvig,Konservative,,141
Zohair Ali,Radikale,,135
Freja Brandhøj,Liberal Alliance,,131
Isabella Arendt,Konservative,,123
Trine Dybkjær,Radikale,,121
Marie Brixtofte,Venstre,,113
Troels Stru Schmidt,SF,,112
Maria Durhuus,Socialdemokratiet,,108
Kim Valentin,Venstre,,104
Kashif Ahmad,Radikale,,97
Magnus Von Dreiager,Konservative,,83
Ruben Kidde,Radikale,,81
Özkan Kocak,Moderaterne,,80
Sune Rastad Bahn,Enhedslisten,,71
Helene Brochmann,SF,,66
Jonas Juhl,Liberal Alliance,,64
Caroline Lochow,Enhedslisten,,61
Bianca Vitting,Enhedslisten,,61
Hans Blaaberg,Dansk Folkeparti,,60
Isabel Havndrup Aackmann,Radikale,,60
Tenna Røberg,Dansk Folkeparti,,58
Tina Cartey Hansen,Konservative,,56
Gunvor Wibroe,Socialdemokratiet,,55
Zishan Ali,Moderaterne,,53
Betina Asbæk,Moderaterne,,53
Susanne Damsgaard,Danmarksdemokraterne,,50
Anders Bo Larsen,Venstre,,48
Fatih Baran,Enhedslisten,,42
Esat Senturk,Radikale,,42
Taner Genc,SF,,41
Jacqueline Kristensen,Liberal Alliance,,40
Dorthe Beck-Nyling,Moderaterne,,36
Emil Viskum,Enhedslisten,,35
Karan Khosla,Moderaterne,,34
Michael Jensen,Dansk Folkeparti,,31
Maria Ladegaard,Venstre,,30
Patrizia Venturelli Christensen,Liberal Alliance,,29
Charlotte Munch,Danmarksdemokraterne,,27
Niels Haxthausen,SF,,25
Peter Samir,Alternativet,,24
Hanne Bjørn,Liberal Alliance,,23
Zandra Thulstrup Pihl,Dansk Folkeparti,,23
Brian Køster,Radikale,,22
Tim Wodskou,Alternativet,,21
Kim Hammer,Dansk Folkeparti,,21
Morten Dehn,Borgernes Parti,,20
Jette Larsen,Konservative,,20
Lars Green Bach,Radikale,,19
Nana Løcke Buttenschøn,Alternativet,,19
Helge Bo Jensen,Enhedslisten,,19
Luise Hjortebjerg,Venstre,,19
Mikkel Dencker,Dansk Folkeparti,,19
Frank Clausen,Liberal Alliance,,18
Alexander Bruhn Skjøth,SF,,18
Christopher Blomsterberg-Thaysen,Venstre,,18
Jens Frost,Radikale,,17
Vibeke Westh,Socialdemokratiet,,17
Sebastian Mylsted,Danmarksdemokraterne,,17
Dorte Vilhelmsen,Konservative,,16
Thomas Lindqvist,Alternativet,,16
Michael Melchert,Liberal Alliance,,15
Thomas Anker,Alternativet,,15
Mathias Fuglsang,Borgernes Parti,,14
Frederik Lau Petersen,Moderaterne,,14
David Ibsen,Liberal Alliance,,11
Allan Orland,Borgernes Parti,,9
Ricki Vejsmose,Venstre,,9
Søren T. Fugleberg,Borgernes Parti,,7
Sigurd Hebo Lønholdt,Konservative,,7
Frederik Lundberg,Borgernes Parti,,6
Jesper Callesen,Alternativet,,2
