kandidat,parti,valgt,stemmer
Lea Wermelin,Socialdemokratiet,,523
Peter Juel-Jensen,Venstre,,424
Sebastian Bloch Jensen,SF,,104
Bo Vibe Ancher Jensen,Dansk Folkeparti,,93
Kirstine van Sabben,Moderaterne,,87
Niklas Stenbye,Venstre,,85
Michael Hendriksen,Danmarksdemokraterne,,54
Kristoffer Kromand,Konservative,,49
Sofie Christiansen,SF,,36
Morten Riis,Enhedslisten,,34
Helle Munk Ravnborg,Enhedslisten,,28
Kasper Flygare,Socialdemokratiet,,27
Christian Faurholdt Jeppesen,Socialdemokratiet,,20
Asta Kofod,Enhedslisten,,11
Eik Dahl Bidstrup,Liberal Alliance,,11
Laila Stougaard Kofoed Espersen,Radikale,,11
Sofie Valbjørn,Alternativet,,9
Lasse Oszadlik,Moderaterne,,4
Peter Svarre Fridolf,Konservative,,4
Charlotte Friberg Henriksen,Borgernes Parti,,3
Kim Hjerrild,Alternativet,,3
Simon Bech Munch-Petersen,Radikale,,2
Birthe Tindbæk Bredo,Venstre,,2
