kandidat,parti,valgt,stemmer
Mogens Jensen,Socialdemokratiet,,1008
Trine Jepsen,Venstre,,784
Søren Gade,Venstre,,779
Signe Munk,SF,,458
Betina Kastbjerg,Danmarksdemokraterne,,357
Philip Vivet,Radikale,,290
Dennis Flydtkjær,Danmarksdemokraterne,,274
Carsten Bach,Liberal Alliance,,215
Dina Andersen-Raabjerg,Konservative,,212
Marianne Karlsmose,Konservative,,187
Vinnie Borbjerg,Socialdemokratiet,,128
Thomas Danielsen,Venstre,,122
Morten E.G. Brautsch,Moderaterne,,117
Søren Boel Olesen,Dansk Folkeparti,,90
Thorbjørn Jacobsen,Liberal Alliance,,88
Anne Paulin,Socialdemokratiet,,87
Mads Fuglede,Danmarksdemokraterne,,87
Stine Ry Andersen,Enhedslisten,,77
Gorm Hoff Lauridsen,Konservative,,76
Lise Bertelsen,Konservative,,74
Helle Jensen,Liberal Alliance,,66
Katrine Evelyn Jensen,Socialdemokratiet,,65
Michelle Sundahl,Dansk Folkeparti,,59
Emma Thorup Jacobsen,SF,,59
Lone Langballe,Dansk Folkeparti,,57
Anders Andreasen,Socialdemokratiet,,51
Knud Nielsen,Dansk Folkeparti,,51
Helge K. Frandsen,Borgernes Parti,,40
Eva Borchorst Mejnertz,Socialdemokratiet,,39
Nils Brøgger,SF,,38
Siff Tang Lassen,Konservative,,35
Michael Nielsen,Moderaterne,,32
Erik Flyvholm,Venstre,,29
Jarl Matthiesen,Venstre,,28
Niels Kristian Larsen,SF,,28
Jes Halfdan,Borgernes Parti,,26
Martin Sanderhoff,Moderaterne,,26
Ralf Høgedal,Venstre,,25
Michael Valbjørn,Liberal Alliance,,23
Lone Kjær Hein,Radikale,,22
Mikael Würtz,Dansk Folkeparti,,20
Signe Sofie Larsen,Alternativet,,20
Jeppe von Berg,Moderaterne,,19
Nicklas Stampe Raabjerg,Alternativet,,18
Lars Dohn,Enhedslisten,,18
Keld Lorenzen,Liberal Alliance,,18
Casper Hindkjær,Radikale,,18
Knud Gaarn-Larsen,Udenfor parti,,17
Frederik Houmann Thuesen,Venstre,,17
Lisbeth Torfing,Enhedslisten,,16
Michael Grove,Konservative,,15
Morten Høgh,Venstre,,15
Marcus Juul Grønbæk,Danmarksdemokraterne,,15
Lennart Qvist,Konservative,,14
Anders Bøge,SF,,13
Aksel Rosager Johansen,Enhedslisten,,13
Nicklas Verne,Konservative,,12
Lise Jørgensen,Socialdemokratiet,,12
Christian Juhl,Enhedslisten,,11
Kim Pagels,Radikale,,10
Hanne Frølund,Radikale,,10
Kasper B.G. Lauritsen,Socialdemokratiet,,10
Peter Bilgrav,Alternativet,,9
Maria Enemark,Borgernes Parti,,8
Gert Bækgaard,Venstre,,8
Morten Vehl Revsbeck,Danmarksdemokraterne,,8
Bente Refslund,SF,,8
Lars Fibæk,Socialdemokratiet,,7
Henning Lindberg,Enhedslisten,,7
Steffen Troldtoft,Liberal Alliance,,7
Iben Forum Jeppesen,Liberal Alliance,,6
Majbrit Nørgaard,Venstre,,6
Johan Brødsgaard,Radikale,,6
Vivi Altenburg,Danmarksdemokraterne,,5
Svend Stein Olsen,Liberal Alliance,,5
Peter Vestergaard,Radikale,,5
Simon Højer,Konservative,,5
Ragnar Dixen,Liberal Alliance,,5
Jørgen Christian Pedersen,Konservative,,5
Lina Sikora Christiansen,Alternativet,,4
Henning Bo Madsen,Enhedslisten,,4
Kevin Possekel,Liberal Alliance,,4
Lau Sørensen,Konservative,,3
Annette Sofia Skotte,Liberal Alliance,,3
Damian Hartvig Mathiesen,Enhedslisten,,2
Peter Kempf Pedersen,Socialdemokratiet,,2
Per Kamp Stefansen,Socialdemokratiet,,1
Didde Krabbe Johannesen,Alternativet,,0
Jacob Abildgaard,Enhedslisten,,0
Steffen Tolstrup,Alternativet,,0
Kasper Thomassen,Venstre,,0
