kandidat,parti,valgt,stemmer
Maria Radoor,Socialdemokratiet,,1749
Stephanie Lose,Venstre,✓,1474
Peter Kofod,Dansk Folkeparti,✓,847
Karina Lorentzen Dehnhardt,SF,✓,807
Christian Rabjerg Madsen,Socialdemokratiet,✓,610
Christian Jørgensen,Liberal Alliance,,330
Lasse Hildingberg,Venstre,,273
Sune Nørgaard Jakobsen,Dansk Folkeparti,,265
Benny Engelbrecht,Socialdemokratiet,✓,197
Cecilie Liv Hansen,Liberal Alliance,✓,192
Frida Bruun,Moderaterne,✓,191
Henrik Frandsen,Moderaterne,✓,181
Karsten Byrgesen,Borgernes Parti,,180
Lotte Rod,Radikale,,170
Birgitte Vind,Socialdemokratiet,✓,152
Jesper Petersen,Socialdemokratiet,✓,134
Christina Foldager,Konservative,,127
Steffen Larsen,Liberal Alliance,,122
Helena Artmann Andresen,Liberal Alliance,✓,115
Selma Bolø,Enhedslisten,,109
Karina Adsbøl,Danmarksdemokraterne,✓,103
Jens Langer Schou,Konservative,,98
Holly Marie Turner,Enhedslisten,,93
Helene Lykke,Liberal Alliance,,81
Rasmus Vestergaard Madsen,Enhedslisten,✓,76
Ina Juul Jensen,SF,,72
Jakob Venø Heiwald,Danmarksdemokraterne,,70
Morten Hell,Moderaterne,,61
Magnus Flensborg,SF,,61
Kenneth Fredslund Petersen,Danmarksdemokraterne,,59
Jannie Boysen Westergaard,Konservative,,55
Tobias Jørgensen,Venstre,,55
Josephine Alstrup Kofod,Dansk Folkeparti,✓,55
Anne Catherine Hoxcer Nielsen,Socialdemokratiet,,51
Nadja Natalie Isaksen,Borgernes Parti,✓,51
Milo Gaarde,SF,,51
Frederik Bloch Münster,Konservative,✓,49
Gitte Eriksen,Konservative,,48
John Rasmussen,Liberal Alliance,,47
Lone Hansen,Moderaterne,,47
Anne Marie Geisler Andersen,Radikale,,47
Coco Mette Cecilie Kjærgaard,Alternativet,,45
Anni Matthiesen,Venstre,✓,43
Niels Henning Bladt,Venstre,,43
Sofus Teislev,SF,,38
Christoffer Aagaard Melson,Venstre,✓,38
Troels Overgaard,Venstre,,37
Kim Alexander Jensen,Liberal Alliance,,33
Jørgen Kvist,SF,✓,33
Gitte Bjerremand Andersen,Moderaterne,,33
Finn Hartvig Nielsen,Radikale,,32
Rasmus Elkjær Larsen,Konservative,,30
Tilde Holch Duedahl,Venstre,,30
Frederik Klakk,Liberal Alliance,,29
Per Knudsen,Dansk Folkeparti,,27
Lars Rømer Olsen,Socialdemokratiet,,27
Christian Mutwa Christensen,SF,,26
Preben Friis-Hauge,Venstre,,25
Rasmus Sandvej,Konservative,,25
Kim Eskesen,Socialdemokratiet,,24
Rune Bønnelykke,Dansk Folkeparti,✓,24
Theis Kylling Hommeltoft,Socialdemokratiet,,24
Ulrik Knudsen,Danmarksdemokraterne,✓,23
Tommi Christensen,Socialdemokratiet,,23
Troels Simonsen,Liberal Alliance,,23
Jan Køpke Christensen,Borgernes Parti,,22
Kim Andkjær Doberck,Dansk Folkeparti,,22
Timm Bøttger,SF,,21
Cecilie C. Johannsen,Konservative,,21
Jørn Dohrmann,Borgernes Parti,,20
Thomas Majgaard Byrsing,Danmarksdemokraterne,,20
Morten Trillingsgaard Høybye,Konservative,,19
Dan Arnløv,Konservative,,18
Thomas Andresen,Venstre,,18
Anders Kronborg,Socialdemokratiet,✓,18
Christian Kirk,Dansk Folkeparti,,18
Susanne Blegvad Posselt,SF,,17
Carl Andersen,Liberal Alliance,,16
Helene Hellesøe Appel,Enhedslisten,,16
Patrick Bryhl,Danmarksdemokraterne,,16
Astrid Fogh,Alternativet,,15
Nils Sjøberg,Radikale,,15
Lilje Holm,Enhedslisten,,15
Kris Jensen Skriver,Socialdemokratiet,,14
Christian Fini Mosegaard,Liberal Alliance,,13
Jim Zakaria,Dansk Folkeparti,,13
Rune Højer,Dansk Folkeparti,,12
Bjørn Laursen,Socialdemokratiet,,11
Lasse Skov Ovesen,Radikale,,11
Lars Mogensen,Enhedslisten,,11
Jesper Bierbaum,Venstre,,11
Nicholas Wentworth,Radikale,,10
Gunver Birgitte Nielsen,Konservative,,10
Klaus Sandfeld,Venstre,,9
Sarah Nørris,Enhedslisten,,9
Mads-Magnus Damm,Dansk Folkeparti,,9
Barbara Krarup Hansen,Radikale,,8
Phillip Kjær Luscombe,Venstre,,8
Tobias Brus Mikkelsen,Dansk Folkeparti,,8
Lasse Harder Schousboe,Enhedslisten,,7
Johanna-Maria Precht,Enhedslisten,,7
Allan Svendsen,Dansk Folkeparti,,7
Carsten Sohl,Alternativet,,7
Ole Lynggaard Jørgensen,Radikale,,6
Mathias D. Christiansen,Enhedslisten,,6
Bo Nielsen,Alternativet,,5
Hans Biering Fonsbøl,Alternativet,,4
Ane Line Søndergaard,Alternativet,,4
Kristian Thomsen,Konservative,,4
Christian Tarbensen,Konservative,,3
Benny Dall,Enhedslisten,,3
Bodil Nielsen,Alternativet,,2
Edvard Korsbæk,Alternativet,,2
Bjarne Lastein,Radikale,,2
Mikael Hertig,Alternativet,,0
Mikael Winther,Alternativet,,0
