kandidat,parti,valgt,stemmer
Pelle Dragsted,Enhedslisten,✓,2353
Franciska Rosenkilde,Alternativet,✓,1147
Jakob Engel-Schmidt,Moderaterne,✓,919
Samira Nawa,Radikale,✓,871
Ida Auken,Socialdemokratiet,✓,762
Peter Hummelgaard,Socialdemokratiet,✓,570
Rosa Lund,Enhedslisten,✓,564
Mads Strange,Liberal Alliance,✓,484
Magnus Georg Jensen,Radikale,✓,425
Lisbeth Bech-Nielsen,SF,✓,397
Ole Birk Olesen,Liberal Alliance,✓,354
Lise Coermann,Alternativet,,348
Pil Christensen,Enhedslisten,,340
Helle Bonnesen,Konservative,✓,334
Thomas Rohden,Radikale,✓,323
Jan E. Jørgensen,Venstre,,301
Linea Søgaard-Lidell,Venstre,,282
Anders Storgaard,Konservative,✓,223
Nanna Bonde,SF,✓,223
Carl Valentin,SF,✓,217
Alexander Ryle,Liberal Alliance,,204
Merete Riisager,Liberal Alliance,,193
Leila Stockmarr,Enhedslisten,✓,153
Sophie Hæstorp Andersen,Socialdemokratiet,✓,139
Nikolaj Bøgh,Konservative,,139
Mathilde Vinther,Enhedslisten,,136
Theresa Scavenius,Udenfor parti,,133
Helene Fagerhøj,Konservative,,125
Ellen Emilie,Moderaterne,✓,122
Sadek Al-Amood,SF,,114
Jiesper Tristan Pedersen,Alternativet,,114
Maria Georgi Sloth,Radikale,,112
Emil Moselund,Radikale,,112
Julie Herdal,Radikale,,109
Halime Oguz,SF,,108
Allan Feldt,Dansk Folkeparti,✓,106
Line Ervolder,Konservative,,99
Mette Reissmann,Socialdemokratiet,,97
Helene Langager,Radikale,,92
Anne-Sofie Sadolin,Radikale,,86
Camilla Hoffmann,Socialdemokratiet,,84
Mia Tang,Konservative,,81
Nanna W. Gotfredsen,Moderaterne,,81
Yildiz Akdogan,Socialdemokratiet,,78
Carina Høedt,Konservative,,77
Mads Sebbelov,Moderaterne,,73
Anders Havelund Krøyer,Konservative,,72
Niels Peder Ravn,Konservative,,67
Anders Sørensen,Alternativet,,66
Frederik Rosberg,Radikale,,61
Pernille Birch,Konservative,,60
Cecilie Louise Balbay Holdt,SF,,53
Merete Dea Larsen,Dansk Folkeparti,,51
Rasmus Bjergegaard,Konservative,,51
Ali Qais,Moderaterne,,50
Kasper Nordborg Kiær,SF,,49
Rune Palm,SF,,46
Mikkel Senna Odoom,Radikale,,44
Marcus Vesterager,Socialdemokratiet,,42
Jan Kristoffersen,Alternativet,,40
Mikkel Sammy Christensen,SF,,36
Pil Yildiz,Enhedslisten,,35
Thomas Markmann,Radikale,,32
Denise Rostgaard,Dansk Folkeparti,,31
Asbjørn Reissmann,Socialdemokratiet,,28
Natascha Remvig,Venstre,,28
Lisbeth Dam Larsen,Moderaterne,,27
Charlotte Lund,Enhedslisten,,27
Maria Sofie Petersen,Enhedslisten,,26
Qasam Nazir Ahmad,Alternativet,,26
Roger Courage Matthisen,Alternativet,,25
Anders Fausbøll,Venstre,,24
Laura Emilie Fabricius-Lauritzen,Liberal Alliance,,22
Line Østergaard Olsen,Liberal Alliance,,19
Erik Jensen,Socialdemokratiet,,19
Catharina Næsby Malkki,Alternativet,,19
Emilla Møller,Socialdemokratiet,,18
Paw Karslund,Dansk Folkeparti,,18
Claus Buch,Venstre,,18
Malene Sandfeld,Venstre,,17
Mette Bram,Alternativet,,16
Lasse Vogel Andersen,Konservative,,16
Rikke Hansen,Borgernes Parti,,16
Rasmus Paludan,Udenfor parti,,14
David Rønne,Enhedslisten,,13
Nikolai Eskild Jensen,Alternativet,,13
Flemming Steenlykke,Borgernes Parti,,12
Vibeke Frost,Alternativet,,12
Reinout Bosch,Enhedslisten,,12
Noah Sturis,Alternativet,,12
Marianne Mortensen,Radikale,,12
Martin Sibast,Danmarksdemokraterne,,11
Zeynep Bardakci,Venstre,,10
Charlotte Nellemann,Liberal Alliance,,10
Bjarke Bisgaard Yolal,SF,,10
Per Nørgaard Andersen,Liberal Alliance,,9
Peter Martin Jakobsen,Alternativet,,8
Stig Ekman,Socialdemokratiet,,6
Mette Bloch Hansen,Enhedslisten,,6
Eva Bechmann,Danmarksdemokraterne,,5
Jan Schumann,Alternativet,,5
Mikkel Bahl,Alternativet,,5
Torben Guldbæk,Liberal Alliance,,5
Kim Larsen,Enhedslisten,,4
Morten Bering,SF,,4
Benny Bindslev,Danmarksdemokraterne,,3
Jakob Ravn Karlsen,Alternativet,,3
Jarl Feyling,Socialdemokratiet,,1
John Erik Wagner,Udenfor parti,,0
Rashid Ali,Udenfor parti,,0
