kandidat,parti,valgt,stemmer
Morten Bødskov,Socialdemokratiet,,1014
Mattias Tesfaye,Socialdemokratiet,,362
Mikkel Bjørn,Dansk Folkeparti,,240
Sofie F. Villadsen,SF,,152
Signe Wenneberg,Alternativet,,132
Monika Rubin,Moderaterne,,120
Sofie de Bretteville,Socialdemokratiet,,103
Ibrahim Benli,Enhedslisten,,103
Vivi Nør Jacobsen,SF,,101
Clara Turms,Enhedslisten,,93
Christian Vigilius,Konservative,,88
Sigurd Agersnap,SF,,86
Zohair Ali,Radikale,,73
Troels Stru Schmidt,SF,,71
Jette Larsen,Konservative,,66
Maria Durhuus,Socialdemokratiet,,60
Kashif Ahmad,Radikale,,57
Isabella Arendt,Konservative,,53
Özkan Kocak,Moderaterne,,52
Stinus Lindgreen,Radikale,,52
Freja Brandhøj,Liberal Alliance,,52
Kim Hammer,Dansk Folkeparti,,49
Bianca Vitting,Enhedslisten,,44
Esat Senturk,Radikale,,44
Zishan Ali,Moderaterne,,44
Trine Dybkjær,Radikale,,41
Magnus Barsøe,Socialdemokratiet,,40
Christina Falkberg,Radikale,,39
Tina Cartey Hansen,Konservative,,30
Marie Brixtofte,Venstre,,29
Kim Valentin,Venstre,,27
Jonas Juhl,Liberal Alliance,,23
Caroline Lochow,Enhedslisten,,22
Tenna Røberg,Dansk Folkeparti,,21
Jens Anton Tingstrøm,Socialdemokratiet,,21
Ruben Kidde,Radikale,,20
Isabel Havndrup Aackmann,Radikale,,20
Zandra Thulstrup Pihl,Dansk Folkeparti,,19
Luise Hjortebjerg,Venstre,,17
Maria Ladegaard,Venstre,,17
Hans Blaaberg,Dansk Folkeparti,,17
Charlotte Munch,Danmarksdemokraterne,,17
Emil Viskum,Enhedslisten,,16
Magnus Von Dreiager,Konservative,,15
Gunvor Wibroe,Socialdemokratiet,,15
Helene Brochmann,SF,,13
Mikkel Dencker,Dansk Folkeparti,,13
Fatih Baran,Enhedslisten,,13
Anders Bo Larsen,Venstre,,13
Betina Asbæk,Moderaterne,,12
Julie Ahlefeldt-Laurvig,Konservative,,12
Jens Frost,Radikale,,12
Frederik Lau Petersen,Moderaterne,,12
Morten Dehn,Borgernes Parti,,11
Dorte Vilhelmsen,Konservative,,11
Astrid Søborg,Venstre,,11
Thomas Anker,Alternativet,,10
Susanne Damsgaard,Danmarksdemokraterne,,10
Brian Køster,Radikale,,9
Vibeke Westh,Socialdemokratiet,,9
Michael Melchert,Liberal Alliance,,9
Alexander Bruhn Skjøth,SF,,8
Niels Haxthausen,SF,,8
Mathias Fuglsang,Borgernes Parti,,7
Dorthe Beck-Nyling,Moderaterne,,7
Thomas Lindqvist,Alternativet,,7
Helge Bo Jensen,Enhedslisten,,7
Christopher Blomsterberg-Thaysen,Venstre,,7
Michael Jensen,Dansk Folkeparti,,6
Nana Løcke Buttenschøn,Alternativet,,6
Lars Green Bach,Radikale,,6
Taner Genc,SF,,6
Frank Clausen,Liberal Alliance,,5
Hanne Bjørn,Liberal Alliance,,5
Allan Orland,Borgernes Parti,,4
Sebastian Mylsted,Danmarksdemokraterne,,4
Peter Samir,Alternativet,,4
Karan Khosla,Moderaterne,,4
Sigurd Hebo Lønholdt,Konservative,,3
Ricki Vejsmose,Venstre,,3
Jacqueline Kristensen,Liberal Alliance,,3
Patrizia Venturelli Christensen,Liberal Alliance,,3
Frederik Lundberg,Borgernes Parti,,3
Sune Rastad Bahn,Enhedslisten,,2
Søren T. Fugleberg,Borgernes Parti,,2
Tim Wodskou,Alternativet,,2
Jesper Callesen,Alternativet,,2
David Ibsen,Liberal Alliance,,0
