kandidat,parti,valgt,stemmer
Pelle Dragsted,Enhedslisten,✓,731
Jakob Engel-Schmidt,Moderaterne,,384
Franciska Rosenkilde,Alternativet,✓,370
Samira Nawa,Radikale,,334
Ida Auken,Socialdemokratiet,,304
Mads Strange,Liberal Alliance,,215
Peter Hummelgaard,Socialdemokratiet,,182
Rosa Lund,Enhedslisten,✓,176
Magnus Georg Jensen,Radikale,,161
Lisbeth Bech-Nielsen,SF,,141
Helle Bonnesen,Konservative,,133
Theresa Scavenius,Udenfor parti,,130
Ole Birk Olesen,Liberal Alliance,,129
Thomas Rohden,Radikale,,127
Linea Søgaard-Lidell,Venstre,,121
Jan E. Jørgensen,Venstre,,119
Anders Storgaard,Konservative,,110
Lise Coermann,Alternativet,,99
Alexander Ryle,Liberal Alliance,,96
Merete Riisager,Liberal Alliance,,83
Pil Christensen,Enhedslisten,,76
Carl Valentin,SF,,76
Nanna Bonde,SF,,71
Nikolaj Bøgh,Konservative,,60
Emil Moselund,Radikale,,53
Ellen Emilie,Moderaterne,,52
Mathilde Vinther,Enhedslisten,,52
Maria Georgi Sloth,Radikale,,51
Allan Feldt,Dansk Folkeparti,,51
Mette Reissmann,Socialdemokratiet,,51
Helene Fagerhøj,Konservative,,45
Julie Herdal,Radikale,,42
Helene Langager,Radikale,,41
Line Ervolder,Konservative,,40
Anne-Sofie Sadolin,Radikale,,39
Leila Stockmarr,Enhedslisten,,39
Mads Sebbelov,Moderaterne,,37
Halime Oguz,SF,,36
Sophie Hæstorp Andersen,Socialdemokratiet,,36
Carina Høedt,Konservative,,34
Sadek Al-Amood,SF,,31
Anders Havelund Krøyer,Konservative,,31
Mia Tang,Konservative,,30
Nanna W. Gotfredsen,Moderaterne,,29
Yildiz Akdogan,Socialdemokratiet,,29
Niels Peder Ravn,Konservative,,28
Merete Dea Larsen,Dansk Folkeparti,,28
Frederik Rosberg,Radikale,,25
Anders Sørensen,Alternativet,,24
Ali Qais,Moderaterne,,22
Rasmus Bjergegaard,Konservative,,21
Rune Palm,SF,,20
Pernille Birch,Konservative,,19
Cecilie Louise Balbay Holdt,SF,,19
Camilla Hoffmann,Socialdemokratiet,,17
Mikkel Senna Odoom,Radikale,,17
Jiesper Tristan Pedersen,Alternativet,,16
Marcus Vesterager,Socialdemokratiet,,15
Charlotte Lund,Enhedslisten,,14
Kasper Nordborg Kiær,SF,,14
Rasmus Paludan,Udenfor parti,,14
Thomas Markmann,Radikale,,14
Lisbeth Dam Larsen,Moderaterne,,13
Maria Sofie Petersen,Enhedslisten,,12
Pil Yildiz,Enhedslisten,,12
Natascha Remvig,Venstre,,11
Anders Fausbøll,Venstre,,11
Asbjørn Reissmann,Socialdemokratiet,,10
Line Østergaard Olsen,Liberal Alliance,,9
Qasam Nazir Ahmad,Alternativet,,8
Denise Rostgaard,Dansk Folkeparti,,8
Paw Karslund,Dansk Folkeparti,,8
Malene Sandfeld,Venstre,,8
Claus Buch,Venstre,,8
Mikkel Sammy Christensen,SF,,7
Roger Courage Matthisen,Alternativet,,7
Erik Jensen,Socialdemokratiet,,6
Emilla Møller,Socialdemokratiet,,6
Jan Kristoffersen,Alternativet,,6
Laura Emilie Fabricius-Lauritzen,Liberal Alliance,,6
Charlotte Nellemann,Liberal Alliance,,6
Nikolai Eskild Jensen,Alternativet,,5
Rikke Hansen,Borgernes Parti,,5
Morten Bering,SF,,4
Per Nørgaard Andersen,Liberal Alliance,,4
Martin Sibast,Danmarksdemokraterne,,4
Flemming Steenlykke,Borgernes Parti,,4
Catharina Næsby Malkki,Alternativet,,4
Lasse Vogel Andersen,Konservative,,4
Zeynep Bardakci,Venstre,,3
Mette Bram,Alternativet,,3
Noah Sturis,Alternativet,,3
David Rønne,Enhedslisten,,3
Bjarke Bisgaard Yolal,SF,,3
Peter Martin Jakobsen,Alternativet,,2
Torben Guldbæk,Liberal Alliance,,2
Eva Bechmann,Danmarksdemokraterne,,2
Vibeke Frost,Alternativet,,2
Marianne Mortensen,Radikale,,1
Jan Schumann,Alternativet,,1
Mikkel Bahl,Alternativet,,1
Reinout Bosch,Enhedslisten,,1
Mette Bloch Hansen,Enhedslisten,,1
John Erik Wagner,Udenfor parti,,0
Jarl Feyling,Socialdemokratiet,,0
Jakob Ravn Karlsen,Alternativet,,0
Benny Bindslev,Danmarksdemokraterne,,0
Stig Ekman,Socialdemokratiet,,0
Rashid Ali,Udenfor parti,,0
Kim Larsen,Enhedslisten,,0
