kandidat,parti,valgt,stemmer
Matilde Powers,Socialdemokratiet,✓,2746
Jacob Mark,SF,✓,2404
Mette Abildgaard,Konservative,✓,1742
Sophie Løhde,Venstre,✓,1678
Martin Lidegaard,Radikale,✓,1563
Fie Hækkerup,Socialdemokratiet,✓,747
Rasmus Lund-Nielsen,Moderaterne,✓,651
Mette Thiesen,Dansk Folkeparti,✓,650
Tine Hessner,Radikale,,602
Rasmus Stoklund,Socialdemokratiet,✓,588
Egil Hulgaard,Konservative,,540
Marianne Bigum,SF,✓,488
Emma Juul Hansen,Konservative,,364
Birgitte Bergman,Konservative,✓,362
Steffen W. Frølund,Liberal Alliance,✓,338
Charlotte Haagendrup,Moderaterne,,326
Emil Nielsen,SF,,314
Marianne Lynghøj,Venstre,,288
Sinem Dybvad Demir,Enhedslisten,✓,252
Chelle Lilly Albøge,Liberal Alliance,,241
Carolina Cámara,Enhedslisten,,234
Jens Skov,SF,,226
Louise Mehnke,Socialdemokratiet,,207
Hans Andersen,Venstre,,189
Helene Brydensholt,Alternativet,,187
Christopher Arzrouni,Liberal Alliance,,185
Daniel Drefeld,Konservative,,182
Hediye Temiz,Radikale,,160
Freja Eva Lockenwitz,Radikale,,152
Pernille Christensen,Moderaterne,✓,149
Katarina Ammitzbøll,Venstre,,148
Anja Rosengreen,SF,,123
Frederik Germann,Konservative,,119
Ayhan Kilic,Moderaterne,,115
Emil Andersen,Enhedslisten,,105
Mikkel Hartwich,Dansk Folkeparti,,104
Anna Poulsen,SF,,102
Lars Høyer Holmqvist,Liberal Alliance,,90
Mikkel Westh Jepsen,Radikale,,89
Emilie Schytte,Borgernes Parti,✓,79
Robert Mørck,Liberal Alliance,,78
Henrik Møller,Socialdemokratiet,,78
Søren Rye,Socialdemokratiet,,75
Christina Thorholm,Radikale,,72
Christian Elkjær,Radikale,,72
Gert Løfgren,Dansk Folkeparti,,67
Pia Adelsteen,Dansk Folkeparti,,65
Christoffer Emil Jexen,Enhedslisten,,65
Andreas Raben,Moderaterne,,65
Annette Rieva,Venstre,,62
Stina Egedius Miller,SF,,62
Tue Villebro,Venstre,,57
Martin Nordstjerne,Borgernes Parti,,56
Peter Faber,Borgernes Parti,,55
Tine Loft Thomsen,Alternativet,,52
Jette Juul,Dansk Folkeparti,,44
Marlene Harpsøe,Danmarksdemokraterne,✓,43
Steffen Sjørslev,Liberal Alliance,,43
Maibritt Nielsen,Danmarksdemokraterne,,33
Annie Hagel,Enhedslisten,,32
Ulla Kokfelt,Dansk Folkeparti,,29
Philip Solberg,Liberal Alliance,,29
Salik Anders Rosing,Alternativet,,28
Morten Hvidberg Greve,Alternativet,,27
Brian Lyck Jørgensen,Dansk Folkeparti,,27
Rasmus Petersen,Enhedslisten,,27
Nanna Høyrup,Alternativet,,26
Lars Bregnbak,Danmarksdemokraterne,,26
Kira Danholm,Liberal Alliance,,23
Rasmus Harning,Alternativet,,19
Steen Tofteng,Liberal Alliance,,16
Sten Schmidl Søbjærg,Liberal Alliance,,14
Elias Julius Binggeli,SF,,13
Simon Rigét,Alternativet,,11
Katrine Schiller,Danmarksdemokraterne,,11
Ingrid Heintz,Alternativet,,11
Mariane Lunden,Alternativet,,3
Johannes Joyce,Liberal Alliance,,3
Sofie Faureholm Lundsberg,Alternativet,,2
