kandidat,parti,valgt,stemmer
Morten Messerschmidt,Dansk Folkeparti,✓,5591
Rasmus Horn Langhoff,Socialdemokratiet,,3137
Lars Løkke Rasmussen,Moderaterne,✓,2998
Pia Olsen Dyhr,SF,✓,2908
Jacob Jensen,Venstre,✓,1778
Pernille Vermund,Liberal Alliance,✓,670
Magnus Heunicke,Socialdemokratiet,✓,642
Peter Skaarup,Danmarksdemokraterne,,520
Kaare Dybvad Bek,Socialdemokratiet,✓,404
Eva Flyvholm,Enhedslisten,✓,388
Frederik Vad,Socialdemokratiet,✓,372
Julie Jacobsen,Dansk Folkeparti,✓,339
Jacob Harris,Borgernes Parti,✓,315
Trine Birk Andersen,Socialdemokratiet,✓,260
Zenia Stampe,Radikale,✓,250
Kristine Amalie Rostgård,SF,,230
Mette Hvid Brockmann,Radikale,,221
Marcus Knuth,Konservative,✓,218
Morten Dahlin,Venstre,✓,151
Louise Elholm,Venstre,,151
Susie Jessen,Danmarksdemokraterne,✓,149
Astrid Carøe,SF,✓,135
Josefine Paaske,Venstre,,123
Jacob Antvorskov,Alternativet,,119
Jane Christensen,Konservative,,108
Christian Friis Bach,Venstre,,106
Sascha Faxe,Alternativet,,100
Malte Larsen,Dansk Folkeparti,✓,83
Søren Lund Hansen,Dansk Folkeparti,,82
Iben Krog,Venstre,,82
Ida Dyhr,Konservative,,81
Anne Valentina Berthelsen,SF,✓,80
Joachim Riis,Liberal Alliance,✓,78
Martin Rahn Johansen,Danmarksdemokraterne,,75
Elise Sydendal,Alternativet,✓,73
Julie Kølskov,Socialdemokratiet,,72
Jesper Hartøft,SF,,71
Tanja Larsson,Socialdemokratiet,,64
Sanne Pilgaard,Borgernes Parti,,63
Charlotte Bagge,Moderaterne,✓,60
Frederik Grünfeld,Liberal Alliance,,60
Ludmila Plenge,Enhedslisten,,52
Lars-Christian Brask,Liberal Alliance,✓,50
Helena Tjørnelund Christensen,Radikale,,49
Mads Olsen,SF,,48
Carl Emil Lind,Socialdemokratiet,,47
Tina Mandrup,Venstre,,45
Helena Hedegaard Udsen,Enhedslisten,,43
Dina Person,Danmarksdemokraterne,,43
Claus Jørgensen,SF,,43
Ali Yahya,SF,,42
Sandra Skalvig,Liberal Alliance,,41
Sofie Holm,Radikale,,39
Jan Herskov,Dansk Folkeparti,✓,39
Tim Larsen,Borgernes Parti,,37
Jacob Stryhn,Konservative,,35
Ditte Keidser,Konservative,,35
Jeanne Bergmansen,SF,,32
Vilhelm Møller,Konservative,,31
Silas Ipsen,Konservative,,30
Valentina Crast,Alternativet,,30
Martin Graff Jørgensen,SF,,28
Henrik Brodersen,Dansk Folkeparti,,28
Tanja Glückstadt,Dansk Folkeparti,,28
Victoria Helene Olsen,Konservative,,26
Valdemar Alban,Socialdemokratiet,,24
Brian Perri,Moderaterne,,23
Louis Jacobsen,Enhedslisten,,22
Mads Brenøe,Liberal Alliance,,20
Brian Mørch,Danmarksdemokraterne,,20
Marcus Danielsson,Venstre,,20
Mette Friis,Alternativet,,20
Kanishka Dastageer,Socialdemokratiet,,19
Henrik Jacobsen,Konservative,,18
Troels Brandt,Radikale,,18
Anders Bork,Dansk Folkeparti,,18
Frida Qvist Kristensen,Moderaterne,,18
Michael Rosenmark,Danmarksdemokraterne,,18
Yurdal Cicek,Alternativet,,17
Rasmus Hylleberg,Venstre,,17
Line Krogh Lay,Radikale,,17
Rune Kristensen,Konservative,✓,17
Jonas Paludan,Enhedslisten,,16
Kasper Roug,Socialdemokratiet,✓,16
Mia Linda Møller,Moderaterne,,16
Jeppe Trolle,Radikale,,15
Karen Thestrup Clausen,Enhedslisten,,14
Birgit Gedionsen,Enhedslisten,,13
Jacob Bentsen,Dansk Folkeparti,,13
Edris Qasimi,Radikale,,13
Barbara Engelstoft,Konservative,,13
Nicolai Sandager,Liberal Alliance,,12
Joan Kragh,SF,,12
Thorbern Alexander Klingert,Venstre,,12
Kasper Nygaard,Moderaterne,,12
Kristian Stokholm,Radikale,,12
Kasper Schneider,Liberal Alliance,,12
Michael Graakjær,SF,,11
Claus Bakke,Venstre,,11
Christian Wibholm,Danmarksdemokraterne,,10
Martin Mickey Pedersen,Liberal Alliance,,10
Filiz Sarah Thunø,Socialdemokratiet,,10
Carsten Abildtrup Ranum,Liberal Alliance,,9
Michael Pihl,Dansk Folkeparti,,9
Line Gessø,Alternativet,,8
John Bo Hansen,Borgernes Parti,,8
Kevin Alex Rasmussen,Enhedslisten,,8
Simon Hampe,Dansk Folkeparti,,8
Henrik B. Dynesen,Liberal Alliance,,7
Liselotte Katarina Rotfeld,Alternativet,,7
Allan Hansen Lindemark,Alternativet,,7
Jeppe Fransson,Radikale,,6
Ulrik Lassen,Liberal Alliance,,6
Brian Prehn,Liberal Alliance,,6
Julie Memborg,Liberal Alliance,,6
Steffen Friis,Liberal Alliance,,5
Mogens Haugaard,Moderaterne,,5
Nikolaj Brink Olsen,Liberal Alliance,,5
Elva Bille Klem,Liberal Alliance,,5
Benny Damgaard,Danmarksdemokraterne,,5
Peter Roswall,Enhedslisten,,5
Bruno Jerup,Enhedslisten,,5
Bob Richard Nielsen,Danmarksdemokraterne,,5
Isabella Apelroth,Alternativet,,4
Lars König,Alternativet,,4
Susan H. Møller,Liberal Alliance,,4
Jan Carlsen,Moderaterne,,4
Michael Schjelde,Venstre,,3
Michael Rask,Liberal Alliance,,3
Mads Ramstedt,Konservative,,2
John Brill Engkebølle,Danmarksdemokraterne,,2
Frederik Max Krag,Liberal Alliance,,0
