kandidat,parti,valgt,stemmer
Jacob Mark,SF,✓,2938
Fie Hækkerup,Socialdemokratiet,✓,2650
Mette Abildgaard,Konservative,✓,1720
Martin Lidegaard,Radikale,✓,1481
Mette Thiesen,Dansk Folkeparti,✓,1218
Emma Juul Hansen,Konservative,,1063
Sophie Løhde,Venstre,✓,879
Rasmus Lund-Nielsen,Moderaterne,✓,803
Tue Villebro,Venstre,,762
Hans Andersen,Venstre,,500
Rasmus Stoklund,Socialdemokratiet,✓,475
Christina Thorholm,Radikale,,451
Marianne Bigum,SF,✓,450
Brian Lyck Jørgensen,Dansk Folkeparti,,416
Birgitte Bergman,Konservative,✓,372
Louise Mehnke,Socialdemokratiet,,360
Sinem Dybvad Demir,Enhedslisten,✓,343
Emil Nielsen,SF,,330
Matilde Powers,Socialdemokratiet,✓,322
Annette Rieva,Venstre,,300
Steffen W. Frølund,Liberal Alliance,✓,279
Helene Brydensholt,Alternativet,,253
Christopher Arzrouni,Liberal Alliance,,252
Frederik Germann,Konservative,,198
Stina Egedius Miller,SF,,196
Marianne Lynghøj,Venstre,,194
Anja Rosengreen,SF,,185
Chelle Lilly Albøge,Liberal Alliance,,168
Jette Juul,Dansk Folkeparti,,158
Henrik Møller,Socialdemokratiet,,153
Lars Bregnbak,Danmarksdemokraterne,,153
Pernille Christensen,Moderaterne,✓,148
Charlotte Haagendrup,Moderaterne,,145
Emilie Schytte,Borgernes Parti,✓,142
Ayhan Kilic,Moderaterne,,129
Marlene Harpsøe,Danmarksdemokraterne,✓,129
Freja Eva Lockenwitz,Radikale,,126
Mikkel Hartwich,Dansk Folkeparti,,123
Katarina Ammitzbøll,Venstre,,118
Carolina Cámara,Enhedslisten,,118
Søren Rye,Socialdemokratiet,,106
Lars Høyer Holmqvist,Liberal Alliance,,105
Hediye Temiz,Radikale,,98
Emil Andersen,Enhedslisten,,93
Anna Poulsen,SF,,89
Andreas Raben,Moderaterne,,83
Martin Nordstjerne,Borgernes Parti,,79
Peter Faber,Borgernes Parti,,77
Elias Julius Binggeli,SF,,76
Gert Løfgren,Dansk Folkeparti,,70
Philip Solberg,Liberal Alliance,,68
Daniel Drefeld,Konservative,,62
Egil Hulgaard,Konservative,,61
Pia Adelsteen,Dansk Folkeparti,,60
Annie Hagel,Enhedslisten,,59
Nanna Høyrup,Alternativet,,59
Christoffer Emil Jexen,Enhedslisten,,56
Christian Elkjær,Radikale,,49
Tine Hessner,Radikale,,48
Mikkel Westh Jepsen,Radikale,,44
Ulla Kokfelt,Dansk Folkeparti,,40
Steen Tofteng,Liberal Alliance,,37
Jens Skov,SF,,35
Morten Hvidberg Greve,Alternativet,,33
Salik Anders Rosing,Alternativet,,32
Kira Danholm,Liberal Alliance,,32
Robert Mørck,Liberal Alliance,,32
Rasmus Harning,Alternativet,,29
Maibritt Nielsen,Danmarksdemokraterne,,26
Katrine Schiller,Danmarksdemokraterne,,26
Sten Schmidl Søbjærg,Liberal Alliance,,25
Rasmus Petersen,Enhedslisten,,22
Simon Rigét,Alternativet,,19
Tine Loft Thomsen,Alternativet,,17
Steffen Sjørslev,Liberal Alliance,,13
Ingrid Heintz,Alternativet,,10
Mariane Lunden,Alternativet,,8
Sofie Faureholm Lundsberg,Alternativet,,6
Johannes Joyce,Liberal Alliance,,5
