kandidat,parti,valgt,stemmer
Martin Graff Jørgensen,SF,,146
Morten Messerschmidt,Dansk Folkeparti,,143
Lars Løkke Rasmussen,Moderaterne,,71
Magnus Heunicke,Socialdemokratiet,,56
Pia Olsen Dyhr,SF,,52
Charlotte Bagge,Moderaterne,,48
Marcus Knuth,Konservative,,23
Susie Jessen,Danmarksdemokraterne,,23
Pernille Vermund,Liberal Alliance,,23
Valdemar Alban,Socialdemokratiet,,21
Iben Krog,Venstre,,20
Jacob Harris,Borgernes Parti,,20
Claus Bakke,Venstre,,16
Zenia Stampe,Radikale,,14
Jacob Jensen,Venstre,,14
Trine Birk Andersen,Socialdemokratiet,,10
Julie Memborg,Liberal Alliance,,10
Morten Dahlin,Venstre,,9
Frederik Vad,Socialdemokratiet,,9
Kaare Dybvad Bek,Socialdemokratiet,,8
Joachim Riis,Liberal Alliance,,7
Elise Sydendal,Alternativet,,7
Sofie Holm,Radikale,,7
Christian Friis Bach,Venstre,,6
Eva Flyvholm,Enhedslisten,,6
Kasper Schneider,Liberal Alliance,,6
Josefine Paaske,Venstre,,6
Louise Elholm,Venstre,,5
Tanja Larsson,Socialdemokratiet,,5
Benny Damgaard,Danmarksdemokraterne,,4
Claus Jørgensen,SF,,4
Anne Valentina Berthelsen,SF,,4
Julie Kølskov,Socialdemokratiet,,4
Malte Larsen,Dansk Folkeparti,,4
Sascha Faxe,Alternativet,,4
Vilhelm Møller,Konservative,,3
Anders Bork,Dansk Folkeparti,,3
Martin Rahn Johansen,Danmarksdemokraterne,,3
Ludmila Plenge,Enhedslisten,,3
Kasper Roug,Socialdemokratiet,,2
Kristine Amalie Rostgård,SF,,2
Bob Richard Nielsen,Danmarksdemokraterne,,2
Astrid Carøe,SF,,2
Sanne Pilgaard,Borgernes Parti,,2
Barbara Engelstoft,Konservative,,2
Ali Yahya,SF,,2
Victoria Helene Olsen,Konservative,,2
Silas Ipsen,Konservative,,2
Tim Larsen,Borgernes Parti,,2
Helena Hedegaard Udsen,Enhedslisten,,2
Henrik Brodersen,Dansk Folkeparti,,2
Mette Hvid Brockmann,Radikale,,2
Julie Jacobsen,Dansk Folkeparti,,2
Birgit Gedionsen,Enhedslisten,,1
Carl Emil Lind,Socialdemokratiet,,1
Jacob Stryhn,Konservative,,1
Yurdal Cicek,Alternativet,,1
Dina Person,Danmarksdemokraterne,,1
Valentina Crast,Alternativet,,1
Rasmus Horn Langhoff,Socialdemokratiet,,1
Rune Kristensen,Konservative,,1
Michael Graakjær,SF,,1
Ida Dyhr,Konservative,,1
Jesper Hartøft,SF,,1
Tanja Glückstadt,Dansk Folkeparti,,1
Mia Linda Møller,Moderaterne,,1
Michael Pihl,Dansk Folkeparti,,1
Mads Brenøe,Liberal Alliance,,1
Tina Mandrup,Venstre,,1
Kanishka Dastageer,Socialdemokratiet,,1
Troels Brandt,Radikale,,1
Line Krogh Lay,Radikale,,1
Helena Tjørnelund Christensen,Radikale,,1
Sandra Skalvig,Liberal Alliance,,1
Carsten Abildtrup Ranum,Liberal Alliance,,1
Frederik Grünfeld,Liberal Alliance,,1
Lars-Christian Brask,Liberal Alliance,,1
Jacob Antvorskov,Alternativet,,1
Ditte Keidser,Konservative,,1
Michael Rosenmark,Danmarksdemokraterne,,1
Mads Olsen,SF,,1
Peter Skaarup,Danmarksdemokraterne,,0
Martin Mickey Pedersen,Liberal Alliance,,0
Edris Qasimi,Radikale,,0
Michael Schjelde,Venstre,,0
Jeppe Fransson,Radikale,,0
John Brill Engkebølle,Danmarksdemokraterne,,0
Mogens Haugaard,Moderaterne,,0
Liselotte Katarina Rotfeld,Alternativet,,0
Louis Jacobsen,Enhedslisten,,0
Ulrik Lassen,Liberal Alliance,,0
Steffen Friis,Liberal Alliance,,0
Elva Bille Klem,Liberal Alliance,,0
Kevin Alex Rasmussen,Enhedslisten,,0
Henrik B. Dynesen,Liberal Alliance,,0
Filiz Sarah Thunø,Socialdemokratiet,,0
Brian Perri,Moderaterne,,0
Jonas Paludan,Enhedslisten,,0
Simon Hampe,Dansk Folkeparti,,0
Mette Friis,Alternativet,,0
Frederik Max Krag,Liberal Alliance,,0
Lars König,Alternativet,,0
Joan Kragh,SF,,0
Peter Roswall,Enhedslisten,,0
Isabella Apelroth,Alternativet,,0
Jan Herskov,Dansk Folkeparti,,0
Jane Christensen,Konservative,,0
Mads Ramstedt,Konservative,,0
Thorbern Alexander Klingert,Venstre,,0
Henrik Jacobsen,Konservative,,0
Susan H. Møller,Liberal Alliance,,0
Christian Wibholm,Danmarksdemokraterne,,0
Rasmus Hylleberg,Venstre,,0
Søren Lund Hansen,Dansk Folkeparti,,0
Michael Rask,Liberal Alliance,,0
Line Gessø,Alternativet,,0
John Bo Hansen,Borgernes Parti,,0
Allan Hansen Lindemark,Alternativet,,0
Jacob Bentsen,Dansk Folkeparti,,0
Nikolaj Brink Olsen,Liberal Alliance,,0
Jan Carlsen,Moderaterne,,0
Bruno Jerup,Enhedslisten,,0
Brian Mørch,Danmarksdemokraterne,,0
Frida Qvist Kristensen,Moderaterne,,0
Jeppe Trolle,Radikale,,0
Kasper Nygaard,Moderaterne,,0
Nicolai Sandager,Liberal Alliance,,0
Jeanne Bergmansen,SF,,0
Marcus Danielsson,Venstre,,0
Brian Prehn,Liberal Alliance,,0
Kristian Stokholm,Radikale,,0
Karen Thestrup Clausen,Enhedslisten,,0
